Qsize_R13;Qsize_R14;Cur_Charge_comparable_R13;Cur_Charge_comparable_R14;Exp_Charge__R13;Exp_Charge__R14;Exp_ChargeRates_R13;Exp_ChargeRates_R14;Exp_Charge__comparable_R13;Exp_Charge__comparable_R14;Eff_Gross_R13;Eff_Gross_R14;predFamilies_R13;predFamilies_R14;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource_0.0;Selected Resource_1.0
0.0;0.0;1.0;1.0;10.0;10.0;1.0;1.0;1.0;1.0;0.9090909090909092;0.9090909090909092;0.0;0.0;0.9315068493150684;0.0532724505327245;0.0106544901065449;0.0045662100456621;0.0;1;0
0.0;0.0;1.0;0.0;12.0;10.0;1.0;0.625;1.2;1.0;0.8571428571428571;1.4285714285714286;1.0;0.0;0.9400278940027894;0.0460251046025104;0.00557880055788;0.0;0.00836820083682;0;1
0.0;0.0;0.0;1.0;6.0;8.0;0.6;1.0;1.0;1.3333333333333333;1.2;0.8;1.0;1.0;0.9408740359897172;0.0372750642673521;0.0154241645244215;0.0012853470437017;0.0051413881748071;1;0
0.0;0.0;0.0;1.0;10.0;12.0;0.8333333333333334;1.0;1.0;1.2;0.9090909090909092;0.9090909090909092;0.0;0.0;0.9149198520345252;0.0752157829839704;0.0036991368680641;0.0036991368680641;0.002466091245376;1;0
0.0;0.0;1.0;0.0;12.0;10.0;1.0;0.625;1.2;1.0;0.8571428571428571;1.4285714285714286;1.0;0.0;0.9267676767676768;0.0618686868686868;0.0;0.0037878787878787;0.0075757575757575;1;0
1.0;0.0;1.0;0.125;14.0;11.0;0.9333333333333332;0.5789473684210527;1.2727272727272727;1.0;0.8571428571428571;1.4285714285714286;1.0;0.0;0.9355670103092784;0.047680412371134;0.0051546391752577;0.0;0.0115979381443298;0;1
0.0;0.0;1.0;0.0;14.0;10.0;1.0;0.7142857142857143;1.4;1.0;0.9090909090909092;0.9090909090909092;0.0;0.0;0.928679817905918;0.047040971168437;0.0182094081942336;0.0;0.0060698027314112;0;1
0.0;0.0;1.0;0.0;16.0;4.0;1.0;0.4;4.0;1.0;2.0;0.8;0.0;1.0;0.9085271317829458;0.0527131782945736;0.0248062015503875;0.0046511627906976;0.0093023255813953;0;1
0.0;0.0;1.0;0.0;12.0;4.0;1.0;0.6666666666666666;3.0;1.0;2.0;0.8;0.0;1.0;0.9475409836065574;0.0360655737704918;0.0131147540983606;0.0;0.0032786885245901;0;1
0.0;1.0;0.2;1.0;11.0;15.0;0.6875;0.9375;1.0;1.3636363636363635;0.9090909090909092;0.9090909090909092;0.0;0.0;0.9063545150501672;0.0769230769230769;0.0066889632107023;0.0;0.0100334448160535;1;0
0.0;0.0;1.0;0.0;16.0;10.0;1.0;0.625;1.6;1.0;0.9090909090909092;0.9090909090909092;0.0;0.0;0.8932038834951457;0.0951456310679611;0.0;0.0;0.0116504854368932;1;0
0.0;0.0;1.0;1.0;10.0;10.0;1.0;1.0;1.0;1.0;0.9090909090909092;0.9090909090909092;0.0;0.0;0.902439024390244;0.0951219512195122;0.0024390243902439;0.0;0.0;0;1
0.0;0.0;0.0;1.0;10.0;8.0;0.7142857142857143;1.0;1.25;1.0;2.0;0.8;0.0;1.0;0.8905472636815921;0.0870646766169154;0.0124378109452736;0.0;0.0099502487562189;0;1
1.0;0.0;1.0;0.0;19.0;4.0;1.0;0.3076923076923077;4.75;1.0;2.0;0.8;0.0;1.0;0.9071618037135278;0.0689655172413793;0.0;0.0;0.0238726790450928;0;1
0.0;0.0;1.0;0.0;13.0;4.0;1.0;0.5714285714285714;3.25;1.0;2.0;0.8;0.0;1.0;0.9008498583569404;0.065155807365439;0.0198300283286118;0.0056657223796034;0.0084985835694051;0;1
1.0;0.0;1.0;0.0;20.0;4.0;1.0;0.2857142857142857;5.0;1.0;2.0;0.8;0.0;1.0;0.8909090909090909;0.0696969696969697;0.009090909090909;0.0;0.0303030303030303;0;1
0.0;0.0;1.0;1.0;10.0;4.0;1.0;1.0;2.5;1.0;2.0;0.8;0.0;1.0;0.879746835443038;0.0981012658227848;0.0221518987341772;0.0;0.0;0;1
0.0;0.0;1.0;1.0;10.0;10.0;1.0;1.0;1.0;1.0;0.9090909090909092;0.9090909090909092;0.0;0.0;0.7312775330396476;0.211453744493392;0.0572687224669603;0.0;0.0;0;1
1.0;0.0;1.0;0.0;17.0;4.0;1.0;0.3636363636363636;4.25;1.0;2.0;0.8;0.0;1.0;0.7647058823529411;0.1529411764705882;0.0235294117647058;0.0176470588235294;0.0411764705882352;0;1
0.0;0.0;1.0;0.0;13.0;4.0;1.0;0.5714285714285714;3.25;1.0;2.0;0.8;0.0;1.0;0.7305389221556886;0.1916167664670658;0.059880239520958;0.0;0.0179640718562874;0;1
0.0;0.0;1.0;1.0;10.0;10.0;1.0;1.0;1.0;1.0;0.9090909090909092;0.9090909090909092;0.0;0.0;0.0;0.375;0.5;0.125;0.0;0;1
