Qsize_R6;Qsize_R7;Qsize_R8;Qsize_R9;Cur_Charge_comparable_R6;Cur_Charge_comparable_R7;Cur_Charge_comparable_R8;Cur_Charge_comparable_R9;Exp_Charge__R6;Exp_Charge__R7;Exp_Charge__R8;Exp_Charge__R9;Exp_ChargeRates_R6;Exp_ChargeRates_R7;Exp_ChargeRates_R8;Exp_ChargeRates_R9;Exp_Charge__comparable_R6;Exp_Charge__comparable_R7;Exp_Charge__comparable_R8;Exp_Charge__comparable_R9;Eff_Gross_R6;Eff_Gross_R7;Eff_Gross_R8;Eff_Gross_R9;predFamilies_R6;predFamilies_R7;predFamilies_R8;predFamilies_R9;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource_0.0;Selected Resource_1.0;Selected Resource_2.0;Selected Resource_3.0
1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.3636363636363636;25.0;15.0;16.0;21.0;0.8620689655172413;0.5;0.5161290322580645;0.65625;1.6666666666666667;1.0;1.0666666666666669;1.4;0.9333333333333332;1.0;1.0666666666666669;1.1333333333333333;0.0;0.0;0.0;0.0;0.6946564885496184;0.183206106870229;0.1145038167938931;0.0076335877862595;0.0;0;0;1;1
1.0;0.0;1.0;0.0;0.875;0.0;1.0;0.0;21.0;15.0;14.0;17.0;0.7241379310344828;0.5;0.6666666666666666;0.53125;1.5;1.0714285714285714;1.0;1.2142857142857142;2.0;2.142857142857143;0.8571428571428571;2.4285714285714284;0.0;0.0;1.0;0.0;0.5555555555555556;0.3333333333333333;0.0925925925925925;0.0;0.0185185185185185;0;0;1;0
0.0;0.0;1.0;0.0;0.3;0.0;1.0;0.0;17.0;15.0;16.0;17.0;0.6296296296296297;0.5357142857142857;0.8421052631578947;0.5666666666666667;1.1333333333333333;1.0;1.0666666666666669;1.1333333333333333;2.0;2.142857142857143;0.8571428571428571;2.4285714285714284;0.0;0.0;1.0;0.0;0.6649214659685864;0.2198952879581152;0.0680628272251308;0.0157068062827225;0.031413612565445;0;0;0;1
0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;14.0;15.0;16.0;18.0;0.9333333333333332;0.9375;0.9411764705882352;1.0;1.0;1.0714285714285714;1.1428571428571428;1.2857142857142858;0.9333333333333332;1.0;1.0666666666666669;1.1333333333333333;0.0;0.0;0.0;0.0;0.9096209912536444;0.0641399416909621;0.0029154518950437;0.0;0.0233236151603498;1;0;1;0
0.0;0.0;1.0;0.0;0.5;0.0;1.0;0.0;8.0;15.0;24.0;17.0;0.5;0.5555555555555556;0.8571428571428571;0.5862068965517241;1.0;1.875;3.0;2.125;0.8;3.0;3.2;3.4;1.0;0.0;0.0;0.0;0.8518518518518519;0.1164021164021164;0.0317460317460317;0.0;0.0;1;0;0;0
0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;15.0;20.0;17.0;0.5;0.7894736842105263;1.0;0.8095238095238095;1.0;3.75;5.0;4.25;0.8;3.0;3.2;3.4;1.0;0.0;0.0;0.0;0.8771428571428571;0.0771428571428571;0.0114285714285714;0.0114285714285714;0.0228571428571428;1;0;0;0
0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;4.0;15.0;16.0;17.0;1.0;1.0;1.0;1.0;1.0;3.75;4.0;4.25;0.8;3.0;3.2;3.4;1.0;0.0;0.0;0.0;0.8531073446327684;0.0875706214689265;0.0;0.019774011299435;0.03954802259887;1;0;0;0
0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;4.0;15.0;32.0;17.0;0.2;0.4838709677419355;1.0;0.5151515151515151;1.0;3.75;8.0;4.25;0.8;3.0;3.2;3.4;1.0;0.0;0.0;0.0;0.8950276243093923;0.0607734806629834;0.0441988950276243;0.0;0.0;1;0;0;0
0.0;1.0;0.0;0.0;0.0;1.0;0.0666666666666666;0.0;14.0;30.0;17.0;17.0;0.4666666666666667;0.967741935483871;0.53125;0.5151515151515151;1.0;2.142857142857143;1.2142857142857142;1.2142857142857142;0.9333333333333332;1.0;1.0666666666666669;1.1333333333333333;0.0;0.0;0.0;0.0;0.8191964285714286;0.1227678571428571;0.0357142857142857;0.0022321428571428;0.0200892857142857;0;0;0;1
0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;14.0;15.0;16.0;7.0;1.0;1.0;1.0;1.0;2.0;2.142857142857143;2.2857142857142856;1.0;1.75;1.875;2.0;0.875;0.0;0.0;0.0;1.0;0.8618618618618619;0.1051051051051051;0.0;0.009009009009009;0.024024024024024;0;1;0;0
