Qsize_R1;Qsize_R2;Cur_Charge_comparable_R1;Cur_Charge_comparable_R2;Exp_Charge__R1;Exp_Charge__R2;Exp_ChargeRates_R1;Exp_ChargeRates_R2;Exp_Charge__comparable_R1;Exp_Charge__comparable_R2;Eff_Gross_R1;Eff_Gross_R2;predFamilies_R1;predFamilies_R2;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource_0.0;Selected Resource_1.0
1.0;1.0;1.0;0.8888888888888888;24.0;23.0;0.75;0.71875;1.0434782608695652;1.0;0.9375;0.9375;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1;0
2.0;0.0;1.0;0.238095238095238;26.0;20.0;0.8387096774193549;0.4878048780487805;1.3;1.0;0.8333333333333334;2.5;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1;0
0.0;3.0;0.1282051282051282;1.0;10.0;54.0;0.2040816326530612;0.9152542372881356;1.0;5.4;0.8333333333333334;2.5;1.0;0.0;0.6875;0.3125;0.0;0.0;0.0;1;0
6.0;4.0;1.0;0.5230769230769231;80.0;49.0;0.7017543859649122;0.4298245614035088;1.6326530612244898;1.0;0.9375;0.9375;0.0;0.0;0.5963855421686747;0.2710843373493976;0.0783132530120482;0.0180722891566265;0.036144578313253;1;0
8.0;3.0;1.0;0.2252252252252252;126.0;40.0;0.8344370860927153;0.2649006622516556;3.15;1.0;0.9375;0.9375;0.0;0.0;0.6601941747572816;0.1893203883495145;0.1262135922330097;0.0097087378640776;0.0145631067961165;1;0
10.0;5.0;1.0;0.3671875;143.0;62.0;0.7526315789473684;0.3263157894736842;2.306451612903226;1.0;0.9375;0.9375;0.0;0.0;0.708502024291498;0.2186234817813765;0.0404858299595141;0.020242914979757;0.0121457489878542;0;1
13.0;3.0;1.0;0.2795031055900621;176.0;50.0;0.7963800904977375;0.2369668246445497;3.52;1.0;2.5;0.8333333333333334;0.0;1.0;0.7657992565055762;0.1970260223048327;0.0148698884758364;0.0;0.0223048327137546;0;1
13.0;4.0;1.0;0.30625;175.0;54.0;0.78125;0.2523364485981308;3.240740740740741;1.0;2.5;0.8333333333333334;0.0;1.0;0.7545126353790613;0.223826714801444;0.0072202166064981;0.0;0.0144404332129963;0;1
16.0;7.0;1.0;0.366120218579235;198.0;82.0;0.7471698113207547;0.3094339622641509;2.414634146341464;1.0;0.9375;0.9375;0.0;0.0;0.8389261744966443;0.1073825503355704;0.0402684563758389;0.0134228187919463;0.0;1;0
17.0;10.0;1.0;0.5133689839572193;192.0;111.0;0.6666666666666666;0.3724832214765101;1.7297297297297298;1.0;0.8333333333333334;2.5;1.0;0.0;0.881619937694704;0.0996884735202492;0.0124610591900311;0.0;0.0062305295950155;1;0
19.0;12.0;1.0;0.5656565656565656;213.0;127.0;0.6553846153846153;0.3907692307692307;1.6771653543307086;1.0;0.9375;0.9375;0.0;0.0;0.8882521489971347;0.0573065902578796;0.0343839541547277;0.0085959885386819;0.0114613180515759;0;1
18.0;13.0;1.0;0.6781609195402298;189.0;133.0;0.6156351791530945;0.4332247557003257;1.4210526315789471;1.0;0.9375;0.9375;0.0;0.0;0.8957055214723927;0.0950920245398773;0.0030674846625766;0.0;0.0061349693251533;0;1
22.0;12.0;1.0;0.5280373831775701;229.0;118.0;0.6695906432748538;0.3554216867469879;1.9406779661016949;1.0;2.5;0.8333333333333334;0.0;1.0;0.8983516483516484;0.0906593406593406;0.0;0.0082417582417582;0.0027472527472527;0;1
21.0;12.0;1.0;0.5362318840579711;222.0;116.0;0.6666666666666666;0.3591331269349845;1.913793103448276;1.0;2.5;0.8333333333333334;0.0;1.0;0.8617886178861789;0.078590785907859;0.043360433604336;0.0;0.016260162601626;0;1
