P1;1;5;6;Unnamed: 4
P2;1;5;7;
P3;2;5;7;
P4;2;5;7;
P5;1;5;7;
P6;2;5;7;
P7;1;5;7;
P8;1;5;6;
P9;1;5;6;
P10;2;4;6;
P11;1;5;6;
P12;2;5;7;
P13;2;5;7;
P14;1;5;6;
P15;1;5;6;
P16;1;5;7;
P17;2;5;7;
P18;2;5;7;
P19;2;3;6;
P20;2;5;7;
P21;1;3;6;
P22;2;5;7;
P23;2;5;7;
P24;1;3;6;
P25;1;3;6;
P26;1;5;7;
P27;1;5;7;
P28;2;5;6;
P29;1;5;7;
P30;2;5;7;
P31;1;5;6;
P32;2;5;7;
P33;2;3;7;
P34;1;5;6;
P35;2;5;7;
P36;2;5;7;
P37;1;5;6;
P38;1;5;6;
P39;2;3;7;
P40;1;5;6;
P41;2;5;7;
P42;2;5;6;
P43;1;5;6;
P44;1;5;6;
P45;1;5;7;
P46;1;5;6;
P47;2;5;7;
P48;1;5;6;
P49;1;5;6;
P50;1;5;6;
P51;2;4;7;
