Qsize_R3;Qsize_R4;Qsize_R5;Cur_Charge_comparable_R3;Cur_Charge_comparable_R4;Cur_Charge_comparable_R5;Exp_Charge__R3;Exp_Charge__R4;Exp_Charge__R5;Exp_ChargeRates_R3;Exp_ChargeRates_R4;Exp_ChargeRates_R5;Exp_Charge__comparable_R3;Exp_Charge__comparable_R4;Exp_Charge__comparable_R5;Eff_Gross_R3;Eff_Gross_R4;Eff_Gross_R5;predFamilies_R3;predFamilies_R4;predFamilies_R5;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource
0.0;1.0;0.0;0.2777777777777778;1.0;0.3333333333333333;20.0;36.0;27.0;0.4545454545454545;0.7659574468085106;0.54;1.0;1.8;1.35;0.9375;1.125;1.3125;0.0;0.0;0.0;0.3108108108108108;0.3918918918918919;0.2972972972972973;0.0;0.0;0.0
0.0;1.0;0.0;0.5882352941176471;1.0;0.0;25.0;35.0;21.0;0.5952380952380952;0.7777777777777778;0.4375;1.1904761904761905;1.6666666666666667;1.0;0.9375;1.125;1.3125;0.0;0.0;0.0;0.6785714285714286;0.1928571428571428;0.0285714285714285;0.0;0.1;0.0
1.0;0.0;0.0;1.0;0.6;0.0;30.0;30.0;21.0;0.7142857142857143;0.6;0.3962264150943396;1.4285714285714286;1.4285714285714286;1.0;0.9090909090909092;1.6363636363636365;1.9090909090909087;1.0;0.0;0.0;0.6343283582089553;0.2388059701492537;0.0;0.0223880597014925;0.1044776119402985;0.0
1.0;1.0;0.0;0.9375;1.0;0.3125;30.0;34.0;26.0;0.5882352941176471;0.6296296296296297;0.4561403508771929;1.1538461538461535;1.3076923076923077;1.0;0.9375;1.125;1.3125;0.0;0.0;0.0;0.8302752293577982;0.1651376146788991;0.0045871559633027;0.0;0.0;2.0
0.0;0.0;0.0;0.1538461538461538;0.2307692307692307;1.0;17.0;21.0;27.0;0.5151515151515151;0.5833333333333334;0.84375;1.0;1.2352941176470589;1.588235294117647;1.0;1.2;0.9333333333333332;0.0;0.0;1.0;0.8936170212765957;0.076595744680851;0.0127659574468085;0.0042553191489361;0.0127659574468085;0.0
1.0;1.0;0.0;0.75;1.0;0.5;22.0;34.0;22.0;0.4782608695652174;0.6296296296296297;0.44;1.0;1.5454545454545454;1.0;0.9090909090909092;1.6363636363636365;1.2727272727272727;1.0;0.0;1.0;0.80078125;0.140625;0.0390625;0.0078125;0.01171875;0.0
1.0;1.0;0.0;0.7391304347826086;1.0;0.1304347826086956;27.0;41.0;17.0;0.5094339622641509;0.6721311475409836;0.2982456140350877;1.588235294117647;2.411764705882353;1.0;0.9090909090909092;1.6363636363636365;1.2727272727272727;1.0;0.0;1.0;0.8359621451104101;0.1356466876971608;0.0157728706624605;0.0094637223974763;0.0031545741324921;2.0
1.0;2.0;0.0;0.4;1.0;0.4;22.0;48.0;26.0;0.34375;0.6666666666666666;0.3823529411764705;1.0;2.1818181818181817;1.181818181818182;0.9090909090909092;1.6363636363636365;1.2727272727272727;1.0;0.0;1.0;0.8121019108280255;0.1719745222929936;0.0095541401273885;0.0;0.0063694267515923;2.0
1.0;2.0;1.0;0.88;1.0;0.84;37.0;43.0;35.0;0.4457831325301205;0.5;0.4268292682926829;1.0571428571428572;1.2285714285714286;1.0;1.0;1.2;0.9333333333333332;0.0;0.0;1.0;0.7951482479784366;0.183288409703504;0.0080862533692722;0.0053908355795148;0.0080862533692722;2.0
2.0;1.0;2.0;0.9;0.6666666666666666;1.0;42.0;38.0;44.0;0.4565217391304347;0.4;0.4835164835164835;1.105263157894737;1.0;1.1578947368421053;1.0;1.2;0.9333333333333332;0.0;0.0;1.0;0.7460732984293194;0.2015706806282722;0.0261780104712041;0.0052356020942408;0.0209424083769633;2.0
