Qsize_R1;Qsize_R2;Cur_Charge_comparable_R1;Cur_Charge_comparable_R2;Exp_Charge__R1;Exp_Charge__R2;Exp_ChargeRates_R1;Exp_ChargeRates_R2;Exp_Charge__comparable_R1;Exp_Charge__comparable_R2;Eff_Gross_R1;Eff_Gross_R2;predFamilies_R1;predFamilies_R2;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource
5.0;4.0;0.74;1.0;52.0;65.0;0.5098039215686274;0.6372549019607843;1.0;1.25;0.9375;0.9375;0.0;0.0;0.7565217391304347;0.1478260869565217;0.0347826086956521;0.008695652173913;0.0521739130434782;1.0
5.0;5.0;0.6290322580645161;1.0;54.0;67.0;0.4655172413793103;0.6320754716981132;1.0;1.2407407407407407;2.5;0.8333333333333334;0.0;1.0;0.6474358974358975;0.1538461538461538;0.1282051282051282;0.0;0.0705128205128205;1.0
6.0;6.0;0.8709677419354839;1.0;69.0;67.0;0.5267175572519084;0.5537190082644629;1.0298507462686568;1.0;2.5;0.8333333333333334;0.0;1.0;0.725;0.19375;0.0625;0.0;0.01875;1.0
5.0;6.0;1.0;0.9666666666666668;75.0;63.0;0.5639097744360902;0.5121951219512195;1.1904761904761905;1.0;2.5;0.8333333333333334;0.0;1.0;0.7151515151515152;0.2121212121212121;0.0424242424242424;0.0;0.0303030303030303;1.0
8.0;6.0;1.0;0.5483870967741935;108.0;56.0;0.6792452830188679;0.3758389261744966;1.9285714285714288;1.0;2.5;0.8333333333333334;0.0;1.0;0.7659574468085106;0.1223404255319148;0.0585106382978723;0.0;0.0531914893617021;1.0
8.0;7.0;1.0;0.6021505376344086;108.0;61.0;0.6585365853658537;0.3961038961038961;1.7704918032786885;1.0;2.5;0.8333333333333334;0.0;1.0;0.772020725388601;0.1191709844559585;0.0569948186528497;0.0;0.0518134715025906;1.0
9.0;9.0;1.0;0.5128205128205128;132.0;75.0;0.6875;0.390625;1.76;1.0;0.9375;0.9375;0.0;0.0;0.7629310344827587;0.1767241379310344;0.0172413793103448;0.0129310344827586;0.0301724137931034;1.0
9.0;10.0;1.0;0.6379310344827587;131.0;79.0;0.6390243902439025;0.4051282051282051;1.6582278481012658;1.0;2.5;0.8333333333333334;0.0;1.0;0.7883817427385892;0.1576763485477178;0.0124481327800829;0.0207468879668049;0.0207468879668049;1.0
11.0;10.0;1.0;0.5102040816326531;162.0;80.0;0.6835443037974683;0.3524229074889868;2.025;1.0;2.5;0.8333333333333334;0.0;1.0;0.8473282442748091;0.099236641221374;0.0;0.0114503816793893;0.0419847328244274;1.0
13.0;10.0;1.0;0.4596273291925465;176.0;79.0;0.704;0.3291666666666666;2.2278481012658227;1.0;2.5;0.8333333333333334;0.0;1.0;0.8020477815699659;0.1501706484641638;0.0136518771331058;0.0;0.0341296928327645;1.0
14.0;9.0;1.0;0.5;169.0;92.0;0.6869918699186992;0.3739837398373983;1.8369565217391304;1.0;0.9375;0.9375;0.0;0.0;0.7725752508361204;0.1806020066889632;0.0334448160535117;0.0;0.0133779264214046;0.0
