Qsize_R13;Qsize_R14;Cur_Charge_comparable_R13;Cur_Charge_comparable_R14;Exp_Charge__R13;Exp_Charge__R14;Exp_ChargeRates_R13;Exp_ChargeRates_R14;Exp_Charge__comparable_R13;Exp_Charge__comparable_R14;Eff_Gross_R13;Eff_Gross_R14;predFamilies_R13;predFamilies_R14;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource
0.0;1.0;0.0;1.0;10.0;17.0;0.5882352941176471;1.0;1.0;1.7;0.9090909090909092;0.9090909090909092;0.0;0.0;0.8406072106261859;0.1043643263757115;0.0417457305502846;0.0;0.0132827324478178;0.0
0.0;0.0;1.0;0.4;11.0;12.0;0.8461538461538461;0.7058823529411765;1.0;1.0909090909090908;0.8571428571428571;1.4285714285714286;1.0;0.0;0.8741721854304636;0.0943708609271523;0.0198675496688741;0.0;0.0115894039735099;0.0
0.0;1.0;0.0;1.0;6.0;17.0;0.4615384615384615;1.0;1.0;2.833333333333333;0.8571428571428571;1.4285714285714286;1.0;0.0;0.8731155778894473;0.1168341708542713;0.0;0.0012562814070351;0.0087939698492462;0.0
0.0;2.0;0.0;1.0;6.0;19.0;0.4;1.0;1.0;3.1666666666666665;0.8571428571428571;1.4285714285714286;1.0;0.0;0.88;0.1017142857142857;0.0057142857142857;0.0022857142857142;0.0102857142857142;0.0
0.0;0.0;0.0;1.0;6.0;13.0;0.6666666666666666;1.0;1.0;2.1666666666666665;0.8571428571428571;1.4285714285714286;1.0;0.0;0.8771929824561403;0.1169590643274853;0.0;0.0023391812865497;0.0035087719298245;0.0
0.0;0.0;0.0;1.0;6.0;11.0;0.8571428571428571;1.0;1.0;1.8333333333333333;0.8571428571428571;1.4285714285714286;1.0;0.0;0.8924205378973105;0.1039119804400978;0.0012224938875305;0.0012224938875305;0.0012224938875305;0.0
0.0;0.0;1.0;1.0;6.0;10.0;1.0;1.0;1.0;1.6666666666666667;0.8571428571428571;1.4285714285714286;1.0;0.0;0.8863920099875156;0.1073657927590511;0.0062421972534332;0.0;0.0;0.0
1.0;1.0;1.0;0.8571428571428571;17.0;16.0;0.7391304347826086;0.6956521739130435;1.0625;1.0;0.9090909090909092;0.9090909090909092;0.0;0.0;0.8357142857142857;0.1214285714285714;0.0196428571428571;0.0;0.0232142857142857;1.0
1.0;0.0;1.0;0.4285714285714285;17.0;7.0;0.85;0.5;2.4285714285714284;1.0;2.0;0.8;0.0;1.0;0.8615984405458089;0.1091617933723196;0.0097465886939571;0.0;0.0194931773879142;1.0
0.0;0.0;1.0;0.0;13.0;4.0;1.0;0.5714285714285714;3.25;1.0;2.0;0.8;0.0;1.0;0.8846960167714885;0.10062893081761;0.0;0.0083857442348008;0.0062893081761006;1.0
0.0;0.0;1.0;0.0;15.0;4.0;1.0;0.4444444444444444;3.75;1.0;2.0;0.8;0.0;1.0;0.8607068607068608;0.1247401247401247;0.0041580041580041;0.0;0.0103950103950103;1.0
0.0;0.0;1.0;1.0;10.0;4.0;1.0;1.0;2.5;1.0;2.0;0.8;0.0;1.0;0.9049773755656108;0.088235294117647;0.0;0.006787330316742;0.0;1.0
0.0;0.0;1.0;1.0;10.0;4.0;1.0;1.0;2.5;1.0;2.0;0.8;0.0;1.0;0.9333333333333332;0.0642857142857142;0.0023809523809523;0.0;0.0;1.0
0.0;0.0;1.0;0.0;11.0;4.0;1.0;0.8;2.75;1.0;2.0;0.8;0.0;1.0;0.9047619047619048;0.0928571428571428;0.0;0.0;0.0023809523809523;1.0
0.0;0.0;1.0;1.0;10.0;4.0;1.0;1.0;2.5;1.0;2.0;0.8;0.0;1.0;0.8980582524271845;0.0946601941747572;0.0;0.0072815533980582;0.0;1.0
0.0;0.0;1.0;0.0;15.0;4.0;1.0;0.4444444444444444;3.75;1.0;2.0;0.8;0.0;1.0;0.8933002481389578;0.0893300248138957;0.0049627791563275;0.0;0.0124069478908188;1.0
0.0;0.0;1.0;1.0;10.0;4.0;1.0;1.0;2.5;1.0;2.0;0.8;0.0;1.0;0.8398058252427184;0.1237864077669902;0.0364077669902912;0.0;0.0;1.0
0.0;0.0;1.0;1.0;10.0;10.0;1.0;1.0;1.0;1.0;0.9090909090909092;0.9090909090909092;0.0;0.0;0.8810572687224669;0.105726872246696;0.0;0.013215859030837;0.0;1.0
0.0;0.0;1.0;1.0;10.0;4.0;1.0;1.0;2.5;1.0;2.0;0.8;0.0;1.0;0.8411214953271028;0.1355140186915887;0.0233644859813084;0.0;0.0;1.0
1.0;0.0;1.0;0.0;20.0;4.0;1.0;0.2857142857142857;5.0;1.0;2.0;0.8;0.0;1.0;0.8080808080808081;0.0959595959595959;0.0454545454545454;0.0;0.0505050505050505;1.0
0.0;0.0;1.0;1.0;10.0;4.0;1.0;1.0;2.5;1.0;2.0;0.8;0.0;1.0;0.8433734939759037;0.0481927710843373;0.0903614457831325;0.0180722891566265;0.0;1.0
0.0;0.0;1.0;1.0;10.0;10.0;1.0;1.0;1.0;1.0;0.9090909090909092;0.9090909090909092;0.0;0.0;0.9545454545454546;0.0454545454545454;0.0;0.0;0.0;1.0
0.0;0.0;1.0;1.0;10.0;10.0;1.0;1.0;1.0;1.0;0.9090909090909092;0.9090909090909092;0.0;0.0;0.0;0.7857142857142857;0.2142857142857142;0.0;0.0;1.0
0.0;0.0;0.0;1.0;10.0;6.0;0.8333333333333334;1.0;1.6666666666666667;1.0;2.0;0.8;0.0;1.0;0.0;0.6;0.0;0.0;0.4;1.0
