Qsize_R1;Qsize_R2;Cur_Charge_comparable_R1;Cur_Charge_comparable_R2;Exp_Charge__R1;Exp_Charge__R2;Exp_ChargeRates_R1;Exp_ChargeRates_R2;Exp_Charge__comparable_R1;Exp_Charge__comparable_R2;Eff_Gross_R1;Eff_Gross_R2;predFamilies_R1;predFamilies_R2;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource
3.0;1.0;1.0;0.2195121951219512;56.0;24.0;0.8615384615384616;0.3692307692307692;2.333333333333333;1.0;0.9375;0.9375;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
3.0;2.0;1.0;0.5526315789473685;53.0;26.0;0.7162162162162162;0.40625;2.0384615384615383;1.0;2.5;0.8333333333333334;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0
3.0;2.0;1.0;0.4333333333333333;45.0;18.0;0.7758620689655172;0.375;2.5;1.0;2.5;0.8333333333333334;0.0;1.0;0.589041095890411;0.410958904109589;0.0;0.0;0.0;1.0
4.0;1.0;1.0;0.4545454545454545;37.0;25.0;0.7872340425531915;0.5319148936170213;1.48;1.0;0.9375;0.9375;0.0;0.0;0.4;0.325;0.275;0.0;0.0;0.0
1.0;5.0;0.5263157894736842;1.0;35.0;53.0;0.4794520547945205;0.726027397260274;1.0;1.5142857142857142;0.9375;0.9375;0.0;0.0;0.4264705882352941;0.4852941176470588;0.0514705882352941;0.0147058823529411;0.0220588235294117;1.0
1.0;4.0;0.5;1.0;33.0;41.0;0.4782608695652174;0.6949152542372882;1.0;1.2424242424242424;2.5;0.8333333333333334;0.0;1.0;0.4;0.5259259259259259;0.0;0.0518518518518518;0.0222222222222222;1.0
1.0;5.0;0.4390243902439024;1.0;33.0;46.0;0.4459459459459459;0.71875;1.0;1.393939393939394;2.5;0.8333333333333334;0.0;1.0;0.4214285714285714;0.5071428571428571;0.0;0.05;0.0214285714285714;1.0
3.0;6.0;0.5714285714285714;1.0;39.0;47.0;0.4814814814814814;0.6619718309859155;1.0;1.205128205128205;2.5;0.8333333333333334;0.0;1.0;0.4489795918367347;0.4829931972789115;0.0272108843537414;0.0068027210884353;0.0340136054421768;1.0
4.0;8.0;0.3012048192771084;1.0;40.0;98.0;0.3252032520325203;0.7967479674796748;1.0;2.45;0.9375;0.9375;0.0;0.0;0.6101694915254238;0.3502824858757062;0.0;0.0;0.03954802259887;1.0
5.0;9.0;0.2916666666666667;1.0;43.0;101.0;0.3093525179856115;0.7829457364341085;1.0;2.3488372093023258;2.5;0.8333333333333334;0.0;1.0;0.656084656084656;0.2962962962962963;0.0;0.0105820105820105;0.037037037037037;0.0
5.0;8.0;0.4239130434782608;1.0;44.0;97.0;0.3235294117647059;0.7132352941176471;1.0;2.2045454545454546;0.8333333333333334;0.8333333333333334;1.0;1.0;0.5720524017467249;0.3362445414847161;0.0611353711790393;0.0;0.0305676855895196;0.0
4.0;8.0;0.3368421052631579;1.0;37.0;110.0;0.2803030303030303;0.7746478873239436;1.0;2.972972972972973;0.8333333333333334;2.5;1.0;0.0;0.5427350427350427;0.3632478632478632;0.0769230769230769;0.0;0.017094017094017;0.0
5.0;8.0;0.3894736842105263;1.0;42.0;110.0;0.3065693430656934;0.7482993197278912;1.0;2.619047619047619;0.8333333333333334;2.5;1.0;0.0;0.5523012552301255;0.3556485355648535;0.0753138075313807;0.0;0.0167364016736401;0.0
4.0;10.0;0.25;1.0;36.0;139.0;0.225;0.8176470588235294;1.0;3.861111111111111;0.8333333333333334;2.5;1.0;0.0;0.5677655677655677;0.3772893772893773;0.0366300366300366;0.0;0.0183150183150183;0.0
5.0;10.0;0.2196969696969697;1.0;34.0;147.0;0.2048192771084337;0.8352272727272727;1.0;4.323529411764706;0.8333333333333334;2.5;1.0;0.0;0.5609756097560976;0.3693379790940767;0.024390243902439;0.0;0.0452961672473867;0.0
5.0;10.0;0.234375;1.0;35.0;143.0;0.2147239263803681;0.8265895953757225;1.0;4.085714285714285;0.8333333333333334;2.5;1.0;0.0;0.5808823529411765;0.3823529411764705;0.0110294117647058;0.0073529411764705;0.0183823529411764;0.0
5.0;11.0;0.217391304347826;1.0;35.0;153.0;0.2023121387283237;0.8360655737704918;1.0;4.371428571428571;0.8333333333333334;2.5;1.0;0.0;0.610909090909091;0.3236363636363636;0.0363636363636363;0.0036363636363636;0.0254545454545454;0.0
8.0;11.0;0.5572519083969466;1.0;88.0;146.0;0.4018264840182648;0.6666666666666666;1.0;1.6590909090909092;0.9375;0.9375;0.0;0.0;0.6;0.3588235294117647;0.0205882352941176;0.0029411764705882;0.0176470588235294;0.0
9.0;11.0;0.6666666666666666;1.0;91.0;144.0;0.4136363636363636;0.6260869565217392;1.0;1.5824175824175823;0.8333333333333334;2.5;1.0;0.0;0.6268221574344023;0.3381924198250728;0.0087463556851311;0.0;0.0262390670553935;0.0
9.0;12.0;0.6742424242424242;1.0;94.0;147.0;0.415929203539823;0.6228813559322034;1.0;1.5638297872340423;0.8333333333333334;2.5;1.0;0.0;0.6332378223495702;0.3438395415472779;0.0;0.0085959885386819;0.0143266475644699;0.0
10.0;12.0;0.6742424242424242;1.0;94.0;147.0;0.415929203539823;0.6228813559322034;1.0;1.5638297872340423;0.8333333333333334;2.5;1.0;0.0;0.6207865168539326;0.3230337078651685;0.0365168539325842;0.0;0.0196629213483146;0.0
12.0;15.0;0.5961538461538461;1.0;108.0;171.0;0.4090909090909091;0.6477272727272727;1.0;1.5833333333333333;0.9375;0.9375;0.0;0.0;0.7175792507204611;0.2564841498559078;0.0086455331412103;0.0086455331412103;0.0086455331412103;1.0
12.0;15.0;0.5641025641025641;1.0;103.0;161.0;0.3976833976833976;0.6465863453815262;1.0;1.5631067961165048;2.5;0.8333333333333334;0.0;1.0;0.6873239436619718;0.2676056338028169;0.0253521126760563;0.0;0.0197183098591549;1.0
