Qsize_R6;Qsize_R7;Qsize_R8;Qsize_R9;Cur_Charge_comparable_R6;Cur_Charge_comparable_R7;Cur_Charge_comparable_R8;Cur_Charge_comparable_R9;Exp_Charge__R6;Exp_Charge__R7;Exp_Charge__R8;Exp_Charge__R9;Exp_ChargeRates_R6;Exp_ChargeRates_R7;Exp_ChargeRates_R8;Exp_ChargeRates_R9;Exp_Charge__comparable_R6;Exp_Charge__comparable_R7;Exp_Charge__comparable_R8;Exp_Charge__comparable_R9;Eff_Gross_R6;Eff_Gross_R7;Eff_Gross_R8;Eff_Gross_R9;predFamilies_R6;predFamilies_R7;predFamilies_R8;predFamilies_R9;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource
0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;14.0;15.0;16.0;21.0;0.7777777777777778;0.7894736842105263;0.8;1.0;1.0;1.0714285714285714;1.1428571428571428;1.5;0.9333333333333332;1.0;1.0666666666666669;1.1333333333333333;0.0;0.0;0.0;0.0;0.7958333333333333;0.1833333333333333;0.0166666666666666;0.0041666666666666;0.0;0.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;6.0;15.0;16.0;17.0;1.0;0.8823529411764706;0.8888888888888888;0.8947368421052632;1.0;2.5;2.6666666666666665;2.833333333333333;0.8;3.0;3.2;3.4;1.0;0.0;0.0;0.0;0.831275720164609;0.1481481481481481;0.0082304526748971;0.0;0.0123456790123456;2.0
1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;24.0;15.0;6.0;17.0;1.0;0.6;0.375;0.6296296296296297;4.0;2.5;1.0;2.833333333333333;2.0;2.142857142857143;0.8571428571428571;2.4285714285714284;0.0;0.0;1.0;0.0;0.8598382749326146;0.0997304582210242;0.0269541778975741;0.0;0.013477088948787;2.0
1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;20.0;15.0;6.0;17.0;1.0;0.7142857142857143;0.5;0.7391304347826086;3.333333333333333;2.5;1.0;2.833333333333333;2.0;2.142857142857143;0.8571428571428571;2.4285714285714284;0.0;0.0;1.0;0.0;0.9074550128534704;0.0719794344473007;0.0154241645244215;0.0051413881748071;0.0;2.0
0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;14.0;15.0;6.0;17.0;1.0;1.0;1.0;1.0;2.333333333333333;2.5;1.0;2.833333333333333;2.0;2.142857142857143;0.8571428571428571;2.4285714285714284;0.0;0.0;1.0;0.0;0.9561855670103092;0.0283505154639175;0.0;0.0;0.0154639175257731;0.0
1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;12.0;15.0;6.0;17.0;1.0;0.6521739130434783;0.4285714285714285;0.68;2.0;2.5;1.0;2.833333333333333;0.8;3.0;1.2;3.4;1.0;0.0;1.0;0.0;0.8665254237288136;0.086864406779661;0.0169491525423728;0.0;0.0296610169491525;2.0
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;19.0;6.0;17.0;0.5;1.0;0.6;0.8095238095238095;1.0;4.75;1.5;4.25;0.8;3.0;1.2;3.4;1.0;0.0;1.0;0.0;0.8830275229357798;0.1032110091743119;0.0091743119266055;0.0;0.0045871559633027;0.0
0.0;1.0;1.0;0.0;0.0;0.875;1.0;0.0;4.0;22.0;24.0;17.0;0.2105263157894736;0.7333333333333333;0.7741935483870968;0.53125;1.0;5.5;6.0;4.25;0.8;3.0;3.2;3.4;1.0;0.0;0.0;0.0;0.8410596026490066;0.1125827814569536;0.0331125827814569;0.0;0.0132450331125827;0.0
0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;14.0;15.0;16.0;17.0;1.0;1.0;1.0;1.0;1.0;1.0714285714285714;1.1428571428571428;1.2142857142857142;0.9333333333333332;1.0;1.0666666666666669;1.1333333333333333;0.0;0.0;0.0;0.0;0.890625;0.078125;0.0;0.0;0.03125;1.0
0.0;0.0;0.0;1.0;0.0;0.2222222222222222;0.5555555555555556;1.0;14.0;7.0;21.0;26.0;0.4666666666666667;0.3333333333333333;0.65625;0.7878787878787878;2.0;1.0;3.0;3.7142857142857135;2.333333333333333;0.8333333333333334;2.6666666666666665;2.833333333333333;0.0;1.0;0.0;0.0;0.8192090395480226;0.0734463276836158;0.0903954802259887;0.0;0.0169491525423728;1.0
