Qsize_R1;Qsize_R2;Cur_Charge_comparable_R1;Cur_Charge_comparable_R2;Exp_Charge__R1;Exp_Charge__R2;Exp_ChargeRates_R1;Exp_ChargeRates_R2;Exp_Charge__comparable_R1;Exp_Charge__comparable_R2;Eff_Gross_R1;Eff_Gross_R2;predFamilies_R1;predFamilies_R2;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource
1.0;2.0;0.7777777777777778;1.0;29.0;33.0;0.6170212765957447;0.7021276595744681;1.0;1.137931034482759;0.9375;0.9375;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
5.0;3.0;1.0;0.4918032786885246;76.0;45.0;0.7169811320754716;0.4245283018867924;1.6888888888888889;1.0;0.9375;0.9375;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
5.0;5.0;1.0;0.7;75.0;64.0;0.6048387096774194;0.4776119402985074;1.171875;1.0;0.8333333333333334;2.5;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
6.0;6.0;1.0;0.8493150684931506;78.0;77.0;0.5571428571428572;0.5133333333333333;1.0129870129870129;1.0;0.8333333333333334;2.5;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
10.0;9.0;1.0;0.6842105263157895;129.0;93.0;0.6231884057971014;0.4492753623188406;1.3870967741935485;1.0;0.9375;0.9375;0.0;0.0;0.9056603773584906;0.0943396226415094;0.0;0.0;0.0;1.0
12.0;10.0;1.0;0.7459016393442623;137.0;96.0;0.6008771929824561;0.4403669724770642;1.4270833333333333;1.0;2.5;0.8333333333333334;0.0;1.0;0.9301310043668122;0.0698689956331877;0.0;0.0;0.0;1.0
15.0;11.0;1.0;0.8045112781954887;148.0;122.0;0.5803921568627451;0.4784313725490196;1.213114754098361;1.0;0.9375;0.9375;0.0;0.0;0.8633093525179856;0.0971223021582733;0.039568345323741;0.0;0.0;0.0
18.0;12.0;1.0;0.6453488372093024;187.0;126.0;0.62751677852349;0.4228187919463087;1.4841269841269842;1.0;0.9375;0.9375;0.0;0.0;0.8654434250764526;0.0856269113149847;0.0489296636085626;0.0;0.0;0.0
24.0;14.0;1.0;0.4939759036144578;264.0;138.0;0.6821705426356589;0.3565891472868217;1.9130434782608696;1.0;0.9375;0.9375;0.0;0.0;0.8920863309352518;0.0887290167865707;0.0;0.0047961630695443;0.014388489208633;0.0
25.0;14.0;1.0;0.4638783269961977;268.0;137.0;0.6871794871794872;0.3425;1.956204379562044;1.0;0.8333333333333334;2.5;1.0;0.0;0.8690744920993227;0.0790067720090293;0.0293453724604966;0.0022573363431151;0.0203160270880361;0.0
27.0;15.0;1.0;0.498220640569395;296.0;155.0;0.6788990825688074;0.3555045871559633;1.9096774193548387;1.0;0.9375;0.9375;0.0;0.0;0.8522267206477733;0.0627530364372469;0.0526315789473684;0.0;0.0323886639676113;0.0
31.0;19.0;1.0;0.4792899408284023;353.0;177.0;0.6854368932038835;0.3436893203883495;1.994350282485876;1.0;0.9375;0.9375;0.0;0.0;0.9009009009009008;0.0666666666666666;0.0306306306306306;0.0;0.0018018018018018;0.0
34.0;21.0;1.0;0.4837837837837838;385.0;194.0;0.6826241134751773;0.3439716312056737;1.9845360824742269;1.0;0.9375;0.9375;0.0;0.0;0.9336734693877552;0.0527210884353741;0.0136054421768707;0.0;0.0;0.0
38.0;21.0;1.0;0.4326923076923077;431.0;195.0;0.7054009819967266;0.3191489361702128;2.2102564102564104;1.0;0.9375;0.9375;0.0;0.0;0.93563579277865;0.06436420722135;0.0;0.0;0.0;0.0
42.0;23.0;1.0;0.4246284501061571;486.0;215.0;0.7084548104956269;0.3134110787172011;2.26046511627907;1.0;0.9375;0.9375;0.0;0.0;0.9030955585464334;0.0417227456258411;0.0309555854643337;0.0;0.0242261103633916;0.0
42.0;26.0;1.0;0.4573804573804574;486.0;235.0;0.6883852691218131;0.3282122905027932;2.068085106382979;1.0;0.8333333333333334;2.5;1.0;0.0;0.924802110817942;0.0474934036939313;0.0171503957783641;0.0;0.0105540897097625;0.0
