Qsize_R6;Qsize_R7;Qsize_R8;Qsize_R9;Cur_Charge_comparable_R6;Cur_Charge_comparable_R7;Cur_Charge_comparable_R8;Cur_Charge_comparable_R9;Exp_Charge__R6;Exp_Charge__R7;Exp_Charge__R8;Exp_Charge__R9;Exp_ChargeRates_R6;Exp_ChargeRates_R7;Exp_ChargeRates_R8;Exp_ChargeRates_R9;Exp_Charge__comparable_R6;Exp_Charge__comparable_R7;Exp_Charge__comparable_R8;Exp_Charge__comparable_R9;Eff_Gross_R6;Eff_Gross_R7;Eff_Gross_R8;Eff_Gross_R9;predFamilies_R6;predFamilies_R7;predFamilies_R8;predFamilies_R9;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource
0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;14.0;15.0;16.0;17.0;1.0;1.0;1.0;1.0;1.0;1.0714285714285714;1.1428571428571428;1.2142857142857142;0.9333333333333332;1.0;1.0666666666666669;1.1333333333333333;0.0;0.0;0.0;0.0;0.71875;0.28125;0.0;0.0;0.0;0.0
1.0;0.0;0.0;1.0;0.6666666666666666;0.0;0.0;1.0;10.0;15.0;16.0;26.0;0.5263157894736842;0.5;0.5161290322580645;0.8125;1.0;1.5;1.6;2.6;0.8;3.0;3.2;3.4;1.0;0.0;0.0;0.0;0.4782608695652174;0.391304347826087;0.1304347826086956;0.0;0.0;1.0
0.0;1.0;0.0;0.0;0.1818181818181818;1.0;0.0;0.4545454545454545;6.0;16.0;16.0;22.0;0.2727272727272727;0.6956521739130435;0.4705882352941176;0.6285714285714286;1.0;2.6666666666666665;2.6666666666666665;3.6666666666666665;0.8;1.0;3.2;3.4;1.0;1.0;0.0;0.0;0.4275862068965517;0.4482758620689655;0.1241379310344827;0.0;0.0;1.0
0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;14.0;15.0;16.0;17.0;1.0;1.0;1.0;1.0;1.0;1.0714285714285714;1.1428571428571428;1.2142857142857142;0.9333333333333332;1.0;1.0666666666666669;1.1333333333333333;0.0;0.0;0.0;0.0;0.5632911392405063;0.3164556962025316;0.0;0.0063291139240506;0.1139240506329113;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;14.0;15.0;16.0;21.0;0.7777777777777778;0.7894736842105263;0.8;1.0;1.0;1.0714285714285714;1.1428571428571428;1.5;0.9333333333333332;1.0;1.0666666666666669;1.1333333333333333;0.0;0.0;0.0;0.0;0.7075098814229249;0.2766798418972332;0.0158102766798418;0.0;0.0;0.0
0.0;0.0;1.0;0.0;0.5714285714285714;0.0;1.0;0.1428571428571428;8.0;15.0;23.0;18.0;0.5;0.5555555555555556;0.8214285714285714;0.6206896551724138;1.0;1.875;2.875;2.25;0.8;3.0;3.2;3.4;1.0;0.0;0.0;0.0;0.7031802120141343;0.2261484098939929;0.0424028268551236;0.0;0.0282685512367491;0.0
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.75;4.0;19.0;16.0;20.0;0.3636363636363636;0.8636363636363636;0.6956521739130435;0.8333333333333334;1.0;4.75;4.0;5.0;0.8;3.0;3.2;3.4;1.0;0.0;0.0;0.0;0.6957746478873239;0.2535211267605634;0.0197183098591549;0.0056338028169014;0.0253521126760563;0.0
0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;4.0;15.0;16.0;17.0;1.0;1.0;1.0;1.0;1.0;3.75;4.0;4.25;0.8;3.0;3.2;3.4;1.0;0.0;0.0;0.0;0.7461139896373057;0.2098445595854922;0.0;0.0;0.044041450777202;1.0
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.3333333333333333;4.0;8.0;16.0;18.0;0.5;0.8888888888888888;0.8;0.8571428571428571;1.0;2.0;4.0;4.5;0.8;1.0;3.2;3.4;1.0;1.0;0.0;0.0;0.773841961852861;0.215258855585831;0.0108991825613079;0.0;0.0;1.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;17.0;5.0;16.0;17.0;1.0;0.625;0.8421052631578947;0.85;3.4;1.0;3.2;3.4;2.333333333333333;0.8333333333333334;2.6666666666666665;2.833333333333333;0.0;1.0;0.0;0.0;0.8112745098039216;0.1789215686274509;0.0073529411764705;0.0024509803921568;0.0;1.0
