Qsize_R3;Qsize_R4;Qsize_R5;Cur_Charge_comparable_R3;Cur_Charge_comparable_R4;Cur_Charge_comparable_R5;Exp_Charge__R3;Exp_Charge__R4;Exp_Charge__R5;Exp_ChargeRates_R3;Exp_ChargeRates_R4;Exp_ChargeRates_R5;Exp_Charge__comparable_R3;Exp_Charge__comparable_R4;Exp_Charge__comparable_R5;Eff_Gross_R3;Eff_Gross_R4;Eff_Gross_R5;predFamilies_R3;predFamilies_R4;predFamilies_R5;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource
0.0;0.0;0.0;1.0;0.0;0.0;22.0;18.0;21.0;1.0;0.72;0.75;1.2222222222222223;1.0;1.1666666666666667;0.9375;1.125;1.3125;0.0;0.0;0.0;0.8870967741935484;0.1129032258064516;0.0;0.0;0.0;2.0
0.0;1.0;0.0;0.1333333333333333;1.0;0.0;17.0;33.0;21.0;0.53125;0.9428571428571428;0.5526315789473685;1.0;1.9411764705882355;1.2352941176470589;0.9375;1.125;1.3125;0.0;0.0;0.0;0.8413461538461539;0.0817307692307692;0.0240384615384615;0.0096153846153846;0.0432692307692307;2.0
0.0;1.0;1.0;0.0;1.0;0.7272727272727273;15.0;40.0;30.0;0.2830188679245283;0.7142857142857143;0.5769230769230769;1.0;2.6666666666666665;2.0;1.0;1.2;0.9333333333333332;0.0;0.0;1.0;0.7661290322580645;0.1532258064516129;0.0564516129032258;0.0120967741935483;0.0120967741935483;0.0
0.0;1.0;0.0;0.5882352941176471;1.0;0.6470588235294118;20.0;35.0;25.0;0.4166666666666667;0.625;0.4807692307692308;1.0;1.75;1.25;0.9090909090909092;1.6363636363636365;1.2727272727272727;1.0;0.0;1.0;0.7740585774058577;0.1589958158995816;0.0292887029288702;0.00418410041841;0.0334728033472803;2.0
0.0;0.0;1.0;0.1666666666666666;0.5555555555555556;1.0;13.0;28.0;32.0;0.3170731707317073;0.5714285714285714;0.7111111111111111;1.0;2.1538461538461537;2.4615384615384617;0.9090909090909092;1.6363636363636365;1.2727272727272727;1.0;0.0;1.0;0.8442622950819673;0.1270491803278688;0.0081967213114754;0.0;0.0204918032786885;0.0
0.0;0.0;0.0;0.6153846153846154;0.3846153846153846;1.0;18.0;23.0;27.0;0.5;0.5227272727272727;0.675;1.0;1.2777777777777777;1.5;0.9090909090909092;1.6363636363636365;1.2727272727272727;1.0;0.0;1.0;0.7714285714285715;0.0928571428571428;0.1;0.0035714285714285;0.0321428571428571;2.0
1.0;2.0;1.0;0.6;1.0;0.8;30.0;43.0;41.0;0.4;0.5512820512820513;0.5061728395061729;1.0;1.4333333333333331;1.3666666666666667;0.9375;1.125;1.3125;0.0;0.0;0.0;0.861995753715499;0.1273885350318471;0.0106157112526539;0.0;0.0;2.0
0.0;1.0;1.0;0.2121212121212121;0.5151515151515151;1.0;22.0;35.0;47.0;0.3055555555555556;0.4666666666666667;0.6619718309859155;1.0;1.5909090909090908;2.136363636363636;1.0;1.2;0.9333333333333332;0.0;0.0;1.0;0.856353591160221;0.1049723756906077;0.0257826887661141;0.001841620626151;0.011049723756906;2.0
0.0;1.0;1.0;0.6666666666666666;1.0;1.0;25.0;33.0;29.0;0.4545454545454545;0.5689655172413793;0.5370370370370371;1.0;1.32;1.16;1.0;1.2;0.9333333333333332;0.0;0.0;1.0;0.8693790149892934;0.0856531049250535;0.0;0.0;0.0449678800856531;2.0
1.0;0.0;0.0;1.0;0.8333333333333334;0.5;27.0;28.0;20.0;0.627906976744186;0.6086956521739131;0.4761904761904761;1.35;1.4;1.0;1.0;1.2;0.9333333333333332;0.0;0.0;1.0;0.9113924050632912;0.070886075949367;0.0;0.0025316455696202;0.0151898734177215;2.0
