P1;1;3;6;Unnamed: 4
P2;1;5;6;
P3;2;5;6;
P4;2;5;7;
P5;1;5;6;
P6;1;5;6;
P7;1;5;7;
P8;1;5;7;
P9;2;3;6;
P10;1;5;7;
P11;2;5;6;
P12;1;5;7;
P13;1;5;6;
P14;2;5;7;
P15;2;5;7;
P16;1;5;6;
P17;2;5;7;
P18;1;3;6;
P19;2;5;7;
P20;2;5;6;
P21;1;5;6;
P22;1;3;6;
P23;2;5;7;
P24;1;3;6;
P25;1;5;6;
P26;1;5;6;
P27;2;5;7;
P28;2;5;7;
P29;1;5;6;
P30;2;5;7;
P31;1;5;6;
P32;2;5;7;
P33;1;5;6;
P34;2;5;7;
P35;2;5;7;
P36;1;5;6;
P37;1;5;6;
P38;2;5;7;
P39;2;4;7;
P40;1;5;6;
P41;2;5;7;
P42;2;5;7;
P43;2;5;7;
P44;1;5;6;
P45;1;5;6;
P46;2;5;7;
P47;2;5;7;
P48;1;5;6;
P49;1;5;6;
P50;1;5;6;
P51;1;5;6;
P52;1;5;6;
P53;1;5;7;
P54;2;5;6;
P55;1;5;7;
P56;1;5;7;
P57;1;5;6;
P58;2;5;6;
P59;1;5;7;
P60;2;5;6;
P61;2;5;6;
P62;2;5;7;
