P1;2;5;7;Unnamed: 4
P2;2;5;7;
P3;2;5;6;
P4;1;5;7;
P5;1;3;6;
P6;2;5;6;
P7;2;5;7;
P8;1;3;6;
P9;2;5;7;
P10;1;5;6;
P11;2;5;7;
P12;2;4;7;
P13;1;5;6;
P14;2;5;6;
P15;1;5;6;
P16;1;3;6;
P17;1;3;6;
P18;2;5;7;
P19;2;5;7;
P20;1;3;6;
P21;1;5;6;
P22;2;5;7;
P23;2;5;7;
P24;1;5;6;
P25;2;3;7;
P26;2;3;7;
P27;2;5;7;
P28;1;5;6;
P29;1;5;7;
P30;1;5;6;
P31;2;5;6;
P32;1;5;6;
P33;1;5;7;
P34;2;5;6;
P35;2;5;6;
P36;1;5;7;
P37;2;5;7;
P38;2;3;7;
P39;1;5;7;
P40;2;5;6;
P41;1;5;6;
P42;1;5;6;
P43;1;5;6;
P44;1;5;7;
P45;2;5;7;
P46;2;5;6;
P47;2;5;7;
P48;1;5;6;
P49;1;5;7;
P50;1;5;6;
P51;2;5;7;
P52;2;3;6;
P53;1;5;7;
P54;2;5;7;
P55;2;3;7;
P56;1;5;6;
P57;2;5;7;
P58;2;3;7;
P59;1;5;6;
P60;1;5;6;
P61;2;5;6;
P62;1;5;6;
P63;1;5;6;
P64;2;5;7;
P65;2;5;7;
P66;1;5;7;
P67;2;5;7;
P68;2;5;6;
P69;1;5;6;
P70;1;3;6;
P71;1;5;7;
P72;2;5;6;
