P1;1;5;7;Unnamed: 4
P2;2;5;6;
P3;2;5;6;
P4;2;5;6;
P5;2;5;6;
P6;1;3;6;
P7;2;5;6;
P8;2;5;6;
P9;2;5;7;
P10;2;5;7;
P11;1;5;7;
P12;1;5;6;
P13;2;5;7;
P14;1;5;7;
P15;1;5;6;
P16;1;5;6;
P17;1;3;6;
P18;1;3;6;
P19;2;5;7;
P20;1;3;6;
P21;1;5;7;
P22;1;5;7;
P23;2;5;7;
P24;2;5;6;
P25;2;5;6;
P26;1;5;6;
P27;2;5;6;
P28;1;4;6;
P29;2;5;7;
P30;1;5;6;
P31;1;5;6;
P32;1;3;6;
P33;1;5;6;
P34;1;5;6;
P35;2;5;7;
P36;1;5;6;
P37;1;3;6;
P38;2;5;7;
P39;2;5;7;
P40;2;5;7;
P41;2;5;7;
P42;2;5;7;
P43;1;3;6;
P44;2;5;7;
P45;1;5;6;
P46;2;5;7;
P47;1;5;6;
P48;1;5;6;
P49;1;4;7;
P50;1;5;6;
P51;2;5;7;
P52;1;5;7;
P53;1;5;7;
P54;2;5;7;
P55;2;3;6;
P56;1;5;7;
P57;2;5;6;
P58;1;5;7;
P59;1;5;6;
P60;1;5;6;
P61;1;3;7;
P62;2;5;7;
P63;1;5;7;
P64;2;5;6;
P65;2;5;6;
P66;2;3;6;
P67;2;5;6;
P68;1;5;7;
P69;1;5;6;
P70;1;5;7;
P71;2;5;7;
P72;2;5;6;
P73;2;5;7;
P74;1;5;7;
P75;2;5;7;
P76;2;5;7;
P77;2;5;7;
P78;1;5;6;
P79;2;5;7;
P80;2;5;7;
P81;2;5;7;
P82;1;5;6;
P83;1;3;7;
P84;1;5;6;
P85;2;5;6;
P86;2;5;7;
P87;2;5;6;
