P1;2;5;6;Unnamed: 4
P2;1;5;6;
P3;2;5;7;
P4;1;5;6;
P5;2;5;7;
P6;1;5;7;
P7;2;5;6;
P8;1;5;6;
P9;2;5;6;
P10;2;5;6;
P11;1;5;6;
P12;1;5;7;
P13;1;5;7;
P14;1;5;7;
P15;2;5;6;
P16;1;5;7;
P17;1;4;7;
P18;2;5;6;
P19;1;3;7;
P20;1;5;7;
P21;1;5;7;
P22;1;5;7;
P23;1;3;6;
P24;1;5;7;
P25;2;5;7;
P26;1;5;7;
P27;2;5;6;
P28;2;5;6;
P29;2;5;6;
P30;2;5;7;
P31;1;5;7;
P32;1;5;7;
P33;2;3;6;
P34;2;5;6;
P35;2;5;7;
P36;1;4;7;
P37;2;5;6;
P38;2;5;7;
P39;1;5;7;
P40;1;5;7;
P41;1;5;6;
P42;2;5;7;
P43;1;3;6;
P44;2;5;7;
P45;1;5;6;
P46;1;5;7;
P47;2;5;6;
P48;2;5;6;
P49;1;5;7;
P50;1;5;7;
P51;2;5;6;
P52;1;5;6;
P53;2;5;6;
P54;2;5;6;
P55;1;5;7;
P56;1;3;6;
P57;2;5;6;
P58;1;5;6;
P59;1;5;7;
P60;2;5;6;
P61;1;5;7;
P62;1;5;7;
P63;1;5;7;
P64;2;5;7;
P65;1;5;7;
P66;1;3;6;
P67;2;5;7;
P68;1;5;6;
P69;1;5;6;
P70;2;5;7;
P71;2;5;6;
P72;1;5;6;
P73;2;5;6;
P74;1;5;6;
P75;2;5;7;
P76;1;5;6;
P77;2;5;6;
P78;2;5;6;
P79;2;5;6;
P80;1;5;6;
P81;2;5;6;
P82;1;5;7;
P83;2;5;6;
P84;2;4;6;
P85;2;5;7;
P86;2;5;7;
P87;2;3;6;
P88;2;5;6;
P89;2;5;6;
P90;2;5;6;
P91;2;4;7;
P92;2;5;6;
P93;2;5;6;
P94;2;5;6;
P95;2;5;7;
P96;2;3;7;
P97;2;5;6;
