P1;1;5;6;Unnamed: 4
P2;2;3;6;
P3;2;5;6;
P4;1;5;7;
P5;2;5;6;
P6;1;5;7;
P7;2;5;6;
P8;1;5;7;
P9;2;5;6;
P10;2;3;6;
P11;1;5;7;
P12;1;5;7;
P13;2;5;6;
P14;1;5;7;
P15;2;5;6;
P16;2;5;7;
P17;2;5;7;
P18;2;5;7;
P19;1;5;6;
P20;2;5;7;
P21;1;5;6;
P22;1;5;6;
P23;1;3;6;
P24;1;5;7;
P25;1;5;7;
P26;2;5;6;
P27;2;5;6;
P28;2;5;7;
P29;2;5;6;
P30;1;5;7;
P31;2;5;6;
P32;2;5;7;
P33;2;3;6;
P34;1;5;7;
P35;1;5;6;
P36;1;5;6;
P37;2;5;6;
P38;1;5;7;
P39;1;5;6;
P40;2;5;6;
P41;1;5;7;
P42;2;3;6;
P43;2;3;6;
P44;1;5;7;
P45;1;5;7;
P46;1;5;6;
P47;1;5;7;
P48;1;5;6;
P49;2;5;6;
P50;2;3;6;
P51;1;5;7;
P52;2;3;6;
P53;2;5;6;
P54;1;5;7;
P55;1;5;7;
P56;1;5;7;
P57;2;5;6;
P58;2;5;6;
P59;1;5;6;
