P1;1;3;6;Unnamed: 4
P2;2;5;7;
P3;1;5;7;
P4;1;5;6;
P5;2;5;7;
P6;2;5;7;
P7;2;5;7;
P8;2;5;6;
P9;1;5;6;
P10;2;5;6;
P11;1;5;7;
P12;1;5;7;
P13;2;5;7;
P14;1;5;7;
P15;2;5;6;
P16;1;5;7;
P17;2;5;7;
P18;2;5;6;
P19;1;5;7;
P20;1;3;7;
P21;2;5;6;
P22;2;5;6;
P23;1;3;7;
P24;2;5;6;
P25;2;5;6;
P26;1;5;7;
P27;1;5;7;
P28;1;5;7;
P29;2;5;7;
P30;2;5;6;
P31;2;5;6;
P32;2;5;6;
P33;1;5;7;
P34;2;5;6;
P35;1;5;6;
P36;1;5;6;
P37;2;5;7;
P38;2;5;7;
P39;1;5;6;
P40;1;5;7;
P41;1;5;7;
P42;2;3;7;
P43;2;5;7;
P44;1;5;6;
P45;1;5;7;
P46;2;5;6;
P47;2;5;7;
P48;1;5;6;
P49;2;5;7;
P50;1;5;7;
P51;1;5;6;
P52;2;5;7;
P53;2;5;7;
P54;1;5;6;
P55;1;5;6;
P56;2;5;7;
P57;1;5;6;
P58;1;5;7;
P59;1;5;7;
P60;2;3;7;
P61;1;3;7;
P62;2;4;7;
P63;2;5;7;
P64;2;3;7;
P65;1;5;6;
