Family;Qsize_R3;Qsize_R4;Qsize_R5;Cur_Charge_comparable_R3;Cur_Charge_comparable_R4;Cur_Charge_comparable_R5;Exp_Charge__R3;Exp_Charge__R4;Exp_Charge__R5;Exp_ChargeRates_R3;Exp_ChargeRates_R4;Exp_ChargeRates_R5;Exp_Charge__comparable_R3;Exp_Charge__comparable_R4;Exp_Charge__comparable_R5;Eff_Gross_R3;Eff_Gross_R4;Eff_Gross_R5;predFamilies_R3;predFamilies_R4;predFamilies_R5;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource_0.0;Selected Resource_1.0;Selected Resource_2.0
2.0;0.0;0.0;0.0;1.0;1.0;1.0;22.0;20.0;20.0;1.0;1.0;1.0;1.1;1.0;1.0;1.0476190476190477;0.9523809523809523;0.9523809523809523;0.0;0.0;0.0;1.0;0.0;0.0;0;1;0
2.0;0.0;1.0;0.0;0.0;1.0;0.0;22.0;17.0;20.0;0.6666666666666666;1.0;0.6451612903225806;1.2941176470588236;1.0;1.1764705882352942;3.142857142857143;0.8571428571428571;2.857142857142857;0.0;1.0;0.0;0.9654088050314465;0.03459119496855346;0.0;0;1;0
5.0;0.0;1.0;0.0;0.0;1.0;0.0;22.0;35.0;14.0;0.7096774193548387;1.0;0.6086956521739131;1.5714285714285714;2.5;1.0;1.4666666666666666;1.7333333333333334;0.9333333333333333;0.0;0.0;0.0;0.982;0.018;0.0;1;0;1
5.0;0.0;0.0;1.0;0.0;0.0;1.0;22.0;26.0;7.0;0.8148148148148148;0.8387096774193549;1.0;3.142857142857143;3.7142857142857144;1.0;7.333333333333333;8.666666666666666;0.6666666666666666;0.0;0.0;1.0;0.9596412556053812;0.007473841554559043;0.03288490284005979;0;1;1
4.0;0.0;0.0;2.0;0.0;0.0;1.0;24.0;23.0;27.0;0.8275862068965517;0.8214285714285714;1.0;1.0434782608695652;1.0;1.173913043478261;1.0434782608695652;1.0;0.9565217391304348;0.0;0.0;0.0;0.9558823529411765;0.0066844919786096255;0.0374331550802139;0;1;0
5.0;0.0;1.0;0.0;0.0;1.0;0.0;22.0;42.0;2.0;0.5789473684210527;1.0;0.1111111111111111;11.0;21.0;1.0;7.333333333333333;8.666666666666666;0.6666666666666666;0.0;0.0;1.0;0.9072265625;0.015625;0.0771484375;1;0;1
4.0;0.0;1.0;1.0;0.0;1.0;0.875;24.0;22.0;36.0;0.4444444444444444;0.6111111111111112;0.6923076923076923;1.0909090909090908;1.0;1.6363636363636365;3.4285714285714284;0.8571428571428571;3.142857142857143;0.0;1.0;0.0;0.894990366088632;0.028901734104046242;0.07610789980732177;1;1;0
4.0;1.0;1.0;0.0;1.0;0.5294117647058824;0.0;19.0;15.0;22.0;0.6785714285714286;0.46875;0.4583333333333333;1.2666666666666666;1.0;1.4666666666666666;0.6666666666666666;2.0;7.333333333333333;1.0;1.0;0.0;0.9207606973058637;0.020602218700475437;0.058637083993660855;1;0;1
1.0;2.0;0.0;0.0;1.0;0.2857142857142857;0.0;26.0;23.0;23.0;0.8666666666666667;0.6216216216216216;0.5609756097560976;1.1304347826086956;1.0;1.0;0.9230769230769231;1.4615384615384615;1.7692307692307692;0.0;0.0;0.0;0.942008486562942;0.01272984441301273;0.04526166902404526;0;1;1
4.0;2.0;1.0;0.0;0.46153846153846156;1.0;0.0;14.0;49.0;22.0;0.35;0.8032786885245902;0.36666666666666664;1.0;3.5;1.5714285714285714;0.6666666666666666;7.666666666666667;7.333333333333333;1.0;0.0;0.0;0.9312280701754386;0.02666666666666667;0.042105263157894736;1;1;0
