Qsize_R3;Qsize_R4;Qsize_R5;Cur_Charge_comparable_R3;Cur_Charge_comparable_R4;Cur_Charge_comparable_R5;Exp_Charge__R3;Exp_Charge__R4;Exp_Charge__R5;Exp_ChargeRates_R3;Exp_ChargeRates_R4;Exp_ChargeRates_R5;Exp_Charge__comparable_R3;Exp_Charge__comparable_R4;Exp_Charge__comparable_R5;Eff_Gross_R3;Eff_Gross_R4;Eff_Gross_R5;predFamilies_R3;predFamilies_R4;predFamilies_R5;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource
0.0;0.0;1.0;0.0;0.0;1.0;16.0;26.0;40.0;0.4705882352941176;0.5909090909090909;1.0;1.0;1.625;2.5;0.9411764705882352;1.5294117647058822;1.2941176470588236;0.0;0.0;0.0;0.9606425702811244;0.0144578313253012;0.0248995983935742;0.0
0.0;0.0;2.0;0.3333333333333333;0.0;1.0;6.0;26.0;28.0;0.5;0.7647058823529411;0.9333333333333332;1.0;4.333333333333333;4.666666666666667;0.8;5.2;4.4;1.0;0.0;0.0;0.9905723905723904;0.0053872053872053;0.004040404040404;1.0
2.0;1.0;0.0;1.0;0.8571428571428571;0.0;30.0;18.0;22.0;0.7142857142857143;0.5625;0.4583333333333333;1.6666666666666667;1.0;1.2222222222222223;2.2857142857142856;0.8571428571428571;3.142857142857143;0.0;1.0;0.0;0.948172757475083;0.0172757475083056;0.0345514950166113;1.0
0.0;0.0;0.0;1.0;1.0;1.0;16.0;26.0;22.0;1.0;1.0;1.0;1.0;1.625;1.375;0.9411764705882352;1.5294117647058822;1.2941176470588236;0.0;0.0;0.0;0.979765708200213;0.0;0.020234291799787;0.0
1.0;0.0;0.0;1.0;0.0;0.0;20.0;26.0;22.0;1.0;0.8666666666666667;0.8461538461538461;1.0;1.3;1.1;0.9411764705882352;1.5294117647058822;1.2941176470588236;0.0;0.0;0.0;0.9714964370546318;0.004750593824228;0.0237529691211401;0.0
1.0;0.0;0.0;1.0;0.0;0.0;10.0;26.0;22.0;1.0;0.8125;0.7857142857142857;1.0;2.6;2.2;0.8;5.2;4.4;1.0;0.0;0.0;0.9650872817955112;0.0074812967581047;0.027431421446384;1.0
0.0;1.0;0.0;0.1666666666666666;1.0;0.0;8.0;30.0;22.0;0.25;0.8823529411764706;0.44;1.0;3.75;2.75;0.8;1.2;4.4;1.0;1.0;0.0;0.9433497536945812;0.0344827586206896;0.022167487684729;0.0
0.0;0.0;0.0;1.0;1.0;1.0;16.0;6.0;22.0;1.0;1.0;1.0;2.6666666666666665;1.0;3.6666666666666665;2.2857142857142856;0.8571428571428571;3.142857142857143;0.0;1.0;0.0;0.9338842975206612;0.0;0.0661157024793388;1.0
0.0;0.0;0.0;0.0;1.0;0.0;16.0;7.0;22.0;0.9411764705882352;1.0;0.9565217391304348;2.2857142857142856;1.0;3.142857142857143;2.2857142857142856;0.8571428571428571;3.142857142857143;0.0;1.0;0.0;0.9421128798842258;0.0014471780028943;0.0564399421128798;1.0
0.0;0.0;0.0;1.0;1.0;1.0;16.0;6.0;22.0;1.0;1.0;1.0;2.6666666666666665;1.0;3.6666666666666665;2.2857142857142856;0.8571428571428571;3.142857142857143;0.0;1.0;0.0;0.9465081723625556;0.0;0.0534918276374442;1.0
0.0;0.0;0.0;1.0;1.0;1.0;16.0;6.0;22.0;1.0;1.0;1.0;2.6666666666666665;1.0;3.6666666666666665;2.2857142857142856;0.8571428571428571;3.142857142857143;0.0;1.0;0.0;0.947449768160742;0.0;0.0525502318392581;1.0
0.0;0.0;0.0;1.0;1.0;1.0;16.0;6.0;22.0;1.0;1.0;1.0;2.6666666666666665;1.0;3.6666666666666665;2.2857142857142856;0.8571428571428571;3.142857142857143;0.0;1.0;0.0;0.9541734860883796;0.0;0.0458265139116202;1.0
0.0;0.0;0.0;1.0;1.0;1.0;16.0;6.0;22.0;1.0;1.0;1.0;2.6666666666666665;1.0;3.6666666666666665;2.2857142857142856;0.8571428571428571;3.142857142857143;0.0;1.0;0.0;0.9738805970149254;0.0;0.0261194029850746;1.0
0.0;0.0;0.0;1.0;1.0;1.0;16.0;26.0;22.0;1.0;1.0;1.0;1.0;1.625;1.375;0.9411764705882352;1.5294117647058822;1.2941176470588236;0.0;0.0;0.0;0.85;0.0;0.15;0.0
