Qsize_R3;Qsize_R4;Qsize_R5;Cur_Charge_comparable_R3;Cur_Charge_comparable_R4;Cur_Charge_comparable_R5;Exp_Charge__R3;Exp_Charge__R4;Exp_Charge__R5;Exp_ChargeRates_R3;Exp_ChargeRates_R4;Exp_ChargeRates_R5;Exp_Charge__comparable_R3;Exp_Charge__comparable_R4;Exp_Charge__comparable_R5;Eff_Gross_R3;Eff_Gross_R4;Eff_Gross_R5;predFamilies_R3;predFamilies_R4;predFamilies_R5;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource
0.0;1.0;0.0;0.0;1.0;0.0454545454545454;16.0;48.0;23.0;0.4102564102564102;0.979591836734694;0.5111111111111111;1.0;3.0;1.4375;0.9411764705882352;1.5294117647058822;1.2941176470588236;0.0;0.0;0.0;0.9744525547445256;0.020985401459854;0.0045620437956204;0.0
0.0;0.0;1.0;0.0;0.0;1.0;4.0;26.0;34.0;0.25;0.6842105263157895;1.0;1.0;6.5;8.5;0.8;5.2;4.4;1.0;0.0;0.0;0.9687707641196012;0.0079734219269102;0.0232558139534883;1.0
0.0;1.0;0.0;0.0;1.0;0.0;4.0;20.0;22.0;0.2222222222222222;1.0;0.6111111111111112;1.0;5.0;5.5;0.8;1.2;4.4;1.0;1.0;0.0;0.9828649760109665;0.0095956134338588;0.0075394105551747;0.0
0.0;0.0;0.0;0.0;1.0;0.0;4.0;8.0;22.0;0.6666666666666666;1.0;0.9166666666666666;1.0;2.0;5.5;0.8;1.2;4.4;1.0;1.0;0.0;0.9812108559498957;0.0013917884481558;0.0173973556019485;2.0
0.0;0.0;1.0;0.0;0.0;1.0;4.0;6.0;18.0;0.25;0.3333333333333333;1.0;1.0;1.5;4.5;0.8;1.2;1.2;1.0;1.0;1.0;0.9807280513918628;0.0085653104925053;0.0107066381156316;1.0
0.0;0.0;1.0;0.0;0.4;1.0;4.0;10.0;16.0;0.2222222222222222;0.5;0.8;1.0;2.5;4.0;0.8;1.2;1.2;1.0;1.0;1.0;0.982078853046595;0.0100358422939068;0.0078853046594982;0.0
0.0;0.0;0.0;1.0;1.0;1.0;4.0;6.0;6.0;1.0;1.0;1.0;1.0;1.5;1.5;0.8;1.2;1.2;1.0;1.0;1.0;0.9688179840464104;0.0;0.0311820159535895;1.0
0.0;0.0;0.0;1.0;1.0;1.0;16.0;26.0;22.0;1.0;1.0;1.0;1.0;1.625;1.375;0.9411764705882352;1.5294117647058822;1.2941176470588236;0.0;0.0;0.0;0.971342383107089;0.0;0.028657616892911;0.0
0.0;0.0;0.0;1.0;0.0;0.0;6.0;26.0;22.0;1.0;0.9285714285714286;0.9166666666666666;1.0;4.333333333333333;3.6666666666666665;0.8;5.2;4.4;1.0;0.0;0.0;0.98256735340729;0.0031695721077654;0.0142630744849445;0.0
0.0;0.0;0.0;1.0;1.0;1.0;4.0;26.0;22.0;1.0;1.0;1.0;1.0;6.5;5.5;0.8;5.2;4.4;1.0;0.0;0.0;0.9192546583850932;0.0;0.0807453416149068;0.0
0.0;0.0;0.0;1.0;1.0;1.0;4.0;26.0;22.0;1.0;1.0;1.0;1.0;6.5;5.5;0.8;5.2;4.4;1.0;0.0;0.0;0.9233226837060704;0.0;0.0766773162939297;0.0
0.0;0.0;0.0;1.0;1.0;1.0;4.0;26.0;22.0;1.0;1.0;1.0;1.0;6.5;5.5;0.8;5.2;4.4;1.0;0.0;0.0;0.9266666666666666;0.0;0.0733333333333333;0.0
0.0;0.0;0.0;1.0;1.0;1.0;4.0;26.0;22.0;1.0;1.0;1.0;1.0;6.5;5.5;0.8;5.2;4.4;1.0;0.0;0.0;0.9217687074829932;0.0;0.0782312925170068;0.0
0.0;0.0;0.0;1.0;1.0;1.0;4.0;26.0;22.0;1.0;1.0;1.0;1.0;6.5;5.5;0.8;5.2;4.4;1.0;0.0;0.0;0.9680170575692963;0.0;0.0319829424307036;0.0
0.0;0.0;0.0;1.0;1.0;1.0;16.0;26.0;22.0;1.0;1.0;1.0;1.0;1.625;1.375;0.9411764705882352;1.5294117647058822;1.2941176470588236;0.0;0.0;0.0;0.9612403100775194;0.0;0.0387596899224806;0.0
0.0;0.0;0.0;1.0;0.0;0.0;6.0;26.0;22.0;1.0;0.9285714285714286;0.9166666666666666;1.0;4.333333333333333;3.6666666666666665;0.8;5.2;4.4;1.0;0.0;0.0;0.9703264094955488;0.0059347181008902;0.0237388724035608;1.0
0.0;0.0;0.0;1.0;1.0;1.0;16.0;26.0;22.0;1.0;1.0;1.0;1.0;1.625;1.375;0.9411764705882352;1.5294117647058822;1.2941176470588236;0.0;0.0;0.0;0.4266666666666667;0.0;0.5733333333333334;0.0
0.0;0.0;0.0;1.0;0.0;0.0;8.0;26.0;22.0;1.0;0.8666666666666667;0.8461538461538461;1.0;3.25;2.75;0.8;5.2;4.4;1.0;0.0;0.0;0.28125;0.125;0.59375;1.0
