Qsize_R1;Qsize_R2;Cur_Charge_comparable_R1;Cur_Charge_comparable_R2;Exp_Charge__R1;Exp_Charge__R2;Exp_ChargeRates_R1;Exp_ChargeRates_R2;Exp_Charge__comparable_R1;Exp_Charge__comparable_R2;Eff_Gross_R1;Eff_Gross_R2;predFamilies_R1;predFamilies_R2;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource
2.0;1.0;1.0;0.8260869565217391;47.0;61.0;0.7121212121212122;0.7261904761904762;1.0;1.297872340425532;0.96;1.68;0.0;0.0;1.0;0.0;0.0;1.0
3.0;2.0;0.9285714285714286;1.0;63.0;56.0;0.6;0.5894736842105263;1.125;1.0;1.6;0.9333333333333332;0.0;1.0;1.0;0.0;0.0;1.0
5.0;3.0;1.0;0.8461538461538461;89.0;69.0;0.6180555555555556;0.5149253731343284;1.289855072463768;1.0;1.6;0.9333333333333332;0.0;1.0;1.0;0.0;0.0;1.0
4.0;4.0;0.9402985074626866;1.0;87.0;81.0;0.564935064935065;0.5625;1.0740740740740742;1.0;1.6;0.9333333333333332;0.0;1.0;1.0;0.0;0.0;1.0
5.0;8.0;0.408284023668639;1.0;93.0;211.0;0.3549618320610687;0.7535714285714286;1.0;2.2688172043010755;0.96;1.68;0.0;0.0;1.0;0.0;0.0;0.0
10.0;14.0;0.4923076923076923;1.0;152.0;302.0;0.3689320388349514;0.7023255813953488;1.0;1.986842105263158;0.96;1.68;0.0;0.0;1.0;0.0;0.0;1.0
11.0;15.0;0.5688405797101449;1.0;181.0;290.0;0.3960612691466083;0.6487695749440716;1.0;1.6022099447513811;1.6;0.9333333333333332;0.0;1.0;0.9708520179372198;0.0291479820627802;0.0;1.0
18.0;18.0;0.7222222222222222;1.0;271.0;384.0;0.4420880913539967;0.6085578446909667;1.0;1.416974169741697;0.96;1.68;0.0;0.0;0.9849498327759196;0.0150501672240802;0.0;1.0
22.0;19.0;0.7651715039577837;1.0;314.0;393.0;0.4531024531024531;0.575402635431918;1.0;1.251592356687898;1.6;0.9333333333333332;0.0;1.0;0.9695652173913044;0.0304347826086956;0.0;0.0
23.0;23.0;0.6588486140724946;1.0;321.0;511.0;0.4063291139240506;0.6231707317073171;1.0;1.5919003115264798;0.9230769230769232;3.230769230769231;1.0;0.0;0.9761606022584692;0.0238393977415307;0.0;0.0
24.0;24.0;0.642570281124498;1.0;332.0;540.0;0.4;0.627906976744186;1.0;1.6265060240963856;0.9230769230769232;3.230769230769231;1.0;0.0;0.9796407185628744;0.0203592814371257;0.0;0.0
25.0;26.0;0.6340996168582376;1.0;343.0;564.0;0.3965317919075145;0.6301675977653631;1.0;1.6443148688046647;0.9230769230769232;3.230769230769231;1.0;0.0;0.9827188940092166;0.0172811059907834;0.0;0.0
26.0;27.0;0.6463878326996197;1.0;352.0;568.0;0.4009111617312073;0.6255506607929515;1.0;1.6136363636363635;0.9230769230769232;3.230769230769231;1.0;0.0;0.9321851453175456;0.0107642626480086;0.0570505920344456;0.0
31.0;29.0;0.7279279279279279;1.0;428.0;597.0;0.4354018311291963;0.5964035964035964;1.0;1.394859813084112;0.96;1.68;0.0;0.0;0.9438976377952756;0.0078740157480314;0.0482283464566929;1.0
40.0;34.0;0.8006230529595015;1.0;538.0;684.0;0.4559322033898305;0.5709515859766278;1.0;1.271375464684015;0.96;1.68;0.0;0.0;0.9553719008264464;0.0066115702479338;0.0380165289256198;1.0
44.0;35.0;0.8051575931232091;1.0;586.0;740.0;0.4563862928348909;0.5683563748079877;1.0;1.2627986348122866;0.96;1.68;0.0;0.0;0.9699769053117784;0.0023094688221709;0.0277136258660508;1.0
47.0;36.0;0.8210818307905686;1.0;616.0;735.0;0.4607329842931937;0.5538809344385832;1.0;1.193181818181818;1.6;0.9333333333333332;0.0;1.0;0.9661515820456218;0.0117733627667402;0.0220750551876379;1.0
47.0;37.0;0.8054421768707483;1.0;616.0;749.0;0.4559585492227979;0.5585384041759881;1.0;1.2159090909090908;1.6;0.9333333333333332;0.0;1.0;0.9664967225054624;0.0116533139111434;0.021849963583394;1.0
54.0;40.0;0.902621722846442;1.0;747.0;843.0;0.4825581395348837;0.5383141762452107;1.0;1.1285140562248996;0.96;1.68;0.0;0.0;0.9489414694894148;0.0149439601494396;0.0361145703611457;0.0
