Qsize_R3;Qsize_R4;Qsize_R5;Cur_Charge_comparable_R3;Cur_Charge_comparable_R4;Cur_Charge_comparable_R5;Exp_Charge__R3;Exp_Charge__R4;Exp_Charge__R5;Exp_ChargeRates_R3;Exp_ChargeRates_R4;Exp_ChargeRates_R5;Exp_Charge__comparable_R3;Exp_Charge__comparable_R4;Exp_Charge__comparable_R5;Eff_Gross_R3;Eff_Gross_R4;Eff_Gross_R5;predFamilies_R3;predFamilies_R4;predFamilies_R5;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource
0.0;0.0;0.0;1.0;1.0;1.0;16.0;26.0;22.0;1.0;1.0;1.0;1.0;1.625;1.375;0.9411764705882352;1.5294117647058822;1.2941176470588236;0.0;0.0;0.0;0.9827437446074202;0.0;0.0172562553925798;0.0
1.0;0.0;0.0;1.0;0.0;0.0;14.0;26.0;22.0;1.0;0.7222222222222222;0.6875;1.0;1.8571428571428568;1.5714285714285714;0.8;5.2;4.4;1.0;0.0;0.0;0.9820359281437124;0.0074850299401197;0.0104790419161676;1.0
0.0;1.0;0.0;0.1111111111111111;1.0;0.0;6.0;24.0;22.0;0.25;0.9230769230769232;0.5238095238095238;1.0;4.0;3.6666666666666665;0.8;1.2;4.4;1.0;1.0;0.0;0.981677237491191;0.0140944326990838;0.0042283298097251;0.0
0.0;1.0;0.0;0.1428571428571428;1.0;0.0;6.0;20.0;22.0;0.3;0.9090909090909092;0.5789473684210527;1.0;3.333333333333333;3.6666666666666665;0.8;1.2;4.4;1.0;1.0;0.0;0.9660326086956522;0.0108695652173913;0.0230978260869565;0.0
0.0;0.0;0.0;0.0;1.0;0.0;4.0;10.0;22.0;0.5;1.0;0.8461538461538461;1.0;2.5;5.5;0.8;1.2;4.4;1.0;1.0;0.0;0.956343792633015;0.0027285129604365;0.0409276944065484;2.0
0.0;0.0;1.0;0.0;0.1;1.0;4.0;8.0;26.0;0.1538461538461538;0.2857142857142857;0.9285714285714286;1.0;2.0;6.5;0.8;1.2;1.2;1.0;1.0;1.0;0.946793997271487;0.015006821282401;0.0381991814461118;0.0
0.0;0.0;1.0;0.0;0.0;1.0;4.0;6.0;14.0;0.3333333333333333;0.4285714285714285;1.0;1.0;1.5;3.5;0.8;1.2;1.2;1.0;1.0;1.0;0.9551820728291316;0.0056022408963585;0.0392156862745098;0.0
0.0;1.0;0.0;0.0;1.0;0.0;4.0;38.0;6.0;0.25;1.0;0.3333333333333333;1.0;9.5;1.5;0.8;5.2;1.2;1.0;0.0;1.0;0.9548762736535662;0.0087336244541484;0.0363901018922852;0.0
0.0;0.0;0.0;1.0;1.0;1.0;16.0;26.0;6.0;1.0;1.0;1.0;2.6666666666666665;4.333333333333333;1.0;2.2857142857142856;3.7142857142857135;0.8571428571428571;0.0;0.0;1.0;0.9625382262996942;0.0;0.0374617737003058;0.0
0.0;1.0;0.0;0.0;1.0;0.0;4.0;47.0;22.0;0.16;1.0;0.5116279069767442;1.0;11.75;5.5;0.8;5.2;4.4;1.0;0.0;0.0;0.960252935862692;0.018970189701897;0.020776874435411;0.0
0.0;0.0;0.0;1.0;0.0;0.0;17.0;26.0;22.0;1.0;0.9629629629629628;0.9565217391304348;1.0;1.5294117647058822;1.2941176470588236;0.9411764705882352;1.5294117647058822;1.2941176470588236;0.0;0.0;0.0;0.9817295980511572;0.0012180267965895;0.0170523751522533;0.0
0.0;2.0;0.0;0.0;1.0;0.0;16.0;39.0;22.0;0.5517241379310345;1.0;0.6285714285714286;1.0;2.4375;1.375;0.9411764705882352;1.5294117647058822;1.2941176470588236;0.0;0.0;0.0;0.9262820512820512;0.0208333333333333;0.0528846153846153;0.0
0.0;0.0;0.0;1.0;0.0;0.0;6.0;26.0;22.0;1.0;0.9285714285714286;0.9166666666666666;1.0;4.333333333333333;3.6666666666666665;0.8;5.2;4.4;1.0;0.0;0.0;0.9466437177280552;0.0034423407917383;0.0499139414802065;2.0
0.0;0.0;1.0;0.0;0.0;1.0;4.0;26.0;25.0;0.1739130434782608;0.5777777777777777;1.0;1.0;6.5;6.25;0.8;5.2;1.2;1.0;0.0;1.0;0.8890728476821192;0.0314569536423841;0.0794701986754966;0.0
0.0;0.0;1.0;0.0;0.0;1.0;4.0;26.0;14.0;0.3333333333333333;0.7647058823529411;1.0;1.0;6.5;3.5;0.8;5.2;1.2;1.0;0.0;1.0;0.9066901408450704;0.0140845070422535;0.079225352112676;0.0
0.0;0.0;0.0;0.0;1.0;0.0;4.0;28.0;6.0;0.6666666666666666;1.0;0.75;1.0;7.0;1.5;0.8;5.2;1.2;1.0;0.0;1.0;0.9083820662768032;0.0038986354775828;0.087719298245614;2.0
0.0;0.0;0.0;1.0;1.0;1.0;16.0;26.0;22.0;1.0;1.0;1.0;1.0;1.625;1.375;0.9411764705882352;1.5294117647058822;1.2941176470588236;0.0;0.0;0.0;0.9079754601226994;0.0;0.0920245398773006;2.0
0.0;0.0;0.0;1.0;1.0;1.0;16.0;26.0;6.0;1.0;1.0;1.0;2.6666666666666665;4.333333333333333;1.0;2.2857142857142856;3.7142857142857135;0.8571428571428571;0.0;0.0;1.0;0.6967213114754098;0.0;0.3032786885245901;2.0
0.0;0.0;0.0;1.0;1.0;1.0;16.0;26.0;6.0;1.0;1.0;1.0;2.6666666666666665;4.333333333333333;1.0;2.2857142857142856;3.7142857142857135;0.8571428571428571;0.0;0.0;1.0;0.7761194029850746;0.0;0.2238805970149253;2.0
