Qsize_R1;Qsize_R2;Cur_Charge_comparable_R1;Cur_Charge_comparable_R2;Exp_Charge__R1;Exp_Charge__R2;Exp_ChargeRates_R1;Exp_ChargeRates_R2;Exp_Charge__comparable_R1;Exp_Charge__comparable_R2;Eff_Gross_R1;Eff_Gross_R2;predFamilies_R1;predFamilies_R2;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource
2.0;0.0;1.0;0.0;44.0;42.0;1.0;0.6774193548387096;1.0476190476190477;1.0;0.96;1.68;0.0;0.0;1.0;0.0;0.0;1.0
2.0;1.0;0.4358974358974359;1.0;41.0;53.0;0.5125;0.7571428571428571;1.0;1.2926829268292683;1.6;0.9333333333333332;0.0;1.0;1.0;0.0;0.0;1.0
2.0;7.0;0.2125984251968504;1.0;51.0;169.0;0.2865168539325842;0.8622448979591837;1.0;3.313725490196078;0.96;1.68;0.0;0.0;1.0;0.0;0.0;0.0
3.0;7.0;0.3700787401574803;1.0;59.0;169.0;0.3172043010752688;0.7824074074074074;1.0;2.864406779661017;0.9230769230769232;3.230769230769231;1.0;0.0;1.0;0.0;0.0;0.0
4.0;9.0;0.3558282208588957;1.0;70.0;205.0;0.3004291845493562;0.779467680608365;1.0;2.9285714285714284;0.9230769230769232;3.230769230769231;1.0;0.0;1.0;0.0;0.0;0.0
11.0;15.0;0.6385542168674698;1.0;183.0;291.0;0.4236111111111111;0.6466666666666666;1.0;1.5901639344262295;0.96;1.68;0.0;0.0;0.9691211401425178;0.0308788598574821;0.0;0.0
12.0;15.0;0.7068273092369478;1.0;188.0;291.0;0.4302059496567506;0.6231263383297645;1.0;1.547872340425532;0.9230769230769232;3.230769230769231;1.0;0.0;0.9703196347031964;0.0296803652968036;0.0;0.0
20.0;19.0;1.0;0.9864864864864864;320.0;334.0;0.5228758169934641;0.5301587301587302;1.0;1.04375;0.96;1.68;0.0;0.0;0.9735099337748344;0.0264900662251655;0.0;1.0
22.0;24.0;0.7722772277227723;1.0;336.0;446.0;0.4540540540540541;0.5883905013192612;1.0;1.3273809523809523;0.96;1.68;0.0;0.0;0.9835164835164836;0.0164835164835164;0.0;1.0
24.0;27.0;0.7109704641350211;1.0;361.0;516.0;0.4323353293413173;0.6049237983587339;1.0;1.4293628808864265;0.96;1.68;0.0;0.0;0.9620403321470936;0.0071174377224199;0.0308422301304863;1.0
26.0;28.0;0.7354709418837675;1.0;391.0;513.0;0.4393258426966292;0.5829545454545455;1.0;1.3120204603580563;1.6;0.9333333333333332;0.0;1.0;0.9665178571428572;0.0055803571428571;0.0279017857142857;1.0
33.0;30.0;0.8193430656934306;1.0;473.0;590.0;0.4632713026444662;0.5678537054860443;1.0;1.2473572938689217;0.96;1.68;0.0;0.0;0.9632850241545894;0.0115942028985507;0.0251207729468599;0.0
34.0;30.0;0.8503649635036497;1.0;478.0;590.0;0.46588693957115;0.5587121212121212;1.0;1.2343096234309625;0.9230769230769232;3.230769230769231;1.0;0.0;0.9638783269961976;0.0114068441064638;0.0247148288973384;0.0
40.0;35.0;0.8141321044546851;1.0;554.0;693.0;0.4597510373443983;0.5666394112837285;1.0;1.2509025270758125;0.96;1.68;0.0;0.0;0.9752270850536746;0.0099091659785301;0.0148637489677952;1.0
43.0;38.0;0.8033946251768034;1.0;592.0;749.0;0.455735180908391;0.568716780561883;1.0;1.2652027027027026;0.96;1.68;0.0;0.0;0.9860788863109048;0.0030935808197989;0.0108275328692962;1.0
51.0;39.0;0.9312762973352032;1.0;688.0;727.0;0.4910778015703069;0.5226455787203451;1.0;1.056686046511628;1.6;0.9333333333333332;0.0;1.0;0.9589136490250696;0.0139275766016713;0.027158774373259;0.0
