Qsize_R6;Qsize_R7;Qsize_R8;Qsize_R9;Cur_Charge_comparable_R6;Cur_Charge_comparable_R7;Cur_Charge_comparable_R8;Cur_Charge_comparable_R9;Exp_Charge__R6;Exp_Charge__R7;Exp_Charge__R8;Exp_Charge__R9;Exp_ChargeRates_R6;Exp_ChargeRates_R7;Exp_ChargeRates_R8;Exp_ChargeRates_R9;Exp_Charge__comparable_R6;Exp_Charge__comparable_R7;Exp_Charge__comparable_R8;Exp_Charge__comparable_R9;Eff_Gross_R6;Eff_Gross_R7;Eff_Gross_R8;Eff_Gross_R9;predFamilies_R6;predFamilies_R7;predFamilies_R8;predFamilies_R9;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource_0.0;Selected Resource_1.0;Selected Resource_2.0;Selected Resource_3.0
1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;28.0;15.0;16.0;17.0;1.0;0.5172413793103449;0.5333333333333333;0.5483870967741935;1.8666666666666667;1.0;1.0666666666666669;1.1333333333333333;0.9333333333333332;1.0;1.0666666666666669;1.1333333333333333;0.0;0.0;0.0;0.0;0.8306188925081434;0.1237785016286645;0.0456026058631921;0.0;0.0;0;1;0;0
1.0;1.0;0.0;0.0;0.9285714285714286;1.0;0.0;0.0;27.0;19.0;16.0;17.0;0.6585365853658537;0.59375;0.3720930232558139;0.3863636363636363;1.6875;1.1875;1.0;1.0625;2.333333333333333;0.8333333333333334;2.6666666666666665;2.833333333333333;0.0;1.0;0.0;0.0;0.8006329113924051;0.1139240506329113;0.0854430379746835;0.0;0.0;0;0;1;0
0.0;0.0;1.0;1.0;0.0;0.0;0.4666666666666667;1.0;14.0;5.0;23.0;32.0;0.3888888888888889;0.1851851851851851;0.6052631578947368;0.8205128205128205;2.8;1.0;4.6;6.4;2.333333333333333;0.8333333333333334;2.6666666666666665;2.833333333333333;0.0;1.0;0.0;0.0;0.891970802919708;0.0598540145985401;0.0321167883211678;0.0;0.0160583941605839;0;1;0;0
0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;14.0;15.0;16.0;17.0;1.0;1.0;1.0;1.0;1.0;1.0714285714285714;1.1428571428571428;1.2142857142857142;0.9333333333333332;1.0;1.0666666666666669;1.1333333333333333;0.0;0.0;0.0;0.0;0.8992700729927007;0.091970802919708;0.0;0.0;0.0087591240875912;0;1;0;0
0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;14.0;10.0;16.0;17.0;0.7368421052631579;1.0;0.7619047619047619;0.7727272727272727;1.4;1.0;1.6;1.7;2.333333333333333;0.8333333333333334;2.6666666666666665;2.833333333333333;0.0;1.0;0.0;0.0;0.926905132192846;0.0653188180404354;0.0077760497667185;0.0;0.0;0;1;0;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;14.0;5.0;16.0;20.0;0.8235294117647058;0.625;0.8421052631578947;1.0;2.8;1.0;3.2;4.0;2.333333333333333;0.8333333333333334;2.6666666666666665;2.833333333333333;0.0;1.0;0.0;0.0;0.8674698795180723;0.1144578313253012;0.0045180722891566;0.0;0.0135542168674698;0;1;0;0
0.0;0.0;0.0;0.0;0.5;0.0;1.0;0.0;16.0;5.0;20.0;17.0;0.8;0.4545454545454545;0.9090909090909092;0.7391304347826086;3.2;1.0;4.0;3.4;2.333333333333333;0.8333333333333334;2.6666666666666665;2.833333333333333;0.0;1.0;0.0;0.0;0.8745644599303136;0.0940766550522648;0.0104529616724738;0.0;0.0209059233449477;0;1;0;0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;18.0;5.0;16.0;17.0;1.0;0.5555555555555556;0.8;0.8095238095238095;3.6;1.0;3.2;3.4;2.333333333333333;0.8333333333333334;2.6666666666666665;2.833333333333333;0.0;1.0;0.0;0.0;0.8901303538175046;0.0819366852886405;0.0074487895716946;0.0;0.0204841713221601;0;0;1;0
1.0;0.0;0.0;0.0;1.0;0.0;0.6666666666666666;0.0;20.0;5.0;10.0;17.0;0.8333333333333334;0.3333333333333333;0.625;0.6296296296296297;4.0;1.0;2.0;3.4;2.333333333333333;0.8333333333333334;1.0;2.833333333333333;0.0;1.0;1.0;0.0;0.8714011516314779;0.109404990403071;0.019193857965451;0.0;0.0;0;1;0;0
0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;14.0;5.0;6.0;17.0;1.0;1.0;1.0;1.0;2.8;1.0;1.2;3.4;2.333333333333333;0.8333333333333334;1.0;2.833333333333333;0.0;1.0;1.0;0.0;0.8739837398373984;0.1056910569105691;0.0;0.0;0.0203252032520325;0;1;0;0
0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;14.0;5.0;6.0;31.0;0.5;0.2631578947368421;0.3;1.0;2.8;1.0;1.2;6.2;2.333333333333333;0.8333333333333334;1.0;2.833333333333333;0.0;1.0;1.0;0.0;0.8731182795698925;0.0903225806451612;0.0301075268817204;0.0;0.0064516129032258;0;1;0;0
