Qsize_R1;Qsize_R2;Cur_Charge_comparable_R1;Cur_Charge_comparable_R2;Exp_Charge__R1;Exp_Charge__R2;Exp_ChargeRates_R1;Exp_ChargeRates_R2;Exp_Charge__comparable_R1;Exp_Charge__comparable_R2;Eff_Gross_R1;Eff_Gross_R2;predFamilies_R1;predFamilies_R2;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource_0.0;Selected Resource_1.0
1.0;4.0;0.4444444444444444;1.0;27.0;42.0;0.5;0.7777777777777778;1.0;1.5555555555555556;0.9375;0.9375;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0;1
4.0;6.0;0.6363636363636364;1.0;50.0;70.0;0.4761904761904761;0.6666666666666666;1.0;1.4;0.9375;0.9375;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0;1
4.0;7.0;0.4776119402985074;1.0;47.0;72.0;0.4122807017543859;0.6923076923076923;1.0;1.5319148936170213;2.5;0.8333333333333334;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0;1
6.0;7.0;0.696969696969697;1.0;61.0;71.0;0.4803149606299212;0.6068376068376068;1.0;1.1639344262295082;2.5;0.8333333333333334;0.0;1.0;0.8;0.2;0.0;0.0;0.0;0;1
10.0;15.0;0.5192307692307693;1.0;96.0;171.0;0.3809523809523809;0.6785714285714286;1.0;1.78125;0.9375;0.9375;0.0;0.0;0.8843283582089553;0.1156716417910447;0.0;0.0;0.0;1;0
10.0;16.0;0.59375;1.0;100.0;175.0;0.3846153846153846;0.6481481481481481;1.0;1.75;0.8333333333333334;2.5;1.0;0.0;0.901060070671378;0.0989399293286219;0.0;0.0;0.0;1;0
16.0;23.0;0.6724890829694323;1.0;169.0;244.0;0.4246231155778894;0.6130653266331658;1.0;1.4437869822485208;0.9375;0.9375;0.0;0.0;0.8308026030368764;0.1127982646420824;0.0563991323210412;0.0;0.0;0;1
19.0;24.0;0.7872340425531915;1.0;200.0;240.0;0.4597701149425287;0.5647058823529412;1.0;1.2;2.5;0.8333333333333334;0.0;1.0;0.8349900596421471;0.1212723658051689;0.0278330019880715;0.0;0.0159045725646123;1;0
20.0;25.0;0.7991967871485943;1.0;204.0;264.0;0.4503311258278146;0.5701943844492441;1.0;1.2941176470588236;0.8333333333333334;2.5;1.0;0.0;0.8311688311688312;0.1261595547309833;0.0296846011131725;0.0;0.0129870129870129;1;0
21.0;24.0;0.8163265306122449;1.0;205.0;260.0;0.4555555555555555;0.5652173913043478;1.0;1.2682926829268293;0.8333333333333334;2.5;1.0;0.0;0.869140625;0.109375;0.009765625;0.005859375;0.005859375;1;0
22.0;26.0;0.7701149425287356;1.0;206.0;276.0;0.4411134903640257;0.5786163522012578;1.0;1.3398058252427183;0.8333333333333334;2.5;1.0;0.0;0.8619402985074627;0.0820895522388059;0.0223880597014925;0.0055970149253731;0.0279850746268656;1;0
22.0;27.0;0.7038327526132404;1.0;207.0;302.0;0.4190283400809717;0.5992063492063492;1.0;1.458937198067633;0.8333333333333334;2.5;1.0;0.0;0.8504347826086956;0.0921739130434782;0.0330434782608695;0.0052173913043478;0.0191304347826086;1;0
23.0;28.0;0.7324414715719063;1.0;234.0;314.0;0.4390243902439024;0.5891181988742964;1.0;1.3418803418803418;0.9375;0.9375;0.0;0.0;0.8505747126436781;0.1198686371100164;0.0213464696223316;0.0;0.0082101806239737;1;0
24.0;31.0;0.6960486322188449;1.0;234.0;344.0;0.4156305506216696;0.6003490401396161;1.0;1.4700854700854702;0.8333333333333334;2.5;1.0;0.0;0.871875;0.10625;0.01875;0.0;0.003125;1;0
30.0;31.0;0.8318042813455657;1.0;287.0;342.0;0.4674267100977198;0.5570032573289903;1.0;1.1916376306620209;0.9375;0.9375;0.0;0.0;0.8993993993993994;0.0705705705705705;0.0135135135135135;0.006006006006006;0.0105105105105105;0;1
33.0;31.0;0.970414201183432;1.0;343.0;343.0;0.5036710719530103;0.511177347242921;1.0;1.0;2.5;0.8333333333333334;0.0;1.0;0.9061224489795918;0.0707482993197279;0.0108843537414965;0.0;0.0122448979591836;0;1
32.0;31.0;0.9558823529411764;1.0;340.0;345.0;0.5;0.5149253731343284;1.0;1.0147058823529411;2.5;0.8333333333333334;0.0;1.0;0.9159779614325068;0.0633608815426997;0.0027548209366391;0.0;0.0179063360881542;0;1
32.0;32.0;0.9420289855072465;1.0;340.0;350.0;0.4963503649635036;0.5185185185185185;1.0;1.0294117647058822;2.5;0.8333333333333334;0.0;1.0;0.9165526675786594;0.0629274965800273;0.0027359781121751;0.0;0.0177838577291381;0;1
33.0;34.0;0.9033149171270718;1.0;342.0;377.0;0.4857954545454545;0.5355113636363636;1.0;1.1023391812865495;0.9375;0.9375;0.0;0.0;0.893644617380026;0.0765239948119325;0.0155642023346303;0.0051880674448767;0.0090791180285343;1;0
34.0;35.0;0.9069148936170212;1.0;346.0;391.0;0.4792243767313019;0.5341530054644809;1.0;1.130057803468208;0.8333333333333334;2.5;1.0;0.0;0.9064475347661188;0.0707964601769911;0.0139064475347661;0.0025284450063211;0.0063211125158027;1;0
35.0;37.0;0.8503740648379052;1.0;346.0;416.0;0.4631860776439089;0.5495376486129459;1.0;1.2023121387283238;0.8333333333333334;2.5;1.0;0.0;0.8896882494004796;0.0755395683453237;0.0239808153477218;0.0;0.0107913669064748;1;0
36.0;38.0;0.8309178743961353;1.0;349.0;429.0;0.4574049803407601;0.5549805950840879;1.0;1.2292263610315186;0.8333333333333334;2.5;1.0;0.0;0.8991696322657177;0.0676156583629893;0.0249110320284697;0.0;0.0083036773428232;1;0
38.0;39.0;0.8477751756440282;1.0;377.0;442.0;0.4689054726368159;0.5497512437810945;1.0;1.1724137931034482;0.9375;0.9375;0.0;0.0;0.9121387283236996;0.0589595375722543;0.0231213872832369;0.0;0.0057803468208092;1;0
