Qsize_R3;Qsize_R4;Qsize_R5;Cur_Charge_comparable_R3;Cur_Charge_comparable_R4;Cur_Charge_comparable_R5;Exp_Charge__R3;Exp_Charge__R4;Exp_Charge__R5;Exp_ChargeRates_R3;Exp_ChargeRates_R4;Exp_ChargeRates_R5;Exp_Charge__comparable_R3;Exp_Charge__comparable_R4;Exp_Charge__comparable_R5;Eff_Gross_R3;Eff_Gross_R4;Eff_Gross_R5;predFamilies_R3;predFamilies_R4;predFamilies_R5;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource_0.0;Selected Resource_1.0;Selected Resource_2.0
0.0;0.0;0.0;1.0;0.5;0.1;25.0;23.0;22.0;0.8064516129032258;0.6764705882352942;0.5945945945945946;1.1363636363636365;1.0454545454545454;1.0;0.9375;1.125;1.3125;0.0;0.0;0.0;0.926509186351706;0.0419947506561679;0.0314960629921259;0.0;0.0;1;0;0
1.0;0.0;0.0;1.0;0.0;0.5;30.0;18.0;31.0;0.75;0.375;0.6078431372549019;1.6666666666666667;1.0;1.7222222222222223;0.9090909090909092;1.6363636363636365;1.9090909090909087;1.0;0.0;0.0;0.8853658536585366;0.073170731707317;0.0414634146341463;0.0;0.0;1;0;0
2.0;0.0;0.0;1.0;0.28;0.2;35.0;25.0;26.0;0.7446808510638298;0.4545454545454545;0.4482758620689655;1.4;1.0;1.04;0.9090909090909092;1.6363636363636365;1.9090909090909087;1.0;0.0;0.0;0.8577586206896551;0.0797413793103448;0.0409482758620689;0.0021551724137931;0.0193965517241379;1;0;0
2.0;0.0;1.0;1.0;0.04;0.88;40.0;19.0;43.0;0.6349206349206349;0.2878787878787879;0.6231884057971014;2.1052631578947367;1.0;2.263157894736842;0.9375;1.125;1.3125;0.0;0.0;0.0;0.9331713244228432;0.0583232077764277;0.008505467800729;0.0;0.0;0;1;0
1.0;0.0;0.0;1.0;0.6;0.8;30.0;21.0;33.0;0.5882352941176471;0.4375;0.5789473684210527;1.4285714285714286;1.0;1.5714285714285714;1.1538461538461535;0.9230769230769232;1.6153846153846154;0.0;1.0;0.0;0.9303482587064676;0.044776119402985;0.0199004975124378;0.0012437810945273;0.003731343283582;0;1;0
0.0;1.0;1.0;0.625;0.875;1.0;25.0;32.0;37.0;0.4545454545454545;0.5517241379310345;0.6065573770491803;1.0;1.28;1.48;0.9375;1.125;1.3125;0.0;0.0;0.0;0.9219653179190752;0.0578034682080924;0.0086705202312138;0.0086705202312138;0.0028901734104046;0;0;1
1.0;0.0;0.0;1.0;0.05;0.35;35.0;19.0;28.0;0.813953488372093;0.4130434782608695;0.5714285714285714;1.8421052631578947;1.0;1.4736842105263157;0.9375;1.125;1.3125;0.0;0.0;0.0;0.910394265232975;0.050179211469534;0.0125448028673835;0.0;0.0268817204301075;1;0;0
0.0;1.0;0.0;0.2631578947368421;1.0;0.2631578947368421;15.0;37.0;26.0;0.3846153846153846;0.7872340425531915;0.52;1.0;2.466666666666667;1.7333333333333334;0.9090909090909092;1.6363636363636365;1.9090909090909087;1.0;0.0;0.0;0.9333333333333332;0.0604166666666666;0.0020833333333333;0.0020833333333333;0.0020833333333333;1;0;0
0.0;0.0;0.0;0.625;1.0;0.0;20.0;26.0;21.0;0.7142857142857143;0.8387096774193549;0.6176470588235294;1.0;1.3;1.05;0.9375;1.125;1.3125;0.0;0.0;0.0;0.9379652605459056;0.032258064516129;0.0248138957816377;0.0049627791563275;0.0;0;0;1
0.0;1.0;1.0;0.0;0.9375;1.0;15.0;33.0;30.0;0.3260869565217391;0.673469387755102;0.6666666666666666;1.0;2.2;2.0;1.0;1.2;0.9333333333333332;0.0;0.0;1.0;0.8997555012224939;0.0757946210268948;0.0024449877750611;0.0048899755501222;0.0171149144254278;0;0;1
1.0;0.0;0.0;1.0;0.45;0.0;35.0;27.0;14.0;0.7954545454545454;0.574468085106383;0.3255813953488372;2.5;1.9285714285714288;1.0;1.0;1.2;0.9333333333333332;0.0;0.0;1.0;0.8651685393258427;0.0814606741573033;0.0365168539325842;0.0;0.0168539325842696;0;0;1
0.0;0.0;0.0;1.0;0.0;0.4;25.0;18.0;18.0;0.8620689655172413;0.5625;0.6428571428571429;1.3888888888888888;1.0;1.0;1.0;1.2;0.9333333333333332;0.0;0.0;1.0;0.9085173501577288;0.0441640378548895;0.0473186119873817;0.0;0.0;0;0;1
1.0;0.0;0.0;1.0;0.0;0.6;30.0;18.0;30.0;0.7692307692307693;0.4285714285714285;0.6666666666666666;1.6666666666666667;1.0;1.6666666666666667;0.9375;1.125;1.3125;0.0;0.0;0.0;0.8769230769230769;0.0923076923076923;0.0153846153846153;0.0;0.0153846153846153;0;1;0
1.0;1.0;0.0;1.0;0.65;0.2;35.0;25.0;25.0;0.6730769230769231;0.5102040816326531;0.4310344827586206;1.4;1.0;1.0;1.1538461538461535;0.9230769230769232;1.6153846153846154;0.0;1.0;0.0;0.8482490272373541;0.1439688715953307;0.0;0.0077821011673151;0.0;0;0;1
0.0;0.0;0.0;0.5;0.0;1.0;20.0;12.0;24.0;0.6666666666666666;0.4444444444444444;0.8275862068965517;1.6666666666666667;1.0;2.0;1.1538461538461535;0.9230769230769232;1.0769230769230769;0.0;1.0;1.0;0.8826291079812206;0.0704225352112676;0.0469483568075117;0.0;0.0;1;0;0
0.0;0.0;1.0;0.0;0.074074074074074;1.0;15.0;20.0;48.0;0.3409090909090909;0.425531914893617;0.96;1.0;1.3333333333333333;3.2;0.9375;1.125;1.3125;0.0;0.0;0.0;0.6181818181818182;0.2636363636363636;0.0272727272727272;0.0181818181818181;0.0727272727272727;1;0;0
0.0;2.0;0.0;0.0;1.0;0.2592592592592592;10.0;45.0;28.0;0.2272727272727272;0.8653846153846154;0.509090909090909;1.0;4.5;2.8;0.9090909090909092;1.6363636363636365;1.9090909090909087;1.0;0.0;0.0;0.3493975903614458;0.4096385542168674;0.1566265060240964;0.0120481927710843;0.072289156626506;1;0;0
