Qsize_R6;Qsize_R7;Qsize_R8;Qsize_R9;Cur_Charge_comparable_R6;Cur_Charge_comparable_R7;Cur_Charge_comparable_R8;Cur_Charge_comparable_R9;Exp_Charge__R6;Exp_Charge__R7;Exp_Charge__R8;Exp_Charge__R9;Exp_ChargeRates_R6;Exp_ChargeRates_R7;Exp_ChargeRates_R8;Exp_ChargeRates_R9;Exp_Charge__comparable_R6;Exp_Charge__comparable_R7;Exp_Charge__comparable_R8;Exp_Charge__comparable_R9;Eff_Gross_R6;Eff_Gross_R7;Eff_Gross_R8;Eff_Gross_R9;predFamilies_R6;predFamilies_R7;predFamilies_R8;predFamilies_R9;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource_0.0;Selected Resource_1.0;Selected Resource_2.0;Selected Resource_3.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;18.0;15.0;16.0;17.0;1.0;0.7894736842105263;0.8;0.8095238095238095;1.2;1.0;1.0666666666666669;1.1333333333333333;0.9333333333333332;1.0;1.0666666666666669;1.1333333333333333;0.0;0.0;0.0;0.0;0.5419847328244275;0.3893129770992366;0.0305343511450381;0.015267175572519;0.0229007633587786;0;1;0;0
0.0;1.0;0.0;0.0;0.2142857142857142;1.0;0.0;0.0;17.0;19.0;16.0;17.0;0.5483870967741935;0.8636363636363636;0.4848484848484848;0.5;1.0625;1.1875;1.0;1.0625;2.333333333333333;0.8333333333333334;2.6666666666666665;2.833333333333333;0.0;1.0;0.0;0.0;0.48;0.3942857142857143;0.0971428571428571;0.0228571428571428;0.0057142857142857;0;0;1;0
0.0;0.0;0.0;0.0;0.0;0.6666666666666666;1.0;0.0;14.0;9.0;12.0;17.0;0.5833333333333334;0.6;0.75;0.6296296296296297;1.5555555555555556;1.0;1.3333333333333333;1.8888888888888888;2.333333333333333;0.8333333333333334;1.0;2.833333333333333;0.0;1.0;1.0;0.0;0.4787878787878787;0.4;0.0606060606060606;0.0;0.0606060606060606;0;0;1;0
0.0;0.0;1.0;0.0;0.0;0.2727272727272727;1.0;0.0;14.0;8.0;17.0;17.0;0.5;0.4210526315789473;0.85;0.5483870967741935;1.75;1.0;2.125;2.125;2.333333333333333;0.8333333333333334;1.0;2.833333333333333;0.0;1.0;1.0;0.0;0.4753086419753086;0.3888888888888889;0.0864197530864197;0.0;0.0493827160493827;0;1;0;0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;18.0;15.0;16.0;17.0;1.0;0.7894736842105263;0.8;0.8095238095238095;1.2;1.0;1.0666666666666669;1.1333333333333333;0.9333333333333332;1.0;1.0666666666666669;1.1333333333333333;0.0;0.0;0.0;0.0;0.6331877729257642;0.3318777292576419;0.0174672489082969;0.0;0.0174672489082969;0;0;0;1
1.0;0.0;1.0;0.0;0.8125;0.0;1.0;0.1875;27.0;15.0;32.0;10.0;0.5869565217391305;0.3191489361702128;0.6666666666666666;0.2564102564102564;2.7;1.5;3.2;1.0;1.75;1.875;2.0;0.875;0.0;0.0;0.0;1.0;0.6413043478260869;0.2427536231884058;0.1159420289855072;0.0;0.0;0;0;0;1
0.0;0.0;0.0;0.0;1.0;0.0;0.6666666666666666;0.0;17.0;15.0;18.0;7.0;0.8947368421052632;0.75;0.8571428571428571;0.5833333333333334;2.4285714285714284;2.142857142857143;2.571428571428572;1.0;1.75;1.875;2.0;0.875;0.0;0.0;0.0;1.0;0.7089783281733746;0.2538699690402476;0.0154798761609907;0.0123839009287925;0.0092879256965944;0;0;0;1
0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;14.0;15.0;28.0;7.0;0.5384615384615384;0.5555555555555556;1.0;0.3684210526315789;2.0;2.142857142857143;4.0;1.0;1.75;1.875;2.0;0.875;0.0;0.0;0.0;1.0;0.6723646723646723;0.2108262108262108;0.0341880341880341;0.0;0.0826210826210826;0;0;0;1
0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;14.0;22.0;16.0;7.0;0.6666666666666666;1.0;0.6956521739130435;0.5;2.0;3.142857142857143;2.2857142857142856;1.0;1.75;1.875;2.0;0.875;0.0;0.0;0.0;1.0;0.7491961414790996;0.1864951768488746;0.022508038585209;0.0064308681672025;0.0353697749196141;0;0;1;0
0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;14.0;15.0;8.0;7.0;0.875;0.8823529411764706;1.0;0.7777777777777778;2.0;2.142857142857143;1.1428571428571428;1.0;2.0;2.142857142857143;0.8571428571428571;1.0;0.0;0.0;1.0;1.0;0.7396449704142012;0.2100591715976331;0.0059171597633136;0.0059171597633136;0.0384615384615384;0;0;0;1
