Qsize_R13;Qsize_R14;Cur_Charge_comparable_R13;Cur_Charge_comparable_R14;Exp_Charge__R13;Exp_Charge__R14;Exp_ChargeRates_R13;Exp_ChargeRates_R14;Exp_Charge__comparable_R13;Exp_Charge__comparable_R14;Eff_Gross_R13;Eff_Gross_R14;predFamilies_R13;predFamilies_R14;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource_0.0;Selected Resource_1.0
0.0;0.0;1.0;1.0;10.0;10.0;1.0;1.0;1.0;1.0;0.9090909090909092;0.9090909090909092;0.0;0.0;0.8055555555555556;0.1388888888888889;0.0388888888888888;0.0166666666666666;0.0;1;0
0.0;1.0;0.8571428571428571;1.0;12.0;17.0;0.631578947368421;0.7391304347826086;1.0;1.4166666666666667;0.8571428571428571;1.4285714285714286;1.0;0.0;0.7336448598130841;0.1308411214953271;0.0747663551401869;0.0;0.0607476635514018;1;0
1.0;0.0;1.0;0.0;17.0;10.0;1.0;0.5882352941176471;1.7;1.0;0.9090909090909092;0.9090909090909092;0.0;0.0;0.7593360995850622;0.1908713692946058;0.0207468879668049;0.0;0.0290456431535269;0;1
1.0;0.0;1.0;0.0;18.0;4.0;1.0;0.3333333333333333;4.5;1.0;2.0;0.8;0.0;1.0;0.7642857142857142;0.1214285714285714;0.0857142857142857;0.0;0.0285714285714285;0;1
0.0;0.0;1.0;1.0;10.0;4.0;1.0;1.0;2.5;1.0;2.0;0.8;0.0;1.0;0.8333333333333334;0.1242424242424242;0.0333333333333333;0.009090909090909;0.0;0;1
0.0;0.0;1.0;1.0;10.0;10.0;1.0;1.0;1.0;1.0;0.9090909090909092;0.9090909090909092;0.0;0.0;0.8537906137184116;0.1191335740072202;0.0270758122743682;0.0;0.0;1;0
1.0;1.0;1.0;0.8571428571428571;17.0;16.0;0.7391304347826086;0.6956521739130435;1.0625;1.0;0.9090909090909092;0.9090909090909092;0.0;0.0;0.8850325379609545;0.0867678958785249;0.0;0.0;0.0281995661605206;0;1
0.0;1.0;0.0;1.0;10.0;10.0;0.625;1.0;1.0;1.0;2.0;0.8;0.0;1.0;0.8660714285714286;0.109375;0.0111607142857142;0.0;0.0133928571428571;1;0
0.0;0.0;1.0;0.2;11.0;5.0;0.9166666666666666;0.5;2.2;1.0;1.2;0.8;1.0;1.0;0.9043062200956936;0.0813397129186602;0.0;0.0;0.0143540669856459;0;1
1.0;0.0;1.0;0.0;20.0;4.0;1.0;0.2857142857142857;5.0;1.0;2.0;0.8;0.0;1.0;0.8803827751196173;0.0885167464114832;0.0;0.0071770334928229;0.0239234449760765;0;1
1.0;0.0;1.0;0.0;21.0;4.0;1.0;0.2666666666666666;5.25;1.0;2.0;0.8;0.0;1.0;0.8839506172839506;0.0888888888888888;0.0;0.0;0.0271604938271604;0;1
0.0;0.0;1.0;1.0;11.0;11.0;0.9166666666666666;0.9166666666666666;1.0;1.0;0.9090909090909092;0.9090909090909092;0.0;0.0;0.7720588235294118;0.1801470588235294;0.0404411764705882;0.0;0.0073529411764705;1;0
0.0;0.0;1.0;1.0;10.0;10.0;1.0;1.0;1.0;1.0;0.9090909090909092;0.9090909090909092;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1
0.0;1.0;0.0;1.0;10.0;9.0;0.6666666666666666;1.0;1.1111111111111112;1.0;2.0;0.8;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0;1
