Qsize_R6;Qsize_R7;Qsize_R8;Qsize_R9;Cur_Charge_comparable_R6;Cur_Charge_comparable_R7;Cur_Charge_comparable_R8;Cur_Charge_comparable_R9;Exp_Charge__R6;Exp_Charge__R7;Exp_Charge__R8;Exp_Charge__R9;Exp_ChargeRates_R6;Exp_ChargeRates_R7;Exp_ChargeRates_R8;Exp_ChargeRates_R9;Exp_Charge__comparable_R6;Exp_Charge__comparable_R7;Exp_Charge__comparable_R8;Exp_Charge__comparable_R9;Eff_Gross_R6;Eff_Gross_R7;Eff_Gross_R8;Eff_Gross_R9;predFamilies_R6;predFamilies_R7;predFamilies_R8;predFamilies_R9;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource_0.0;Selected Resource_1.0;Selected Resource_2.0;Selected Resource_3.0
0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;14.0;15.0;16.0;17.0;1.0;1.0;1.0;1.0;1.0;1.0714285714285714;1.1428571428571428;1.2142857142857142;0.9333333333333332;1.0;1.0666666666666669;1.1333333333333333;0.0;0.0;0.0;0.0;0.6486486486486487;0.3513513513513513;0.0;0.0;0.0;1;0;0;0
0.0;0.0;0.0;1.0;0.2666666666666666;0.0;0.0;1.0;8.0;15.0;16.0;32.0;0.3478260869565217;0.4411764705882353;0.4571428571428571;0.8888888888888888;1.0;1.875;2.0;4.0;0.8;3.0;3.2;3.4;1.0;0.0;0.0;0.0;0.4705882352941176;0.3431372549019608;0.1862745098039215;0.0;0.0;1;0;0;0
1.0;0.0;0.0;1.0;0.5;0.0;0.0;1.0;11.0;15.0;16.0;31.0;0.44;0.4166666666666667;0.4324324324324324;0.8157894736842105;1.0;1.3636363636363635;1.4545454545454546;2.8181818181818183;0.8;3.0;3.2;3.4;1.0;0.0;0.0;0.0;0.4857142857142857;0.3142857142857143;0.2;0.0;0.0;1;0;0;0
0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;14.0;15.0;16.0;17.0;1.0;1.0;1.0;1.0;1.0;1.0714285714285714;1.1428571428571428;1.2142857142857142;0.9333333333333332;1.0;1.0666666666666669;1.1333333333333333;0.0;0.0;0.0;0.0;0.4620253164556962;0.4683544303797468;0.0;0.0189873417721519;0.050632911392405;1;0;0;0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;8.0;15.0;16.0;17.0;1.0;0.7894736842105263;0.8;0.8095238095238095;1.0;1.875;2.0;2.125;0.8;3.0;3.2;3.4;1.0;0.0;0.0;0.0;0.4866666666666667;0.48;0.0266666666666666;0.0;0.0066666666666666;1;0;0;0
1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;19.0;15.0;16.0;17.0;1.0;0.75;0.7619047619047619;0.7727272727272727;1.2666666666666666;1.0;1.0666666666666669;1.1333333333333333;0.9333333333333332;1.0;1.0666666666666669;1.1333333333333333;0.0;0.0;0.0;0.0;0.6915887850467289;0.2757009345794392;0.0233644859813084;0.0;0.0093457943925233;0;0;1;0
0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;14.0;15.0;27.0;17.0;0.56;0.5769230769230769;1.0;0.6071428571428571;1.0;1.0714285714285714;1.9285714285714288;1.2142857142857142;0.9333333333333332;1.0;1.0666666666666669;1.1333333333333333;0.0;0.0;0.0;0.0;0.8207547169811321;0.1069182389937107;0.0345911949685534;0.0125786163522012;0.0251572327044025;0;1;0;1
1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.4545454545454545;25.0;15.0;16.0;12.0;0.8333333333333334;0.4838709677419355;0.5;0.5217391304347826;2.083333333333333;1.25;1.3333333333333333;1.0;1.75;1.875;2.0;0.875;0.0;0.0;0.0;1.0;0.8575851393188855;0.0712074303405572;0.0495356037151702;0.0092879256965944;0.0123839009287925;0;1;0;0
0.0;0.0;1.0;0.0;0.2857142857142857;0.0;1.0;0.0;16.0;5.0;23.0;7.0;0.6956521739130435;0.3571428571428571;0.92;0.4375;3.2;1.0;4.6;1.4;2.333333333333333;0.8333333333333334;2.6666666666666665;1.1666666666666667;0.0;1.0;0.0;1.0;0.8421052631578947;0.1163434903047091;0.0249307479224376;0.0;0.0166204986149584;0;0;0;1
0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;14.0;5.0;16.0;7.0;1.0;1.0;1.0;1.0;2.8;1.0;3.2;1.4;2.333333333333333;0.8333333333333334;2.6666666666666665;1.1666666666666667;0.0;1.0;0.0;1.0;0.8974358974358975;0.0489510489510489;0.0;0.0;0.0536130536130536;0;1;0;0
