Family;Qsize_R3;Qsize_R4;Qsize_R5;Cur_Charge_comparable_R3;Cur_Charge_comparable_R4;Cur_Charge_comparable_R5;Exp_Charge__R3;Exp_Charge__R4;Exp_Charge__R5;Exp_ChargeRates_R3;Exp_ChargeRates_R4;Exp_ChargeRates_R5;Exp_Charge__comparable_R3;Exp_Charge__comparable_R4;Exp_Charge__comparable_R5;Eff_Gross_R3;Eff_Gross_R4;Eff_Gross_R5;predFamilies_R3;predFamilies_R4;predFamilies_R5;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource_0.0;Selected Resource_1.0;Selected Resource_2.0
5.0;0.0;0.0;0.0;1.0;1.0;1.0;15.0;18.0;21.0;1.0;1.0;1.0;1.0;1.2;1.4;0.9375;1.125;1.3125;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1;0;0
5.0;1.0;0.0;0.0;1.0;0.0;0.0;24.0;18.0;21.0;1.0;0.5625;0.6;1.3333333333333333;1.0;1.1666666666666667;0.9090909090909092;1.6363636363636365;1.9090909090909087;1.0;0.0;0.0;0.8271604938271605;0.1728395061728395;0.0;0.0;0.0;0;0;1
5.0;0.0;0.0;1.0;0.5625;0.0;1.0;19.0;18.0;30.0;0.5428571428571428;0.4186046511627907;0.7692307692307693;1.0555555555555556;1.0;1.6666666666666667;0.9090909090909092;1.6363636363636365;1.2727272727272727;1.0;0.0;1.0;0.7282608695652174;0.2717391304347826;0.0;0.0;0.0;0;1;0
3.0;0.0;0.0;0.0;0.0;1.0;0.7777777777777778;15.0;27.0;28.0;0.4838709677419355;0.7941176470588235;0.7567567567567568;1.0;1.8;1.8666666666666667;0.9375;1.125;1.3125;0.0;0.0;0.0;0.8476190476190476;0.1523809523809524;0.0;0.0;0.0;1;0;0
3.0;0.0;0.0;0.0;1.0;0.4;0.2;20.0;22.0;23.0;0.7692307692307693;0.6470588235294118;0.6216216216216216;1.0;1.1;1.15;0.9090909090909092;1.6363636363636365;1.9090909090909087;1.0;0.0;0.0;0.7983870967741935;0.1290322580645161;0.0725806451612903;0.0;0.0;0;1;0
1.0;0.0;1.0;0.0;0.4285714285714285;1.0;0.0476190476190476;24.0;39.0;22.0;0.5217391304347826;0.7959183673469388;0.4230769230769231;1.0909090909090908;1.7727272727272727;1.0;0.9375;1.125;1.3125;0.0;0.0;0.0;0.7650602409638554;0.1867469879518072;0.0481927710843373;0.0;0.0;0;0;1
3.0;0.0;1.0;1.0;0.2777777777777778;0.9444444444444444;1.0;15.0;29.0;39.0;0.3;0.5576923076923077;0.639344262295082;1.0;1.9333333333333331;2.6;0.9090909090909092;1.0909090909090908;1.9090909090909087;1.0;1.0;0.0;0.645;0.2;0.155;0.0;0.0;0;1;0
3.0;0.0;1.0;0.0;0.0;1.0;0.5416666666666666;10.0;36.0;34.0;0.2127659574468085;0.7346938775510204;0.5862068965517241;1.0;3.6;3.4;0.9090909090909092;1.0909090909090908;1.9090909090909087;1.0;1.0;0.0;0.7015706806282722;0.193717277486911;0.0890052356020942;0.0157068062827225;0.0;1;0;0
3.0;0.0;1.0;0.0;0.2631578947368421;1.0;0.4210526315789473;15.0;31.0;29.0;0.3571428571428571;0.7045454545454546;0.5471698113207547;1.0;2.066666666666667;1.9333333333333331;0.9090909090909092;1.0909090909090908;1.9090909090909087;1.0;1.0;0.0;0.72;0.16;0.08;0.0;0.04;1;0;0
2.0;1.0;1.0;0.0;0.7777777777777778;1.0;0.3888888888888889;29.0;36.0;28.0;0.5370370370370371;0.631578947368421;0.4666666666666667;1.0357142857142858;1.2857142857142858;1.0;0.9375;1.125;1.3125;0.0;0.0;0.0;0.7064676616915423;0.1940298507462686;0.0646766169154228;0.0;0.0348258706467661;0;0;1
3.0;0.0;1.0;1.0;0.4166666666666667;0.5833333333333334;1.0;20.0;26.0;45.0;0.3448275862068966;0.4333333333333333;0.6521739130434783;1.0;1.3;2.25;0.9090909090909092;1.0909090909090908;1.9090909090909087;1.0;1.0;0.0;0.7321428571428571;0.2142857142857142;0.0178571428571428;0.0223214285714285;0.0133928571428571;1;0;0
