P1;2;4;7;12;13;
P2;2;5;6;10;14;
P3;2;4;7;12;13;
P4;1;3;6;11;14;
P5;2;4;6;11;13;
P6;2;5;7;12;14;
P7;1;3;9;10;14;
P8;1;4;7;11;13;
P9;1;3;7;11;14;
P10;2;5;7;10;14;
P11;2;4;6;10;14;
P12;1;3;7;10;14;
P13;1;3;8;10;13;
P14;2;4;6;11;13;
P15;2;5;7;12;13;
P16;1;3;6;11;14;
P17;1;5;6;10;13;
P18;2;3;6;11;14;
P19;1;4;6;11;14;
P20;1;5;6;11;14;
P21;1;3;7;12;13;
P22;1;4;9;10;14;
P23;1;5;6;12;14;
P24;1;4;6;11;14;
P25;1;3;7;11;14;
P26;2;3;7;12;14;
P27;1;3;6;10;13;
P28;2;4;6;12;14;
P29;2;4;6;12;14;
P30;2;3;7;11;13;
P31;1;4;7;12;14;
P32;2;3;7;11;13;
P33;2;4;9;12;14;
P34;2;5;6;10;13;
P35;2;5;9;12;13;
P36;1;5;8;11;13;
P37;2;3;6;12;14;
P38;1;4;8;12;14;
P39;1;5;9;10;14;
P40;2;3;6;11;14;
P41;2;4;7;12;14;
P42;2;3;6;10;14;
P43;1;5;9;12;14;
P44;1;5;6;12;14;
P45;2;3;6;11;13;
P46;2;4;8;10;14;
P47;1;3;6;10;13;
P48;2;4;8;12;14;
P49;2;3;6;10;13;
P50;1;5;6;10;14;
P51;2;4;9;12;13;
P52;2;4;9;10;13;
P53;1;3;6;12;14;
P54;2;4;7;12;13;
P55;2;3;6;11;13;
P56;1;3;6;12;13;
P57;2;3;8;10;14;
P58;1;5;6;12;14;
P59;2;5;7;10;13;
P60;2;4;9;12;14;
P61;1;3;6;12;14;
P62;2;4;9;12;14;
P63;1;3;7;12;14;
P64;1;3;6;10;13;
P65;1;3;7;11;14;
P66;1;4;6;10;14;
P67;1;5;7;12;13;
P68;2;3;6;10;13;
P69;1;5;7;12;14;
P70;1;5;7;12;14;
P71;1;4;7;10;14;
P72;1;4;7;12;14;
P73;2;3;6;11;13;
P74;2;3;6;10;13;
P75;2;4;7;12;14;
P76;1;3;6;11;13;
P77;1;5;6;11;13;
P78;2;4;9;12;14;
P79;2;4;7;11;14;
P80;1;5;6;10;13;
P81;1;3;6;12;13;
P82;1;5;9;11;13;
P83;2;4;7;12;14;
P84;2;4;8;10;13;
P85;2;5;6;12;14;
P86;1;4;7;11;14;
P87;2;3;6;11;14;
P88;1;3;8;12;13;
P89;2;5;8;10;13;
P90;1;5;6;10;14;
P91;2;4;7;12;14;
P92;2;3;8;11;13;
P93;1;3;6;11;14;
P94;2;5;6;11;14;
P95;1;3;6;11;14;
P96;2;3;8;11;13;
P97;1;4;8;11;13;
P98;1;3;7;10;13;
P99;2;4;6;12;13;
P100;1;4;7;11;14;
