Family;Qsize_R6;Qsize_R7;Cur_Charge_comparable_R6;Cur_Charge_comparable_R7;Exp_Charge__R6;Exp_Charge__R7;Exp_ChargeRates_R6;Exp_ChargeRates_R7;Exp_Charge__comparable_R6;Exp_Charge__comparable_R7;Eff_Gross_R6;Eff_Gross_R7;predFamilies_R6;predFamilies_R7;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource_0.0;Selected Resource_1.0
3.0;0.0;0.0;1.0;1.0;36.0;34.0;1.0;1.0;1.0588235294117647;1.0;1.0285714285714285;0.9714285714285714;0.0;0.0;0.9955237242614146;0.004476275738585497;0.0;0;1
2.0;0.0;1.0;0.0;1.0;28.0;73.0;0.45901639344262296;1.0;1.0;2.607142857142857;0.9655172413793104;1.3793103448275863;0.0;0.0;0.9699499165275459;0.0025041736227045075;0.027545909849749584;1;0
2.0;1.0;1.0;0.8387096774193549;1.0;34.0;71.0;0.5230769230769231;0.7319587628865979;1.0;2.088235294117647;0.8888888888888888;4.444444444444445;1.0;0.0;0.9536585365853658;0.0;0.046341463414634146;1;0
3.0;2.0;1.0;1.0;0.9090909090909091;69.0;40.0;0.696969696969697;0.547945205479452;1.725;1.0;3.272727272727273;0.9090909090909091;0.0;1.0;0.9489465153970826;0.0;0.051053484602917344;0;1
1.0;1.0;1.0;0.5882352941176471;1.0;39.0;40.0;0.6964285714285714;0.8;1.0;1.0256410256410255;1.2083333333333333;0.9583333333333334;0.0;0.0;0.9803921568627451;0.002530044275774826;0.017077798861480076;0;1
1.0;0.0;2.0;0.15217391304347827;1.0;36.0;54.0;0.43902439024390244;0.8852459016393442;1.0;1.5;3.2222222222222223;0.8888888888888888;0.0;1.0;0.9668127739511584;0.0;0.03318722604884158;0;1
1.0;0.0;3.0;0.12962962962962962;1.0;36.0;62.0;0.4;0.8985507246376812;1.0;1.7222222222222223;3.2222222222222223;0.8888888888888888;0.0;1.0;0.9619937694704049;0.0;0.038006230529595016;0;1
5.0;0.0;3.0;0.0;1.0;24.0;67.0;0.41379310344827586;1.0;1.0;2.7916666666666665;0.96;1.32;0.0;0.0;0.9642625081221572;0.01364522417153996;0.022092267706302793;1;0
5.0;1.0;3.0;0.6875;1.0;31.0;65.0;0.49206349206349204;0.7471264367816092;1.0;2.096774193548387;0.9;3.3;1.0;0.0;0.9536082474226805;0.011597938144329897;0.03479381443298969;1;0
1.0;2.0;3.0;0.96;1.0;53.0;33.0;0.6794871794871795;0.5789473684210527;1.606060606060606;1.0;3.2222222222222223;0.8888888888888888;0.0;1.0;0.9611147116007777;0.007128969539857421;0.031756318859364877;0;1
5.0;1.0;2.0;0.5714285714285714;1.0;21.0;54.0;0.5;0.8181818181818182;1.0;2.5714285714285716;0.9;3.3;1.0;0.0;0.9664031620553359;0.011857707509881422;0.021739130434782608;1;0
1.0;0.0;0.0;1.0;1.0;31.0;10.0;0.9393939393939394;0.8333333333333334;3.1;1.0;3.2222222222222223;0.8888888888888888;0.0;1.0;0.9711736444749485;0.02608098833218943;0.002745367192862045;0;1
4.0;0.0;0.0;1.0;1.0;29.0;28.0;1.0;1.0;1.0357142857142858;1.0;1.0;0.9655172413793104;0.0;0.0;0.9677871148459384;0.03221288515406162;0.0;1;0
1.0;1.0;0.0;1.0;0.0;48.0;8.0;1.0;0.2962962962962963;6.0;1.0;3.2222222222222223;0.8888888888888888;0.0;1.0;0.961376404494382;0.025280898876404494;0.013342696629213483;0;1
4.0;1.0;0.0;1.0;0.35294117647058826;28.0;34.0;0.8235294117647058;0.6666666666666666;1.0;1.2142857142857142;0.9166666666666666;2.3333333333333335;1.0;0.0;0.959915611814346;0.02390998593530239;0.01617440225035162;1;0
1.0;2.0;0.0;1.0;0.18518518518518517;56.0;13.0;0.9180327868852459;0.325;4.3076923076923075;1.0;3.2222222222222223;0.8888888888888888;0.0;1.0;0.9544817927170869;0.023109243697478993;0.022408963585434174;0;1
4.0;1.0;0.0;1.0;0.36363636363636365;33.0;36.0;0.8048780487804879;0.6206896551724138;1.0;1.0909090909090908;0.9166666666666666;2.3333333333333335;1.0;0.0;0.9588944011339475;0.019844082211197732;0.021261516654854713;1;0
1.0;2.0;0.0;1.0;0.10714285714285714;57.0;11.0;0.95;0.28205128205128205;5.181818181818182;1.0;3.2222222222222223;0.8888888888888888;0.0;1.0;0.9614285714285714;0.016428571428571428;0.02214285714285714;0;1
4.0;2.0;1.0;1.0;0.37037037037037035;38.0;38.0;0.7916666666666666;0.5846153846153846;1.0;1.0;0.9166666666666666;2.3333333333333335;1.0;0.0;0.96;0.013571428571428571;0.02642857142857143;0;1
2.0;0.0;1.0;0.3888888888888889;1.0;35.0;58.0;0.660377358490566;0.8923076923076924;1.0;1.6571428571428573;0.9655172413793104;1.3793103448275863;0.0;0.0;0.9741315594974131;0.007390983000739098;0.018477457501847747;1;0
2.0;1.0;1.0;1.0;0.4230769230769231;34.0;51.0;0.7555555555555555;0.6623376623376623;1.0;1.5;0.8888888888888888;4.444444444444445;1.0;0.0;0.9609432571849669;0.011790714812085483;0.027266028002947678;1;0
2.0;2.0;0.0;1.0;0.21875;40.0;47.0;0.851063829787234;0.5949367088607594;1.0;1.175;0.8888888888888888;4.444444444444445;1.0;0.0;0.9642857142857143;0.006696428571428571;0.029017857142857144;1;0
1.0;3.0;0.0;1.0;0.0;59.0;23.0;1.0;0.4339622641509434;2.5652173913043477;1.0;1.2083333333333333;0.9583333333333334;0.0;0.0;0.9676448457486833;0.009781790820165538;0.022573363431151242;0;1
1.0;1.0;1.0;1.0;0.5625;45.0;17.0;0.8333333333333334;0.5151515151515151;2.6470588235294117;1.0;3.2222222222222223;0.8888888888888888;0.0;1.0;0.9672642244738893;0.013250194855806703;0.019485580670303974;0;1
2.0;0.0;0.0;1.0;1.0;8.0;40.0;1.0;1.0;1.0;5.0;0.8888888888888888;4.444444444444445;1.0;0.0;0.9925619834710744;0.00743801652892562;0.0;1;0
3.0;0.0;0.0;1.0;0.0;43.0;34.0;1.0;0.8292682926829268;1.2647058823529411;1.0;1.0285714285714285;0.9714285714285714;0.0;0.0;0.9884583676834295;0.005770816158285243;0.005770816158285243;0;1
2.0;0.0;1.0;0.12903225806451613;1.0;12.0;71.0;0.27906976744186046;0.9466666666666667;1.0;5.916666666666667;0.8888888888888888;4.444444444444445;1.0;0.0;0.9699186991869919;0.0016260162601626016;0.028455284552845527;1;0
3.0;1.0;1.0;0.32142857142857145;1.0;45.0;38.0;0.6164383561643836;0.8085106382978723;1.1842105263157894;1.0;3.272727272727273;0.9090909090909091;0.0;1.0;0.9689795918367347;0.0008163265306122449;0.030204081632653063;0;1
2.0;0.0;2.0;0.19444444444444445;1.0;15.0;76.0;0.29411764705882354;0.9156626506024096;1.0;5.066666666666666;0.8888888888888888;4.444444444444445;1.0;0.0;0.9649265905383361;0.0;0.03507340946166395;1;0
2.0;0.0;2.0;0.25;1.0;15.0;68.0;0.3488372093023256;0.9066666666666666;1.0;4.533333333333333;0.8888888888888888;4.444444444444445;1.0;0.0;0.9554655870445344;0.016194331983805668;0.02834008097165992;1;0
