Qsize_R13;Qsize_R14;Cur_Charge_comparable_R13;Cur_Charge_comparable_R14;Exp_Charge__R13;Exp_Charge__R14;Exp_ChargeRates_R13;Exp_ChargeRates_R14;Exp_Charge__comparable_R13;Exp_Charge__comparable_R14;Eff_Gross_R13;Eff_Gross_R14;predFamilies_R13;predFamilies_R14;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource_0.0;Selected Resource_1.0
0.0;0.0;1.0;1.0;10.0;10.0;1.0;1.0;1.0;1.0;0.9090909090909092;0.9090909090909092;0.0;0.0;0.7435897435897436;0.1846153846153846;0.0564102564102564;0.0153846153846153;0.0;0;1
0.0;1.0;0.0;1.0;10.0;10.0;0.625;1.0;1.0;1.0;2.0;0.8;0.0;1.0;0.7342995169082126;0.2028985507246377;0.0193236714975845;0.0144927536231884;0.0289855072463768;1;0
0.0;0.0;1.0;0.3333333333333333;12.0;6.0;0.8571428571428571;0.5;2.0;1.0;1.2;0.8;1.0;1.0;0.7884615384615384;0.1442307692307692;0.0288461538461538;0.0;0.0384615384615384;0;1
0.0;0.0;1.0;1.0;7.0;5.0;0.875;0.8333333333333334;1.4;1.0;1.2;0.8;1.0;1.0;0.8367346938775511;0.1275510204081632;0.0255102040816326;0.0;0.010204081632653;1;0
0.0;0.0;1.0;0.0;12.0;4.0;1.0;0.4;3.0;1.0;1.2;0.8;1.0;1.0;0.8223350253807107;0.1116751269035533;0.0203045685279187;0.015228426395939;0.0304568527918781;0;1
0.0;0.0;1.0;0.0;8.0;4.0;1.0;0.6666666666666666;2.0;1.0;1.2;0.8;1.0;1.0;0.875;0.1136363636363636;0.0;0.0;0.0113636363636363;0;1
0.0;0.0;1.0;0.0;15.0;4.0;1.0;0.4444444444444444;3.75;1.0;2.0;0.8;0.0;1.0;0.6949152542372882;0.2076271186440678;0.0762711864406779;0.0;0.0211864406779661;0;1
0.0;0.0;1.0;1.0;10.0;10.0;1.0;1.0;1.0;1.0;0.9090909090909092;0.9090909090909092;0.0;0.0;0.8885793871866295;0.0835654596100278;0.0278551532033426;0.0;0.0;1;0
0.0;0.0;1.0;0.5;16.0;13.0;0.8421052631578947;0.6842105263157895;1.2307692307692308;1.0;0.9090909090909092;0.9090909090909092;0.0;0.0;0.8714285714285714;0.0657142857142857;0.0371428571428571;0.0;0.0257142857142857;0;1
0.0;0.0;1.0;0.5;12.0;5.0;0.9230769230769232;0.7142857142857143;2.4;1.0;2.0;0.8;0.0;1.0;0.8632911392405064;0.1240506329113924;0.0;0.0050632911392405;0.0075949367088607;0;1
0.0;0.0;0.0;1.0;10.0;6.0;0.8333333333333334;1.0;1.6666666666666667;1.0;2.0;0.8;0.0;1.0;0.8595641646489104;0.1307506053268765;0.0048426150121065;0.0;0.0048426150121065;0;1
0.0;0.0;1.0;1.0;10.0;4.0;1.0;1.0;2.5;1.0;2.0;0.8;0.0;1.0;0.9129287598944592;0.0870712401055409;0.0;0.0;0.0;0;1
0.0;0.0;1.0;1.0;10.0;4.0;1.0;1.0;2.5;1.0;2.0;0.8;0.0;1.0;0.8925;0.0775;0.03;0.0;0.0;0;1
1.0;0.0;1.0;0.0;20.0;10.0;1.0;0.5;2.0;1.0;0.9090909090909092;0.9090909090909092;0.0;0.0;0.845691382765531;0.1142284569138276;0.0140280561122244;0.0060120240480961;0.0200400801603206;0;1
0.0;0.0;1.0;0.0;13.0;10.0;1.0;0.7692307692307693;1.3;1.0;0.9090909090909092;0.9090909090909092;0.0;0.0;0.8044077134986226;0.1432506887052341;0.0413223140495867;0.0027548209366391;0.0082644628099173;1;0
0.0;0.0;1.0;1.0;10.0;10.0;1.0;1.0;1.0;1.0;0.9090909090909092;0.9090909090909092;0.0;0.0;0.7;0.2222222222222222;0.0611111111111111;0.0166666666666666;0.0;0;1
0.0;1.0;0.0;1.0;10.0;10.0;0.625;1.0;1.0;1.0;2.0;0.8;0.0;1.0;0.6310160427807486;0.2994652406417112;0.0374331550802139;0.0;0.0320855614973262;0;1
0.0;0.0;1.0;1.0;10.0;4.0;1.0;1.0;2.5;1.0;2.0;0.8;0.0;1.0;0.7538461538461538;0.2;0.0153846153846153;0.0307692307692307;0.0;0;1
1.0;0.0;1.0;0.0;18.0;4.0;1.0;0.3333333333333333;4.5;1.0;2.0;0.8;0.0;1.0;0.6081081081081081;0.304054054054054;0.0202702702702702;0.0135135135135135;0.054054054054054;0;1
1.0;0.0;1.0;0.0;20.0;4.0;1.0;0.2857142857142857;5.0;1.0;2.0;0.8;0.0;1.0;0.6666666666666666;0.1904761904761904;0.0476190476190476;0.0;0.0952380952380952;0;1
0.0;1.0;0.0;1.0;10.0;15.0;0.6666666666666666;1.0;1.0;1.5;0.9090909090909092;0.9090909090909092;0.0;0.0;0.6451612903225806;0.1935483870967742;0.0;0.0;0.1612903225806451;1;0
