Qsize_R13;Qsize_R14;Cur_Charge_comparable_R13;Cur_Charge_comparable_R14;Exp_Charge__R13;Exp_Charge__R14;Exp_ChargeRates_R13;Exp_ChargeRates_R14;Exp_Charge__comparable_R13;Exp_Charge__comparable_R14;Eff_Gross_R13;Eff_Gross_R14;predFamilies_R13;predFamilies_R14;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource_0.0;Selected Resource_1.0
0.0;0.0;1.0;1.0;10.0;10.0;1.0;1.0;1.0;1.0;0.9090909090909092;0.9090909090909092;0.0;0.0;0.9150485436893204;0.058252427184466;0.0218446601941747;0.0048543689320388;0.0;0;1
2.0;0.0;1.0;0.3076923076923077;23.0;8.0;0.8518518518518519;0.3809523809523809;2.875;1.0;2.0;0.8;0.0;1.0;0.8669354838709677;0.0745967741935483;0.0241935483870967;0.0;0.034274193548387;0;1
0.0;0.0;1.0;1.0;10.0;10.0;1.0;1.0;1.0;1.0;0.9090909090909092;0.9090909090909092;0.0;0.0;0.8986975397973951;0.0911722141823444;0.004341534008683;0.0057887120115774;0.0;1;0
1.0;0.0;1.0;0.0;14.0;10.0;1.0;0.5555555555555556;1.4;1.0;0.8571428571428571;1.4285714285714286;1.0;0.0;0.8839541547277937;0.1017191977077364;0.0014326647564469;0.0014326647564469;0.0114613180515759;0;1
0.0;1.0;0.75;1.0;12.0;12.0;0.6;0.6666666666666666;1.0;1.0;1.2;0.8;1.0;1.0;0.867043847241867;0.0919377652050919;0.0169731258840169;0.0042432814710042;0.0198019801980198;0;1
0.0;1.0;0.25;1.0;8.0;12.0;0.5;0.8571428571428571;1.0;1.5;1.2;0.8;1.0;1.0;0.8379501385041551;0.1121883656509695;0.0360110803324099;0.0;0.0138504155124653;1;0
0.0;0.0;1.0;1.0;6.0;4.0;1.0;1.0;1.5;1.0;1.2;0.8;1.0;1.0;0.8857142857142857;0.1037593984962406;0.0105263157894736;0.0;0.0;0;1
1.0;1.0;1.0;1.0;17.0;17.0;0.7083333333333334;0.7083333333333334;1.0;1.0;0.9090909090909092;0.9090909090909092;0.0;0.0;0.8678955453149002;0.0967741935483871;0.0138248847926267;0.0;0.021505376344086;1;0
0.0;0.0;1.0;1.0;6.0;10.0;1.0;1.0;1.0;1.6666666666666667;0.8571428571428571;1.4285714285714286;1.0;0.0;0.8837606837606837;0.1042735042735042;0.0017094017094017;0.0102564102564102;0.0;1;0
0.0;0.0;1.0;1.0;10.0;10.0;1.0;1.0;1.0;1.0;0.9090909090909092;0.9090909090909092;0.0;0.0;0.8234086242299795;0.1683778234086242;0.0082135523613963;0.0;0.0;0;1
0.0;0.0;0.25;1.0;11.0;8.0;0.7333333333333333;0.8888888888888888;1.375;1.0;2.0;0.8;0.0;1.0;0.8259023354564756;0.1613588110403397;0.0;0.0021231422505307;0.0106157112526539;0;1
1.0;0.0;1.0;0.0;17.0;10.0;1.0;0.5882352941176471;1.7;1.0;0.9090909090909092;0.9090909090909092;0.0;0.0;0.6907730673316709;0.2693266832917705;0.0199501246882793;0.0024937655860349;0.0174563591022443;0;1
0.0;0.0;1.0;0.4;15.0;6.0;0.8823529411764706;0.5454545454545454;2.5;1.0;2.0;0.8;0.0;1.0;0.6904761904761905;0.2539682539682539;0.0343915343915343;0.0026455026455026;0.0185185185185185;0;1
0.0;0.0;0.75;1.0;13.0;8.0;0.7647058823529411;0.7272727272727273;1.625;1.0;2.0;0.8;0.0;1.0;0.6763157894736842;0.2736842105263158;0.031578947368421;0.0;0.0184210526315789;0;1
0.0;0.0;1.0;0.0;14.0;4.0;1.0;0.5;3.5;1.0;2.0;0.8;0.0;1.0;0.6750700280112045;0.3137254901960784;0.0;0.0;0.011204481792717;0;1
0.0;0.0;1.0;0.0;15.0;10.0;1.0;0.6666666666666666;1.5;1.0;0.9090909090909092;0.9090909090909092;0.0;0.0;0.6126760563380281;0.3380281690140845;0.0140845070422535;0.0;0.0352112676056338;0;1
0.0;0.0;1.0;0.75;14.0;7.0;0.8235294117647058;0.6363636363636364;2.0;1.0;2.0;0.8;0.0;1.0;0.5793650793650794;0.3253968253968254;0.0396825396825396;0.0;0.0555555555555555;0;1
0.0;0.0;1.0;1.0;10.0;4.0;1.0;1.0;2.5;1.0;2.0;0.8;0.0;1.0;0.59;0.38;0.0;0.03;0.0;0;1
0.0;0.0;0.0;1.0;10.0;12.0;0.8333333333333334;1.0;1.0;1.2;0.9090909090909092;0.9090909090909092;0.0;0.0;0.0;0.4705882352941176;0.4117647058823529;0.0;0.1176470588235294;1;0
