P1;1;5;6;
P2;1;5;6;
P3;2;3;7;
P4;2;5;7;
P5;2;4;7;
P6;2;4;7;
P7;2;5;7;
P8;1;5;6;
P9;2;5;7;
P10;2;4;6;
P11;1;4;6;
P12;1;3;7;
P13;1;5;7;
P14;2;4;6;
P15;1;3;6;
P16;2;3;7;
P17;2;4;7;
P18;1;3;6;
P19;2;3;7;
P20;2;3;7;
P21;2;3;7;
P22;1;3;6;
P23;1;4;6;
P24;2;4;6;
P25;2;4;6;
P26;2;5;7;
P27;1;4;6;
P28;2;3;7;
P29;2;5;6;
P30;2;5;6;
P31;1;4;6;
P32;1;3;6;
P33;2;4;6;
P34;2;3;7;
P35;1;3;7;
P36;2;4;7;
P37;1;4;6;
P38;2;3;6;
P39;1;3;7;
P40;2;5;7;
P41;1;4;6;
P42;2;5;7;
P43;1;3;7;
P44;2;3;7;
P45;2;4;6;
P46;1;3;7;
P47;1;4;6;
P48;2;5;7;
P49;2;5;7;
P50;1;4;6;
P51;1;5;7;
P52;2;5;7;
P53;2;4;6;
P54;1;4;6;
P55;2;5;7;
P56;1;5;7;
P57;2;4;6;
P58;2;3;7;
P59;1;5;6;
P60;1;5;7;
P61;2;5;6;
P62;1;4;7;
P63;1;4;6;
P64;1;3;7;
P65;1;4;7;
P66;1;5;6;
P67;1;5;6;
P68;1;4;6;
P69;1;3;7;
P70;1;3;7;
P71;1;4;6;
P72;1;4;6;
P73;1;3;7;
P74;2;5;6;
P75;1;4;6;
P76;1;4;6;
P77;2;5;7;
P78;1;5;6;
P79;2;4;6;
P80;2;3;7;
P81;1;4;6;
P82;2;3;7;
P83;2;4;6;
P84;1;3;7;
P85;1;3;6;
P86;1;4;6;
P87;2;4;6;
P88;2;3;7;
P89;1;5;6;
P90;1;5;6;
P91;1;3;7;
P92;1;5;7;
P93;1;5;6;
P94;1;4;6;
P95;1;5;6;
P96;1;3;7;
P97;1;3;7;
P98;1;4;6;
