Family;Qsize_R3;Qsize_R4;Qsize_R5;Cur_Charge_comparable_R3;Cur_Charge_comparable_R4;Cur_Charge_comparable_R5;Exp_Charge__R3;Exp_Charge__R4;Exp_Charge__R5;Exp_ChargeRates_R3;Exp_ChargeRates_R4;Exp_ChargeRates_R5;Exp_Charge__comparable_R3;Exp_Charge__comparable_R4;Exp_Charge__comparable_R5;Eff_Gross_R3;Eff_Gross_R4;Eff_Gross_R5;predFamilies_R3;predFamilies_R4;predFamilies_R5;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource_0.0;Selected Resource_1.0;Selected Resource_2.0
1.0;0.0;0.0;0.0;1.0;1.0;1.0;15.0;18.0;21.0;1.0;1.0;1.0;1.0;1.2;1.4;0.9375;1.125;1.3125;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1;0;0
3.0;1.0;0.0;0.0;1.0;0.0;0.0;28.0;18.0;21.0;1.0;0.5806451612903226;0.6176470588235294;1.5555555555555556;1.0;1.1666666666666667;0.9375;1.125;1.3125;0.0;0.0;0.0;0.9230769230769232;0.0769230769230769;0.0;0.0;0.0;0;0;1
3.0;0.0;0.0;1.0;0.5;0.0;1.0;23.0;18.0;30.0;0.5897435897435898;0.4285714285714285;0.7894736842105263;1.2777777777777777;1.0;1.6666666666666667;1.0;1.2;0.9333333333333332;0.0;0.0;1.0;0.8829268292682927;0.1170731707317073;0.0;0.0;0.0;0;1;0
2.0;0.0;0.0;0.0;0.0;1.0;0.8;15.0;28.0;29.0;0.4545454545454545;0.7777777777777778;0.7435897435897436;1.0;1.8666666666666667;1.9333333333333331;0.9375;1.125;1.3125;0.0;0.0;0.0;0.9227467811158798;0.0772532188841201;0.0;0.0;0.0;1;0;0
4.0;0.0;0.0;0.0;1.0;0.375;0.125;23.0;21.0;22.0;0.8518518518518519;0.7;0.6666666666666666;1.0952380952380951;1.0;1.0476190476190477;0.9375;1.125;1.3125;0.0;0.0;0.0;0.9367088607594936;0.0379746835443038;0.0253164556962025;0.0;0.0;0;0;1
4.0;0.0;0.0;1.0;0.1764705882352941;0.0;1.0;18.0;18.0;31.0;0.5142857142857142;0.4736842105263157;0.9117647058823528;1.0;1.0;1.7222222222222223;1.0;1.2;0.9333333333333332;0.0;0.0;1.0;0.9125295508274232;0.0472813238770685;0.0401891252955082;0.0;0.0;0;1;0
5.0;0.0;1.0;0.0;0.0;1.0;0.9333333333333332;15.0;33.0;35.0;0.3409090909090909;0.7021276595744681;0.7;1.0;2.2;2.333333333333333;0.9375;1.125;1.3125;0.0;0.0;0.0;0.9080459770114944;0.0666666666666666;0.025287356321839;0.0;0.0;1;0;0
4.0;1.0;1.0;0.0;1.0;1.0;0.9230769230769232;28.0;25.0;26.0;0.5283018867924528;0.5;0.5;1.12;1.0;1.04;1.1538461538461535;0.9230769230769232;1.0769230769230769;0.0;1.0;1.0;0.8670886075949367;0.080168776371308;0.0485232067510548;0.0042194092827004;0.0;0;0;1
5.0;0.0;0.0;1.0;0.4347826086956521;0.4347826086956521;1.0;20.0;28.0;44.0;0.3773584905660377;0.4590163934426229;0.6875;1.0;1.4;2.2;0.9090909090909092;1.6363636363636365;1.9090909090909087;1.0;0.0;0.0;0.8617234468937875;0.0861723446893787;0.034068136272545;0.0;0.0180360721442885;1;0;0
5.0;1.0;0.0;1.0;0.8333333333333334;0.2777777777777778;1.0;25.0;23.0;39.0;0.5208333333333334;0.4107142857142857;0.6610169491525424;1.0869565217391304;1.0;1.6956521739130437;0.9090909090909092;1.6363636363636365;1.9090909090909087;1.0;0.0;0.0;0.9065420560747663;0.0710280373831775;0.0130841121495327;0.0018691588785046;0.0074766355140186;0;1;0
5.0;0.0;1.0;0.0;0.5555555555555556;1.0;0.7222222222222222;20.0;30.0;34.0;0.392156862745098;0.5660377358490566;0.5483870967741935;1.0;1.5;1.7;0.9090909090909092;1.0909090909090908;1.9090909090909087;1.0;1.0;0.0;0.8943781942078365;0.06984667802385;0.0255536626916524;0.0;0.0102214650766609;0;1;0
5.0;0.0;2.0;0.0;0.2857142857142857;1.0;0.3928571428571428;18.0;40.0;32.0;0.3157894736842105;0.6779661016949152;0.4705882352941176;1.0;2.2222222222222223;1.7777777777777777;0.9090909090909092;1.0909090909090908;1.9090909090909087;1.0;1.0;0.0;0.8525835866261399;0.0714285714285714;0.0592705167173252;0.0045592705167173;0.0121580547112462;1;0;0
2.0;0.0;1.0;0.0;0.3333333333333333;1.0;0.0;20.0;33.0;21.0;0.5714285714285714;0.868421052631579;0.5121951219512195;1.0;1.65;1.05;0.9375;1.125;1.3125;0.0;0.0;0.0;0.9283625730994152;0.0292397660818713;0.033625730994152;0.0087719298245614;0.0;0;0;1
1.0;0.0;1.0;1.0;0.1578947368421052;0.6842105263157895;1.0;18.0;31.0;40.0;0.36;0.5849056603773585;0.7142857142857143;1.0;1.7222222222222223;2.2222222222222223;0.9375;1.125;1.3125;0.0;0.0;0.0;0.9218967921896792;0.0488145048814504;0.0264993026499302;0.00278940027894;0.0;1;0;0
1.0;1.0;0.0;0.0;0.9285714285714286;0.5714285714285714;1.0;23.0;26.0;35.0;0.5111111111111111;0.490566037735849;0.625;1.0;1.1304347826086956;1.5217391304347827;0.9090909090909092;1.6363636363636365;1.9090909090909087;1.0;0.0;0.0;0.9145077720207254;0.0453367875647668;0.0168393782383419;0.0;0.0233160621761658;0;1;0
1.0;0.0;1.0;0.0;0.3809523809523809;1.0;0.4285714285714285;18.0;33.0;30.0;0.375;0.66;0.5084745762711864;1.0;1.8333333333333333;1.6666666666666667;0.9090909090909092;1.0909090909090908;1.9090909090909087;1.0;1.0;0.0;0.92578125;0.0494791666666666;0.0026041666666666;0.0065104166666666;0.015625;1;0;0
3.0;1.0;1.0;0.0;0.8333333333333334;1.0;0.3333333333333333;30.0;36.0;27.0;0.5555555555555556;0.631578947368421;0.45;1.1111111111111112;1.3333333333333333;1.0;0.9375;1.125;1.3125;0.0;0.0;0.0;0.9296482412060302;0.0489949748743718;0.0;0.0062814070351758;0.0150753768844221;0;0;1
1.0;1.0;1.0;1.0;0.52;0.64;1.0;23.0;28.0;46.0;0.359375;0.4242424242424242;0.6133333333333333;1.0;1.2173913043478262;2.0;0.9090909090909092;1.0909090909090908;1.9090909090909087;1.0;1.0;0.0;0.917705735660848;0.0673316708229426;0.0037406483790523;0.0012468827930174;0.0099750623441396;0;1;0
3.0;0.0;2.0;1.0;0.4;1.0;0.88;25.0;43.0;36.0;0.3472222222222222;0.5733333333333334;0.5070422535211268;1.0;1.72;1.44;1.0;1.2;0.9333333333333332;0.0;0.0;1.0;0.9204275534441804;0.0676959619952494;0.0;0.0;0.01187648456057;0;1;0
1.0;0.0;2.0;1.0;0.1951219512195122;1.0;0.4878048780487805;18.0;59.0;41.0;0.2278481012658227;0.6781609195402298;0.4555555555555555;1.0;3.2777777777777777;2.2777777777777777;0.9090909090909092;1.6363636363636365;1.9090909090909087;1.0;0.0;0.0;0.8919540229885058;0.0793103448275862;0.0195402298850574;0.0022988505747126;0.0068965517241379;1;0;0
3.0;1.0;2.0;1.0;0.3947368421052631;1.0;0.4473684210526316;30.0;50.0;31.0;0.3529411764705882;0.6097560975609756;0.369047619047619;1.0;1.6666666666666667;1.0333333333333334;1.1538461538461535;0.9230769230769232;1.0769230769230769;0.0;1.0;1.0;0.9028571428571428;0.08;0.0125714285714285;0.0;0.0045714285714285;0;0;1
3.0;0.0;2.0;1.0;0.303030303030303;1.0;0.7878787878787878;25.0;45.0;40.0;0.2976190476190476;0.5555555555555556;0.4819277108433735;1.0;1.8;1.6;1.1538461538461535;0.9230769230769232;1.0769230769230769;0.0;1.0;1.0;0.9133489461358314;0.0807962529274004;0.0046838407494145;0.0011709601873536;0.0;0;0;1
3.0;0.0;1.0;2.0;0.1428571428571428;0.8;1.0;20.0;40.0;49.0;0.2409638554216867;0.5;0.5975609756097561;1.0;2.0;2.45;1.1538461538461535;0.9230769230769232;1.0769230769230769;0.0;1.0;1.0;0.8932714617169374;0.0788863109048723;0.0174013921113689;0.0034802784222737;0.0069605568445475;0;0;1
4.0;0.0;1.0;3.0;0.0638297872340425;0.5531914893617021;1.0;18.0;44.0;68.0;0.1978021978021978;0.4680851063829787;0.7010309278350515;1.0;2.4444444444444446;3.7777777777777777;0.9375;1.125;1.3125;0.0;0.0;0.0;0.8927738927738927;0.0885780885780885;0.0128205128205128;0.0011655011655011;0.0046620046620046;1;0;0
3.0;1.0;1.0;3.0;0.3409090909090909;0.5227272727272727;1.0;30.0;35.0;58.0;0.3092783505154639;0.3723404255319149;0.6041666666666666;1.0;1.1666666666666667;1.9333333333333331;1.1538461538461535;0.9230769230769232;1.0769230769230769;0.0;1.0;1.0;0.8837209302325582;0.0953488372093023;0.0081395348837209;0.0023255813953488;0.0104651162790697;0;1;0
4.0;1.0;2.0;2.0;0.3095238095238095;0.7857142857142857;1.0;23.0;51.0;63.0;0.2346938775510204;0.4811320754716981;0.5779816513761468;1.0;2.217391304347826;2.739130434782609;0.9090909090909092;1.6363636363636365;1.9090909090909087;1.0;0.0;0.0;0.882147024504084;0.102683780630105;0.0081680280046674;0.0;0.0070011668611435;1;0;0
2.0;0.0;1.0;2.0;0.3448275862068966;0.6896551724137931;1.0;25.0;38.0;50.0;0.3378378378378378;0.4935064935064935;0.625;1.0;1.52;2.0;0.9375;1.125;1.3125;0.0;0.0;0.0;0.9170854271356784;0.0741206030150753;0.0025125628140703;0.0;0.0062814070351758;1;0;0
