Qsize_R1;Qsize_R2;Cur_Charge_comparable_R1;Cur_Charge_comparable_R2;Exp_Charge__R1;Exp_Charge__R2;Exp_ChargeRates_R1;Exp_ChargeRates_R2;Exp_Charge__comparable_R1;Exp_Charge__comparable_R2;Eff_Gross_R1;Eff_Gross_R2;predFamilies_R1;predFamilies_R2;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource
3.0;1.0;1.0;0.8888888888888888;66.0;51.0;0.673469387755102;0.5862068965517241;1.2941176470588236;1.0;1.5;0.95;0.0;0.0;1.0;0.0;0.0;1.0
9.0;9.0;0.5228426395939086;1.0;133.0;216.0;0.403030303030303;0.677115987460815;1.0;1.6240601503759398;1.5;0.95;0.0;0.0;1.0;0.0;0.0;1.0
14.0;10.0;0.9408866995073892;1.0;221.0;210.0;0.5212264150943396;0.5236907730673317;1.0523809523809524;1.0;3.75;0.875;0.0;1.0;0.9563106796116504;0.0436893203883495;0.0;1.0
14.0;11.0;0.9095238095238096;1.0;221.0;217.0;0.5127610208816705;0.5318627450980392;1.0184331797235022;1.0;3.75;0.875;0.0;1.0;0.9570405727923628;0.0429594272076372;0.0;1.0
17.0;12.0;1.0;0.8811475409836066;274.0;222.0;0.5603271983640081;0.4763948497854077;1.2342342342342345;1.0;3.75;0.875;0.0;1.0;0.9663157894736842;0.0336842105263157;0.0;1.0
17.0;13.0;1.0;0.9421487603305784;272.0;235.0;0.544;0.4926624737945492;1.1574468085106382;1.0;3.75;0.875;0.0;1.0;0.9494949494949496;0.0505050505050505;0.0;1.0
19.0;14.0;1.0;0.8191489361702128;312.0;238.0;0.574585635359116;0.4576923076923077;1.3109243697478992;1.0;3.75;0.875;0.0;1.0;0.936131386861314;0.0638686131386861;0.0;1.0
21.0;15.0;1.0;0.7452830188679245;348.0;244.0;0.5948717948717949;0.4341637010676156;1.4262295081967211;1.0;3.75;0.875;0.0;1.0;0.9454855195911414;0.0545144804088586;0.0;1.0
21.0;20.0;0.9516616314199396;1.0;345.0;350.0;0.5103550295857988;0.5263157894736842;1.0;1.0144927536231885;1.5;0.95;0.0;0.0;0.9656203288490284;0.0343796711509716;0.0;1.0
25.0;26.0;0.7893617021276595;1.0;401.0;489.0;0.4603903559127439;0.5686046511627907;1.0;1.2194513715710724;1.5;0.95;0.0;0.0;0.947072072072072;0.0056306306306306;0.0472972972972973;1.0
26.0;28.0;0.7579365079365079;1.0;412.0;523.0;0.4497816593886463;0.5779005524861879;1.0;1.269417475728155;1.5;0.95;0.0;0.0;0.9526881720430108;0.0043010752688172;0.043010752688172;1.0
30.0;30.0;0.8026315789473685;1.0;457.0;551.0;0.4620829120323559;0.5633946830265849;1.0;1.2056892778993435;1.5;0.95;0.0;0.0;0.945759368836292;0.0207100591715976;0.0335305719921104;1.0
31.0;30.0;0.7777777777777778;1.0;464.0;565.0;0.4540117416829745;0.5655655655655656;1.0;1.2176724137931034;3.75;0.875;0.0;1.0;0.9511025886864812;0.0182166826462128;0.0306807286673058;1.0
32.0;31.0;0.7921847246891652;1.0;476.0;570.0;0.4581328200192492;0.5610236220472441;1.0;1.1974789915966386;3.75;0.875;0.0;1.0;0.9500941619585688;0.0160075329566855;0.0338983050847457;1.0
34.0;34.0;0.7627677100494233;1.0;493.0;626.0;0.4481818181818182;0.5748393021120294;1.0;1.2697768762677484;1.5;0.95;0.0;0.0;0.9410729991204924;0.0325417766051011;0.0263852242744063;1.0
38.0;36.0;0.7616892911010558;1.0;535.0;682.0;0.4465776293823038;0.5745577085088458;1.0;1.2747663551401869;1.5;0.95;0.0;0.0;0.9526916802610114;0.0277324632952691;0.0195758564437194;0.0
38.0;36.0;0.7851739788199698;1.0;530.0;680.0;0.4450041981528128;0.567139282735613;1.0;1.2830188679245282;0.9166666666666666;1.5833333333333333;1.0;0.0;0.9577922077922078;0.0259740259740259;0.0162337662337662;0.0
39.0;37.0;0.787518573551263;1.0;541.0;692.0;0.4456342668863262;0.5662847790507365;1.0;1.2791127541589649;0.9166666666666666;1.5833333333333333;1.0;0.0;0.9585657370517928;0.0254980079681274;0.0159362549800796;0.0
40.0;37.0;0.8035714285714286;1.0;551.0;691.0;0.4505314799672935;0.561332250203087;1.0;1.2540834845735027;0.9166666666666666;1.5833333333333333;1.0;0.0;0.9611419508326724;0.0245836637589214;0.014274385408406;0.0
41.0;37.0;0.819672131147541;1.0;561.0;690.0;0.4553571428571428;0.5564516129032258;1.0;1.2299465240641712;0.9166666666666666;1.5833333333333333;1.0;0.0;0.9636937647987373;0.0236779794790844;0.0126282557221783;0.0
44.0;38.0;0.8635057471264368;1.0;631.0;715.0;0.4755086661642803;0.5433130699088146;1.0;1.133122028526149;1.5;0.95;0.0;0.0;0.965029761904762;0.0200892857142857;0.0148809523809523;1.0
46.0;39.0;0.9361702127659576;1.0;690.0;712.0;0.4946236559139785;0.5189504373177842;1.0;1.0318840579710145;3.75;0.875;0.0;1.0;0.9708392603129444;0.0177809388335704;0.011379800853485;0.0
47.0;40.0;0.9297520661157024;1.0;686.0;745.0;0.4858356940509915;0.5246478873239436;1.0;1.08600583090379;0.9166666666666666;1.5833333333333333;1.0;0.0;0.9595890410958904;0.0308219178082191;0.0095890410958904;0.0
