Qsize_R3;Qsize_R4;Qsize_R5;Cur_Charge_comparable_R3;Cur_Charge_comparable_R4;Cur_Charge_comparable_R5;Exp_Charge__R3;Exp_Charge__R4;Exp_Charge__R5;Exp_ChargeRates_R3;Exp_ChargeRates_R4;Exp_ChargeRates_R5;Exp_Charge__comparable_R3;Exp_Charge__comparable_R4;Exp_Charge__comparable_R5;Eff_Gross_R3;Eff_Gross_R4;Eff_Gross_R5;predFamilies_R3;predFamilies_R4;predFamilies_R5;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource
1.0;0.0;0.0;1.0;0.0;0.0;30.0;23.0;22.0;1.0;0.7931034482758621;0.7857142857142857;1.3636363636363635;1.0454545454545454;1.0;1.0434782608695652;1.0;0.9565217391304348;0.0;0.0;0.0;0.9870410367170628;0.0129589632829373;0.0;2.0
0.0;0.0;1.0;0.0;0.0;1.0;24.0;23.0;21.0;0.6153846153846154;0.6052631578947368;1.0;1.1428571428571428;1.0952380952380951;1.0;3.4285714285714284;3.2857142857142856;0.8571428571428571;0.0;0.0;1.0;0.9363905325443788;0.022189349112426;0.0414201183431952;0.0
1.0;0.0;2.0;0.6538461538461539;0.0;1.0;19.0;23.0;48.0;0.4222222222222222;0.3484848484848485;0.7384615384615385;1.0;1.2105263157894737;2.526315789473684;0.6666666666666666;7.666666666666667;7.333333333333333;1.0;0.0;0.0;0.9252336448598132;0.050233644859813;0.0245327102803738;0.0
0.0;0.0;0.0;1.0;1.0;1.0;24.0;23.0;22.0;1.0;1.0;1.0;1.0909090909090908;1.0454545454545454;1.0;1.0434782608695652;1.0;0.9565217391304348;0.0;0.0;0.0;0.9646781789638932;0.0;0.0353218210361067;0.0
1.0;0.0;0.0;1.0;0.0;0.0;19.0;23.0;22.0;1.0;0.575;0.5641025641025641;1.0;1.2105263157894737;1.1578947368421053;0.6666666666666666;7.666666666666667;7.333333333333333;1.0;0.0;0.0;0.9551886792452832;0.0133647798742138;0.0314465408805031;0.0
2.0;0.0;0.0;1.0;0.0;0.0;14.0;23.0;22.0;1.0;0.6571428571428571;0.6470588235294118;1.0;1.6428571428571428;1.5714285714285714;0.6666666666666666;7.666666666666667;7.333333333333333;1.0;0.0;0.0;0.9628164556962026;0.0094936708860759;0.0276898734177215;0.0
0.0;0.0;0.0;0.0;1.0;0.6;2.0;28.0;25.0;0.2;0.9032258064516128;0.8333333333333334;1.0;14.0;12.5;0.6666666666666666;7.666666666666667;7.333333333333333;1.0;0.0;0.0;0.958855098389982;0.0071556350626118;0.033989266547406;0.0
0.0;0.0;2.0;0.0;0.0;1.0;2.0;23.0;27.0;0.2857142857142857;0.8214285714285714;1.0;1.0;11.5;13.5;0.6666666666666666;7.666666666666667;7.333333333333333;1.0;0.0;0.0;0.955743879472693;0.0047080979284369;0.03954802259887;0.0
0.0;0.0;1.0;0.0;0.0;1.0;24.0;23.0;29.0;0.7741935483870968;0.7666666666666667;1.0;1.0434782608695652;1.0;1.2608695652173914;1.0434782608695652;1.0;0.9565217391304348;0.0;0.0;0.0;0.9571589627959414;0.0078917700112739;0.0349492671927846;0.0
1.0;0.0;0.0;1.0;0.0;0.0;19.0;23.0;22.0;1.0;0.575;0.5641025641025641;1.0;1.2105263157894737;1.1578947368421053;0.6666666666666666;7.666666666666667;7.333333333333333;1.0;0.0;0.0;0.9505061867266592;0.0191226096737907;0.03037120359955;0.0
0.0;0.0;0.0;1.0;1.0;1.0;24.0;23.0;22.0;1.0;1.0;1.0;1.0909090909090908;1.0454545454545454;1.0;1.0434782608695652;1.0;0.9565217391304348;0.0;0.0;0.0;0.892128279883382;0.0;0.107871720116618;0.0
1.0;0.0;0.0;1.0;0.0;0.0;21.0;23.0;22.0;1.0;0.5476190476190477;0.5365853658536586;1.0;1.0952380952380951;1.0476190476190477;0.6666666666666666;7.666666666666667;7.333333333333333;1.0;0.0;0.0;0.8788321167883212;0.0277372262773722;0.0934306569343065;1.0
