Qsize_R1;Qsize_R2;Cur_Charge_comparable_R1;Cur_Charge_comparable_R2;Exp_Charge__R1;Exp_Charge__R2;Exp_ChargeRates_R1;Exp_ChargeRates_R2;Exp_Charge__comparable_R1;Exp_Charge__comparable_R2;Eff_Gross_R1;Eff_Gross_R2;predFamilies_R1;predFamilies_R2;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource
1.0;2.0;0.2692307692307692;1.0;44.0;71.0;0.4583333333333333;0.8352941176470589;1.0;1.6136363636363635;1.5;0.95;0.0;0.0;1.0;0.0;0.0;1.0
16.0;16.0;0.6187290969899666;1.0;215.0;318.0;0.4182879377431907;0.6322067594433399;1.0;1.4790697674418605;1.5;0.95;0.0;0.0;0.9584158415841584;0.0415841584158415;0.0;1.0
16.0;17.0;0.5538922155688623;1.0;215.0;341.0;0.3916211293260473;0.6482889733840305;1.0;1.586046511627907;3.75;0.875;0.0;1.0;0.9611111111111112;0.0388888888888888;0.0;1.0
18.0;18.0;0.6047197640117994;1.0;235.0;346.0;0.4094076655052265;0.6279491833030852;1.0;1.4723404255319148;3.75;0.875;0.0;1.0;0.966252220248668;0.0337477797513321;0.0;1.0
19.0;20.0;0.572972972972973;1.0;242.0;389.0;0.3954248366013072;0.6472545757071547;1.0;1.6074380165289257;1.5;0.95;0.0;0.0;0.9716193656093488;0.028380634390651;0.0;1.0
22.0;20.0;0.6138613861386139;1.0;278.0;411.0;0.407624633431085;0.6236722306525038;1.0;1.4784172661870505;3.75;0.875;0.0;1.0;0.9760479041916168;0.0239520958083832;0.0;1.0
28.0;27.0;0.5981308411214953;1.0;350.0;554.0;0.3954802259887006;0.6338672768878718;1.0;1.582857142857143;1.5;0.95;0.0;0.0;0.9884393063583816;0.0115606936416184;0.0;1.0
31.0;28.0;0.6691176470588235;1.0;394.0;551.0;0.4200426439232409;0.6021857923497268;1.0;1.398477157360406;3.75;0.875;0.0;1.0;0.9912663755458516;0.0087336244541484;0.0;1.0
35.0;30.0;0.7242582897033158;1.0;445.0;592.0;0.43713163064833;0.5878848063555114;1.0;1.3303370786516855;1.5;0.95;0.0;0.0;0.993963782696177;0.0060362173038229;0.0;1.0
36.0;34.0;0.6574923547400612;1.0;460.0;673.0;0.4129263913824057;0.6101541251133273;1.0;1.4630434782608697;1.5;0.95;0.0;0.0;0.9963235294117648;0.0036764705882352;0.0;1.0
41.0;36.0;0.7134751773049646;1.0;533.0;724.0;0.4305331179321486;0.5900570497147515;1.0;1.3583489681050656;1.5;0.95;0.0;0.0;0.9853181076672104;0.0146818923327895;0.0;1.0
42.0;37.0;0.6991758241758241;1.0;539.0;735.0;0.425414364640884;0.5908360128617364;1.0;1.3636363636363635;3.75;0.875;0.0;1.0;0.973249409913454;0.011014948859166;0.01573564122738;0.0
46.0;38.0;0.7777777777777778;1.0;611.0;766.0;0.4499263622974963;0.5686711210096511;1.0;1.253682487725041;1.5;0.95;0.0;0.0;0.9700511322132944;0.0204528853177501;0.0094959824689554;1.0
51.0;39.0;0.8412073490813649;1.0;671.0;769.0;0.468248429867411;0.5453900709219858;1.0;1.1460506706408349;3.75;0.875;0.0;1.0;0.955071477195371;0.0163376446562287;0.0285908781484002;0.0
