Qsize_R6;Qsize_R7;Cur_Charge_comparable_R6;Cur_Charge_comparable_R7;Exp_Charge__R6;Exp_Charge__R7;Exp_ChargeRates_R6;Exp_ChargeRates_R7;Exp_Charge__comparable_R6;Exp_Charge__comparable_R7;Eff_Gross_R6;Eff_Gross_R7;predFamilies_R6;predFamilies_R7;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource
1.0;0.0;1.0;0.0;43.0;28.0;1.0;0.6666666666666666;1.5357142857142858;1.0;1.0;0.9655172413793104;0.0;0.0;0.9393939393939394;0.0473484848484848;0.0132575757575757;1.0
0.0;1.0;0.3636363636363636;1.0;37.0;30.0;0.6271186440677966;0.7894736842105263;1.2333333333333334;1.0;3.2222222222222223;0.8888888888888888;0.0;1.0;0.9501582278481012;0.0261075949367088;0.0237341772151898;1.0
0.0;2.0;0.2142857142857142;1.0;35.0;36.0;0.5555555555555556;0.8571428571428571;1.0;1.0285714285714285;3.2222222222222223;0.8888888888888888;0.0;1.0;0.950856291883842;0.0238272524199553;0.0253164556962025;1.0
0.0;3.0;0.0;1.0;29.0;36.0;0.5087719298245614;1.0;1.0;1.2413793103448276;3.2222222222222223;0.8888888888888888;0.0;1.0;0.962187711006077;0.0189061444969615;0.0189061444969615;1.0
2.0;0.0;1.0;0.0;75.0;28.0;1.0;0.3783783783783784;2.6785714285714284;1.0;1.0;0.9655172413793104;0.0;0.0;0.9408517350157728;0.0228706624605678;0.0362776025236593;1.0
2.0;1.0;1.0;0.55;69.0;30.0;0.7582417582417582;0.4285714285714285;2.3;1.0;3.2222222222222223;0.8888888888888888;0.0;1.0;0.9328593996840442;0.0181674565560821;0.0489731437598736;1.0
2.0;2.0;1.0;0.8275862068965517;58.0;32.0;0.7073170731707317;0.5245901639344263;1.8125;1.0;3.2222222222222223;0.8888888888888888;0.0;1.0;0.9452054794520548;0.0120870265914585;0.0427074939564867;1.0
1.0;4.0;0.2777777777777778;1.0;39.0;64.0;0.52;0.8648648648648649;1.0;1.641025641025641;1.0;0.9655172413793104;0.0;0.0;0.9398572884811416;0.0132517838939857;0.0468909276248725;0.0
1.0;3.0;1.0;0.8571428571428571;46.0;58.0;0.6052631578947368;0.6236559139784946;1.0;1.2608695652173914;0.9166666666666666;2.333333333333333;1.0;0.0;0.9254032258064516;0.0090725806451612;0.0655241935483871;0.0
2.0;3.0;1.0;0.627906976744186;54.0;55.0;0.6666666666666666;0.5612244897959183;1.0;1.0185185185185186;0.9166666666666666;2.333333333333333;1.0;0.0;0.924949290060852;0.0040567951318458;0.0709939148073022;0.0
