Qsize_R3;Qsize_R4;Qsize_R5;Cur_Charge_comparable_R3;Cur_Charge_comparable_R4;Cur_Charge_comparable_R5;Exp_Charge__R3;Exp_Charge__R4;Exp_Charge__R5;Exp_ChargeRates_R3;Exp_ChargeRates_R4;Exp_ChargeRates_R5;Exp_Charge__comparable_R3;Exp_Charge__comparable_R4;Exp_Charge__comparable_R5;Eff_Gross_R3;Eff_Gross_R4;Eff_Gross_R5;predFamilies_R3;predFamilies_R4;predFamilies_R5;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource
0.0;0.0;0.0;1.0;1.0;1.0;24.0;23.0;22.0;1.0;1.0;1.0;1.0909090909090908;1.0454545454545454;1.0;1.0434782608695652;1.0;0.9565217391304348;0.0;0.0;0.0;0.9818875119161106;0.0;0.0181124880838894;2.0
0.0;0.0;1.0;0.0;0.0;1.0;24.0;23.0;21.0;0.6153846153846154;0.6052631578947368;1.0;1.1428571428571428;1.0952380952380951;1.0;3.4285714285714284;3.2857142857142856;0.8571428571428571;0.0;0.0;1.0;0.9734767025089606;0.010752688172043;0.0157706093189964;2.0
0.0;0.0;2.0;0.0;0.0;1.0;24.0;23.0;20.0;0.631578947368421;0.6216216216216216;1.0;1.2;1.15;1.0;3.4285714285714284;3.2857142857142856;0.8571428571428571;0.0;0.0;1.0;0.9847328244274808;0.0097154753643303;0.0055517002081887;2.0
0.0;0.0;2.0;0.0;0.0;1.0;24.0;23.0;19.0;0.6486486486486487;0.6388888888888888;1.0;1.263157894736842;1.2105263157894737;1.0;3.4285714285714284;3.2857142857142856;0.8571428571428571;0.0;0.0;1.0;0.9908321579689704;0.0091678420310296;0.0;2.0
0.0;1.0;1.0;0.0;1.0;0.6;24.0;43.0;18.0;0.4285714285714285;0.7818181818181819;0.4736842105263157;1.3333333333333333;2.388888888888889;1.0;3.4285714285714284;3.2857142857142856;0.8571428571428571;0.0;0.0;1.0;0.9628610729023384;0.0220082530949105;0.015130674002751;0.0
1.0;1.0;0.0;0.3333333333333333;1.0;0.0;29.0;38.0;6.0;0.6590909090909091;0.8837209302325582;0.2307692307692307;4.833333333333333;6.333333333333333;1.0;3.4285714285714284;3.2857142857142856;0.8571428571428571;0.0;0.0;1.0;0.9611576542269612;0.0152322924600152;0.0236100533130236;0.0
1.0;2.0;0.0;1.0;0.6363636363636364;0.0;24.0;37.0;6.0;0.631578947368421;0.6271186440677966;0.1428571428571428;4.0;6.166666666666667;1.0;0.6666666666666666;7.666666666666667;2.0;1.0;0.0;1.0;0.9447388342165026;0.0272520817562452;0.028009084027252;0.0
2.0;1.0;1.0;1.0;0.4117647058823529;1.0;19.0;30.0;39.0;0.4418604651162791;0.46875;0.6190476190476191;1.0;1.5789473684210529;2.0526315789473686;0.6666666666666666;7.666666666666667;7.333333333333333;1.0;0.0;0.0;0.950693374422188;0.0315870570107858;0.0177195685670261;0.0
3.0;0.0;2.0;1.0;0.0;1.0;14.0;23.0;34.0;0.5384615384615384;0.4893617021276595;0.7391304347826086;1.0;1.6428571428571428;2.4285714285714284;0.6666666666666666;7.666666666666667;7.333333333333333;1.0;0.0;0.0;0.9675632911392406;0.0189873417721519;0.0134493670886075;0.0
3.0;0.0;2.0;1.0;0.0;0.7142857142857143;9.0;23.0;27.0;0.6428571428571429;0.6571428571428571;0.7941176470588235;1.0;2.555555555555556;3.0;0.6666666666666666;7.666666666666667;7.333333333333333;1.0;0.0;0.0;0.9813311688311688;0.0097402597402597;0.0089285714285714;1.0
