Qsize_R6;Qsize_R7;Cur_Charge_comparable_R6;Cur_Charge_comparable_R7;Exp_Charge__R6;Exp_Charge__R7;Exp_ChargeRates_R6;Exp_ChargeRates_R7;Exp_Charge__comparable_R6;Exp_Charge__comparable_R7;Eff_Gross_R6;Eff_Gross_R7;predFamilies_R6;predFamilies_R7;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource
2.0;0.0;1.0;0.1666666666666666;53.0;32.0;0.9298245614035088;0.5714285714285714;1.65625;1.0;1.0;0.9655172413793104;0.0;0.0;0.9746926970354304;0.0050614605929139;0.0202458423716558;1.0
2.0;0.0;1.0;0.2352941176470588;46.0;32.0;0.92;0.6530612244897959;1.4375;1.0;1.0;0.9655172413793104;0.0;0.0;0.9790718835304822;0.0018198362147406;0.019108280254777;1.0
2.0;1.0;1.0;0.6590909090909091;73.0;37.0;0.7156862745098039;0.4567901234567901;1.972972972972973;1.0;3.2222222222222223;0.8888888888888888;0.0;1.0;0.936244541484716;0.0;0.0637554585152838;1.0
0.0;0.0;0.4444444444444444;1.0;33.0;37.0;0.7857142857142857;0.902439024390244;1.0;1.121212121212121;1.0;0.9655172413793104;0.0;0.0;0.9702517162471396;0.0148741418764302;0.0148741418764302;1.0
0.0;1.0;0.1176470588235294;1.0;31.0;45.0;0.6458333333333334;0.9574468085106383;1.0;1.4516129032258065;1.0;0.9655172413793104;0.0;0.0;0.963064295485636;0.0109439124487004;0.0259917920656634;0.0
0.0;0.0;0.7777777777777778;1.0;36.0;37.0;0.8;0.8409090909090909;1.0;1.0277777777777777;1.0;0.9655172413793104;0.0;0.0;0.9722222222222222;0.0;0.0277777777777777;1.0
1.0;0.0;1.0;0.0;54.0;8.0;1.0;0.2424242424242424;6.75;1.0;3.2222222222222223;0.8888888888888888;0.0;1.0;0.95;0.0;0.05;1.0
1.0;0.0;1.0;0.0555555555555555;47.0;9.0;0.9791666666666666;0.3333333333333333;5.222222222222222;1.0;3.2222222222222223;0.8888888888888888;0.0;1.0;0.9201596806387226;0.0419161676646706;0.0379241516966067;1.0
0.0;0.0;1.0;0.1818181818181818;40.0;10.0;0.9523809523809524;0.4761904761904761;4.0;1.0;3.2222222222222223;0.8888888888888888;0.0;1.0;0.94206008583691;0.0300429184549356;0.0278969957081545;1.0
0.0;0.0;1.0;0.8333333333333334;35.0;13.0;0.875;0.6842105263157895;2.6923076923076925;1.0;3.2222222222222223;0.8888888888888888;0.0;1.0;0.955456570155902;0.0200445434298441;0.0244988864142538;1.0
0.0;0.0;0.0;1.0;29.0;11.0;0.90625;1.0;2.636363636363636;1.0;3.2222222222222223;0.8888888888888888;0.0;1.0;0.9586206896551724;0.0344827586206896;0.0068965517241379;1.0
0.0;0.0;0.0;1.0;29.0;13.0;0.8529411764705882;1.0;2.230769230769231;1.0;3.2222222222222223;0.8888888888888888;0.0;1.0;0.9782608695652174;0.0096618357487922;0.0120772946859903;1.0
1.0;0.0;1.0;0.125;53.0;11.0;0.9464285714285714;0.3142857142857143;4.818181818181818;1.0;3.2222222222222223;0.8888888888888888;0.0;1.0;0.9344660194174758;0.0;0.0655339805825242;1.0
1.0;0.0;1.0;0.0;42.0;8.0;1.0;0.3809523809523809;5.25;1.0;3.2222222222222223;0.8888888888888888;0.0;1.0;0.9305912596401028;0.0359897172236503;0.0334190231362467;1.0
0.0;0.0;1.0;0.0;31.0;8.0;1.0;0.8;3.875;1.0;3.2222222222222223;0.8888888888888888;0.0;1.0;0.9848942598187312;0.0090634441087613;0.0060422960725075;1.0
1.0;0.0;1.0;0.1481481481481481;56.0;12.0;0.9333333333333332;0.3076923076923077;4.666666666666667;1.0;3.2222222222222223;0.8888888888888888;0.0;1.0;0.9114285714285716;0.0;0.0885714285714285;1.0
2.0;0.0;1.0;0.0;46.0;8.0;1.0;0.32;5.75;1.0;3.2222222222222223;0.8888888888888888;0.0;1.0;0.9283276450511946;0.0136518771331058;0.0580204778156996;1.0
0.0;0.0;1.0;0.0;32.0;28.0;1.0;0.9032258064516128;1.1428571428571428;1.0;1.0;0.9655172413793104;0.0;0.0;0.9545454545454546;0.0181818181818181;0.0272727272727272;1.0
0.0;0.0;1.0;1.0;29.0;8.0;1.0;1.0;3.625;1.0;3.2222222222222223;0.8888888888888888;0.0;1.0;0.8461538461538461;0.1538461538461538;0.0;1.0
1.0;0.0;1.0;0.0;56.0;8.0;1.0;0.2285714285714285;7.0;1.0;3.2222222222222223;0.8888888888888888;0.0;1.0;0.0;0.3414634146341463;0.6585365853658537;1.0
