Qsize_R1;Qsize_R2;Cur_Charge_comparable_R1;Cur_Charge_comparable_R2;Exp_Charge__R1;Exp_Charge__R2;Exp_ChargeRates_R1;Exp_ChargeRates_R2;Exp_Charge__comparable_R1;Exp_Charge__comparable_R2;Eff_Gross_R1;Eff_Gross_R2;predFamilies_R1;predFamilies_R2;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource_0.0;Selected Resource_1.0
1.0;1.0;1.0;0.85;44.0;59.0;0.7213114754098361;0.7468354430379747;1.0;1.3409090909090908;0.96;1.68;0.0;0.0;1.0;0.0;0.0;1;0
2.0;1.0;1.0;0.5;46.0;59.0;0.7301587301587301;0.6344086021505376;1.0;1.2826086956521738;0.9230769230769232;3.230769230769231;1.0;0.0;1.0;0.0;0.0;1;0
5.0;2.0;1.0;0.2716049382716049;105.0;64.0;0.8267716535433071;0.4413793103448276;1.640625;1.0;0.96;1.68;0.0;0.0;1.0;0.0;0.0;0;1
5.0;3.0;1.0;0.5925925925925926;105.0;62.0;0.6862745098039216;0.4335664335664335;1.6935483870967742;1.0;1.6;0.9333333333333332;0.0;1.0;1.0;0.0;0.0;0;1
7.0;4.0;1.0;0.5882352941176471;126.0;74.0;0.6774193548387096;0.4204545454545454;1.7027027027027026;1.0;1.6;0.9333333333333332;0.0;1.0;1.0;0.0;0.0;0;1
8.0;7.0;0.9736842105263158;1.0;135.0;156.0;0.5421686746987951;0.5842696629213483;1.0;1.1555555555555554;0.96;1.68;0.0;0.0;1.0;0.0;0.0;0;1
9.0;10.0;0.5980861244019139;1.0;149.0;251.0;0.4162011173184357;0.6675531914893617;1.0;1.6845637583892616;0.96;1.68;0.0;0.0;1.0;0.0;0.0;0;1
10.0;12.0;0.4907749077490775;1.0;157.0;313.0;0.366822429906542;0.7017937219730942;1.0;1.993630573248408;0.96;1.68;0.0;0.0;0.9734939759036144;0.0265060240963855;0.0;0;1
10.0;13.0;0.4493243243243243;1.0;157.0;310.0;0.3465783664459161;0.6997742663656885;1.0;1.9745222929936304;1.6;0.9333333333333332;0.0;1.0;0.975;0.025;0.0;0;1
12.0;15.0;0.4294117647058823;1.0;170.0;382.0;0.3333333333333333;0.7234848484848485;1.0;2.247058823529412;0.96;1.68;0.0;0.0;0.9878048780487804;0.0121951219512195;0.0;0;1
15.0;16.0;0.4661654135338345;1.0;210.0;441.0;0.3448275862068966;0.7033492822966507;1.0;2.1;0.96;1.68;0.0;0.0;0.9590163934426228;0.040983606557377;0.0;1;0
19.0;18.0;0.5542725173210161;1.0;264.0;475.0;0.3787661406025825;0.6643356643356644;1.0;1.7992424242424243;0.96;1.68;0.0;0.0;0.9697406340057636;0.0302593659942363;0.0;1;0
20.0;18.0;0.6157407407407407;1.0;278.0;474.0;0.3915492957746478;0.6405405405405405;1.0;1.7050359712230216;0.9230769230769232;3.230769230769231;1.0;0.0;0.9496598639455782;0.0503401360544217;0.0;1;0
21.0;18.0;0.642691415313225;1.0;289.0;473.0;0.4013888888888889;0.6306666666666667;1.0;1.6366782006920415;0.9230769230769232;3.230769230769231;1.0;0.0;0.954177897574124;0.045822102425876;0.0;1;0
25.0;20.0;0.6995708154506438;1.0;350.0;508.0;0.4289215686274509;0.6091127098321343;1.0;1.4514285714285715;0.96;1.68;0.0;0.0;0.9428571428571428;0.0357142857142857;0.0214285714285714;1;0
26.0;20.0;0.7424892703862661;1.0;358.0;508.0;0.4344660194174757;0.594847775175644;1.0;1.4189944134078212;0.9230769230769232;3.230769230769231;1.0;0.0;0.944186046511628;0.0348837209302325;0.0209302325581395;1;0
27.0;22.0;0.7295081967213115;1.0;368.0;530.0;0.4299065420560747;0.5981941309255079;1.0;1.440217391304348;0.9230769230769232;3.230769230769231;1.0;0.0;0.9525959367945824;0.0293453724604966;0.0180586907449209;1;0
32.0;24.0;0.8543307086614174;1.0;458.0;550.0;0.474120082815735;0.5589430894308943;1.0;1.2008733624454149;0.96;1.68;0.0;0.0;0.9691358024691358;0.0185185185185185;0.0123456790123456;0;1
34.0;25.0;0.8468809073724007;1.0;472.0;543.0;0.4715284715284715;0.5479313824419778;1.0;1.1504237288135593;1.6;0.9333333333333332;0.0;1.0;0.9819095477386934;0.0100502512562814;0.0080402010050251;0;1
38.0;26.0;0.9166666666666666;1.0;519.0;554.0;0.490084985835694;0.5281220209723546;1.0;1.0674373795761078;1.6;0.9333333333333332;0.0;1.0;0.9574468085106383;0.0046253469010175;0.0379278445883441;0;1
41.0;33.0;0.802731411229135;1.0;553.0;701.0;0.4562706270627062;0.5699186991869919;1.0;1.267631103074141;0.96;1.68;0.0;0.0;0.9627228525121556;0.0121555915721231;0.0251215559157212;1;0
42.0;35.0;0.8154761904761905;1.0;560.0;714.0;0.4545454545454545;0.5657686212361331;1.0;1.275;0.9230769230769232;3.230769230769231;1.0;0.0;0.957613814756672;0.0109890109890109;0.0313971742543171;1;0
49.0;36.0;0.9658753709198812;1.0;675.0;716.0;0.5003706449221645;0.5237746891002194;1.0;1.0607407407407408;0.96;1.68;0.0;0.0;0.9714076246334312;0.0065982404692082;0.0219941348973607;1;0
50.0;36.0;0.9955489614243324;1.0;683.0;716.0;0.5033161385408991;0.5162220620043259;1.0;1.048316251830161;0.9230769230769232;3.230769230769231;1.0;0.0;0.971820809248555;0.0065028901734104;0.0216763005780346;1;0
52.0;35.0;1.0;0.957325746799431;727.0;715.0;0.5192857142857142;0.504231311706629;1.0167832167832167;1.0;0.96;1.68;0.0;0.0;0.9745042492917848;0.0056657223796034;0.0198300283286118;1;0
57.0;38.0;1.0;0.9083870967741936;799.0;746.0;0.5316034597471723;0.4904667981591059;1.0710455764075066;1.0;0.96;1.68;0.0;0.0;0.9672988881621976;0.0183126226291693;0.014388489208633;0;1
