Qsize_R1;Qsize_R2;Cur_Charge_comparable_R1;Cur_Charge_comparable_R2;Exp_Charge__R1;Exp_Charge__R2;Exp_ChargeRates_R1;Exp_ChargeRates_R2;Exp_Charge__comparable_R1;Exp_Charge__comparable_R2;Eff_Gross_R1;Eff_Gross_R2;predFamilies_R1;predFamilies_R2;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource_0.0;Selected Resource_1.0
5.0;2.0;1.0;0.3064516129032258;86.0;61.0;0.819047619047619;0.4959349593495935;1.4098360655737705;1.0;0.96;1.68;0.0;0.0;1.0;0.0;0.0;1;0
8.0;3.0;1.0;0.2745098039215686;126.0;70.0;0.8181818181818182;0.4069767441860465;1.8;1.0;0.96;1.68;0.0;0.0;1.0;0.0;0.0;1;0
9.0;5.0;1.0;0.2949640287769784;163.0;83.0;0.7990196078431373;0.3738738738738739;1.963855421686747;1.0;0.96;1.68;0.0;0.0;1.0;0.0;0.0;1;0
11.0;6.0;1.0;0.2569832402234637;203.0;88.0;0.8152610441767069;0.3295880149812734;2.3068181818181817;1.0;0.96;1.68;0.0;0.0;0.925925925925926;0.074074074074074;0.0;1;0
14.0;7.0;1.0;0.2321428571428571;248.0;94.0;0.8266666666666667;0.2955974842767295;2.6382978723404253;1.0;0.96;1.68;0.0;0.0;0.9419795221843004;0.0580204778156996;0.0;0;1
19.0;9.0;1.0;0.4424460431654676;302.0;165.0;0.7105882352941176;0.3724604966139955;1.8303030303030303;1.0;0.96;1.68;0.0;0.0;0.9662650602409638;0.0337349397590361;0.0;0;1
22.0;10.0;1.0;0.4617834394904458;338.0;159.0;0.6997929606625258;0.3361522198731501;2.125786163522013;1.0;1.6;0.9333333333333332;0.0;1.0;0.9329268292682928;0.0670731707317073;0.0;0;1
26.0;16.0;1.0;0.752;399.0;324.0;0.5859030837004405;0.463519313304721;1.2314814814814814;1.0;0.96;1.68;0.0;0.0;0.946685878962536;0.0533141210374639;0.0;1;0
27.0;17.0;1.0;0.7422680412371134;400.0;330.0;0.5813953488372093;0.4596100278551532;1.2121212121212122;1.0;0.9230769230769232;3.230769230769231;1.0;0.0;0.952112676056338;0.0478873239436619;0.0;1;0
28.0;17.0;1.0;0.7192982456140351;411.0;329.0;0.5888252148997135;0.4519230769230769;1.249240121580547;1.0;0.9230769230769232;3.230769230769231;1.0;0.0;0.9567642956764296;0.0432357043235704;0.0;1;0
30.0;16.0;1.0;0.6651162790697674;454.0;328.0;0.6135135135135135;0.4327176781002638;1.3841463414634143;1.0;0.96;1.68;0.0;0.0;0.9623655913978496;0.0376344086021505;0.0;1;0
34.0;17.0;1.0;0.6012396694214877;508.0;333.0;0.6357947434292867;0.4075887392900856;1.5255255255255256;1.0;0.96;1.68;0.0;0.0;0.9393939393939394;0.029090909090909;0.0315151515151515;1;0
39.0;25.0;1.0;0.7332214765100671;620.0;479.0;0.586565752128666;0.4455813953488372;1.2943632567849688;1.0;0.96;1.68;0.0;0.0;0.9069359086918348;0.0465320456540825;0.0465320456540825;1;0
40.0;25.0;1.0;0.696969696969697;639.0;479.0;0.5938661710037175;0.4330922242314647;1.3340292275574113;1.0;0.9230769230769232;3.230769230769231;1.0;0.0;0.9094017094017094;0.0452991452991453;0.0452991452991453;1;0
43.0;27.0;1.0;0.7183734939759037;688.0;519.0;0.590557939914163;0.4387151310228233;1.325626204238921;1.0;0.96;1.68;0.0;0.0;0.9261363636363636;0.0357142857142857;0.0381493506493506;1;0
49.0;32.0;1.0;0.7586206896551724;778.0;614.0;0.5762962962962963;0.4488304093567251;1.267100977198697;1.0;0.96;1.68;0.0;0.0;0.9324894514767932;0.0358649789029535;0.0316455696202531;1;0
50.0;33.0;1.0;0.7671410090556274;785.0;635.0;0.56966618287373;0.4509943181818182;1.236220472440945;1.0;0.9230769230769232;3.230769230769231;1.0;0.0;0.9375428963623884;0.0329444063143445;0.0295126973232669;0;1
