Qsize_R6;Qsize_R7;Cur_Charge_comparable_R6;Cur_Charge_comparable_R7;Exp_Charge__R6;Exp_Charge__R7;Exp_ChargeRates_R6;Exp_ChargeRates_R7;Exp_Charge__comparable_R6;Exp_Charge__comparable_R7;Eff_Gross_R6;Eff_Gross_R7;predFamilies_R6;predFamilies_R7;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource_0.0;Selected Resource_1.0
1.0;1.0;1.0;0.5;56.0;44.0;0.8484848484848485;0.6875;1.2727272727272727;1.0;1.0285714285714285;0.9714285714285714;0.0;0.0;0.958625525946704;0.020336605890603;0.0210378681626928;0;1
1.0;1.0;1.0;0.5517241379310345;65.0;26.0;0.8024691358024691;0.4727272727272727;2.5;1.0;3.272727272727273;0.9090909090909092;0.0;1.0;0.954074074074074;0.0125925925925925;0.0333333333333333;0;1
1.0;1.0;1.0;0.7058823529411765;53.0;22.0;0.8153846153846154;0.5641025641025641;2.409090909090909;1.0;3.272727272727273;0.9090909090909092;0.0;1.0;0.9552691432903716;0.0227445034116755;0.0219863532979529;0;1
1.0;1.0;0.7222222222222222;1.0;49.0;28.0;0.7313432835820896;0.6829268292682927;1.75;1.0;3.272727272727273;0.9090909090909092;0.0;1.0;0.9477668433005298;0.0287660862982588;0.0234670704012112;0;1
0.0;0.0;0.0;1.0;36.0;42.0;0.8181818181818182;1.0;1.0;1.1666666666666667;1.0285714285714285;0.9714285714285714;0.0;0.0;0.9462025316455696;0.0453586497890295;0.0084388185654008;0;1
2.0;0.0;1.0;0.0;68.0;10.0;1.0;0.238095238095238;6.8;1.0;3.272727272727273;0.9090909090909092;0.0;1.0;0.9172335600907028;0.046485260770975;0.0362811791383219;0;1
0.0;2.0;0.0789473684210526;1.0;39.0;72.0;0.5064935064935064;0.96;1.0;1.8461538461538465;1.0285714285714285;0.9714285714285714;0.0;0.0;0.9400584795321636;0.0;0.0599415204678362;0;1
1.0;1.0;0.5517241379310345;1.0;52.0;39.0;0.6419753086419753;0.7090909090909091;1.3333333333333333;1.0;3.272727272727273;0.9090909090909092;0.0;1.0;0.9289099526066352;0.0;0.0710900473933649;0;1
0.0;2.0;0.1111111111111111;1.0;40.0;46.0;0.5263157894736842;0.92;1.0;1.15;3.272727272727273;0.9090909090909092;0.0;1.0;0.9222222222222224;0.0142857142857142;0.0634920634920634;0;1
1.0;3.0;0.7647058823529411;1.0;62.0;44.0;0.6458333333333334;0.6285714285714286;1.4090909090909092;1.0;3.272727272727273;0.9090909090909092;0.0;1.0;0.9027552674230146;0.0;0.0972447325769854;0;1
1.0;3.0;0.4375;1.0;50.0;42.0;0.6097560975609756;0.75;1.1904761904761905;1.0;3.272727272727273;0.9090909090909092;0.0;1.0;0.92;0.0;0.08;0;1
0.0;2.0;0.0666666666666666;1.0;38.0;40.0;0.5588235294117647;0.9523809523809524;1.0;1.0526315789473684;3.272727272727273;0.9090909090909092;0.0;1.0;0.9404096834264432;0.0;0.0595903165735568;0;1
2.0;2.0;0.8461538461538461;1.0;58.0;36.0;0.6904761904761905;0.6206896551724138;1.6111111111111112;1.0;3.272727272727273;0.9090909090909092;0.0;1.0;0.904950495049505;0.0;0.095049504950495;0;1
0.0;1.0;0.5555555555555556;1.0;41.0;43.0;0.82;0.8958333333333334;1.0;1.048780487804878;1.0285714285714285;0.9714285714285714;0.0;0.0;0.9383259911894272;0.0;0.0616740088105726;0;1
0.0;1.0;0.0;1.0;36.0;37.0;0.5714285714285714;1.0;1.0;1.0277777777777777;3.272727272727273;0.9090909090909092;0.0;1.0;0.8783783783783784;0.0;0.1216216216216216;0;1
0.0;0.0;1.0;1.0;36.0;34.0;1.0;1.0;1.0588235294117647;1.0;1.0285714285714285;0.9714285714285714;0.0;0.0;0.2916666666666667;0.7083333333333334;0.0;0;1
0.0;1.0;0.0;1.0;36.0;40.0;0.5454545454545454;1.0;1.0;1.1111111111111112;3.272727272727273;0.9090909090909092;0.0;1.0;0.0697674418604651;0.2325581395348837;0.6976744186046512;0;1
