Qsize_R3;Qsize_R4;Qsize_R5;Cur_Charge_comparable_R3;Cur_Charge_comparable_R4;Cur_Charge_comparable_R5;Exp_Charge__R3;Exp_Charge__R4;Exp_Charge__R5;Exp_ChargeRates_R3;Exp_ChargeRates_R4;Exp_ChargeRates_R5;Exp_Charge__comparable_R3;Exp_Charge__comparable_R4;Exp_Charge__comparable_R5;Eff_Gross_R3;Eff_Gross_R4;Eff_Gross_R5;predFamilies_R3;predFamilies_R4;predFamilies_R5;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource_0.0;Selected Resource_1.0;Selected Resource_2.0
0.0;0.0;0.0;1.0;1.0;1.0;16.0;26.0;22.0;1.0;1.0;1.0;1.0;1.625;1.375;0.9411764705882352;1.5294117647058822;1.2941176470588236;0.0;0.0;0.0;0.9657768651608488;0.0;0.0342231348391512;1;0;0
1.0;0.0;0.0;1.0;0.0;0.0;36.0;26.0;22.0;1.0;0.5652173913043478;0.5238095238095238;1.6363636363636365;1.181818181818182;1.0;0.9411764705882352;1.5294117647058822;1.2941176470588236;0.0;0.0;0.0;0.9461914744933612;0.0139762403913347;0.0398322851153039;0;0;1
0.0;0.0;0.0;1.0;1.0;1.0;16.0;26.0;22.0;1.0;1.0;1.0;1.0;1.625;1.375;0.9411764705882352;1.5294117647058822;1.2941176470588236;0.0;0.0;0.0;0.9441707717569786;0.0;0.0558292282430213;1;0;0
1.0;0.0;0.0;1.0;0.0;0.0;19.0;26.0;22.0;1.0;0.6341463414634146;0.5945945945945946;1.0;1.368421052631579;1.1578947368421053;0.8;5.2;4.4;1.0;0.0;0.0;0.934092758340114;0.0122050447518307;0.0537021969080553;1;1;0
1.0;0.0;1.0;0.25;0.0;1.0;9.0;26.0;42.0;0.3103448275862069;0.5098039215686274;0.8936170212765957;1.0;2.888888888888889;4.666666666666667;0.8;5.2;4.4;1.0;0.0;0.0;0.9411262798634812;0.0213310580204778;0.0375426621160409;1;1;1
3.0;0.0;0.0;1.0;0.0;0.0;33.0;26.0;22.0;1.0;0.6046511627906976;0.5641025641025641;1.5;1.181818181818182;1.0;0.9411764705882352;1.5294117647058822;1.2941176470588236;0.0;0.0;0.0;0.9096509240246408;0.0174537987679671;0.0728952772073922;1;0;0
0.0;0.0;0.0;1.0;1.0;1.0;4.0;26.0;22.0;1.0;1.0;1.0;1.0;6.5;5.5;0.8;5.2;4.4;1.0;0.0;0.0;0.8868778280542986;0.0;0.1131221719457013;1;1;0
0.0;1.0;0.0;0.0;1.0;0.0;16.0;44.0;22.0;0.4705882352941176;1.0;0.55;1.0;2.75;1.375;0.9411764705882352;1.5294117647058822;1.2941176470588236;0.0;0.0;0.0;0.9102564102564102;0.0288461538461538;0.0608974358974358;1;0;1
0.0;0.0;0.0;1.0;1.0;1.0;16.0;26.0;22.0;1.0;1.0;1.0;1.0;1.625;1.375;0.9411764705882352;1.5294117647058822;1.2941176470588236;0.0;0.0;0.0;0.953757225433526;0.0;0.0462427745664739;1;0;0
0.0;0.0;0.0;1.0;1.0;1.0;4.0;26.0;22.0;1.0;1.0;1.0;1.0;6.5;5.5;0.8;5.2;4.4;1.0;0.0;0.0;1.0;0.0;0.0;1;0;0
0.0;0.0;0.0;1.0;1.0;1.0;4.0;26.0;22.0;1.0;1.0;1.0;1.0;6.5;5.5;0.8;5.2;4.4;1.0;0.0;0.0;1.0;0.0;0.0;1;0;0
0.0;0.0;0.0;1.0;1.0;1.0;4.0;26.0;22.0;1.0;1.0;1.0;1.0;6.5;5.5;0.8;5.2;4.4;1.0;0.0;0.0;0.8650793650793651;0.0;0.1349206349206349;1;0;0
0.0;0.0;0.0;1.0;1.0;1.0;4.0;26.0;22.0;1.0;1.0;1.0;1.0;6.5;5.5;0.8;5.2;4.4;1.0;0.0;0.0;0.8475336322869955;0.0;0.1524663677130044;1;0;0
0.0;0.0;0.0;1.0;1.0;1.0;4.0;26.0;22.0;1.0;1.0;1.0;1.0;6.5;5.5;0.8;5.2;4.4;1.0;0.0;0.0;0.84688995215311;0.0;0.1531100478468899;1;0;1
0.0;0.0;0.0;1.0;1.0;1.0;4.0;26.0;22.0;1.0;1.0;1.0;1.0;6.5;5.5;0.8;5.2;4.4;1.0;0.0;0.0;0.8947368421052632;0.0;0.1052631578947368;1;0;0
0.0;1.0;0.0;0.0;1.0;0.0;4.0;37.0;22.0;0.2666666666666666;1.0;0.6666666666666666;1.0;9.25;5.5;0.8;5.2;4.4;1.0;0.0;0.0;0.8623188405797102;0.0797101449275362;0.0579710144927536;1;0;0
0.0;0.0;0.0;1.0;1.0;1.0;4.0;26.0;22.0;1.0;1.0;1.0;1.0;6.5;5.5;0.8;5.2;4.4;1.0;0.0;0.0;0.0;0.0;1.0;1;0;0
