P1;1;5;7;0
P2;2;4;6;0
P3;1;5;7;0
P4;1;3;6;0
P5;1;5;7;0
P6;1;4;6;0
P7;2;4;6;0
P8;2;3;7;0
P9;2;3;6;0
P10;2;3;6;0
P11;1;5;6;0
P12;2;5;7;0
P13;2;4;6;0
P14;2;4;7;0
P15;1;5;6;0
P16;2;4;7;0
P17;2;4;7;0
P18;1;5;7;0
P19;1;3;7;0
P20;2;3;7;0
P21;2;3;7;0
P22;2;3;7;0
P23;2;4;6;0
P24;1;5;7;0
P25;2;4;6;0
P26;1;4;6;0
P27;2;3;7;0
P28;1;3;7;0
P29;1;3;7;0
P30;2;3;7;0
P31;2;5;6;0
P32;2;3;6;0
P33;1;3;7;0
P34;2;3;7;0
P35;1;5;6;0
P36;1;5;6;0
P37;1;4;6;0
P38;1;3;7;0
P39;2;5;6;0
P40;2;4;6;0
P41;1;3;7;0
P42;1;5;6;0
P43;2;5;6;0
P44;1;5;6;0
P45;2;5;6;0
P46;2;4;7;0
P47;2;3;7;0
P48;2;4;7;0
P49;1;3;7;0
P50;1;5;6;0
P51;1;5;6;0
P52;1;5;7;0
P53;1;4;6;0
P54;2;4;7;0
P55;2;4;7;0
P56;2;5;6;0
P57;1;4;6;0
P58;1;4;6;0
P59;2;5;6;0
P60;1;3;7;0
P61;1;4;7;0
P62;1;5;6;0
P63;2;4;6;0
P64;2;5;7;0
P65;1;3;6;0
P66;1;3;6;0
P67;2;3;7;0
P68;2;5;7;0
P69;2;4;6;0
P70;1;5;6;0
P71;1;3;7;0
P72;2;4;6;0
P73;2;5;6;0
P74;1;3;7;0
P75;1;3;7;0
P76;2;4;6;0
P77;1;3;7;0
P78;1;4;6;0
P79;2;4;6;0
P80;1;5;6;0
P81;1;3;7;0
P82;1;5;6;0
P83;2;5;6;0
P84;1;5;6;0
P85;1;3;6;0
P86;2;5;6;0
P87;1;5;6;0
P88;2;5;6;0
P89;1;3;6;0
P90;2;3;7;0
P91;1;5;6;0
P92;1;4;7;0
P93;1;4;6;0
P94;1;5;6;0
P95;1;5;6;0
P96;1;3;7;0
P97;1;5;7;0
P98;1;4;6;0
P99;1;4;6;0
P100;1;3;7;0
P101;1;4;6;0
