Family;Qsize_R6;Qsize_R7;Qsize_R8;Qsize_R9;Cur_Charge_comparable_R6;Cur_Charge_comparable_R7;Cur_Charge_comparable_R8;Cur_Charge_comparable_R9;Exp_Charge__R6;Exp_Charge__R7;Exp_Charge__R8;Exp_Charge__R9;Exp_ChargeRates_R6;Exp_ChargeRates_R7;Exp_ChargeRates_R8;Exp_ChargeRates_R9;Exp_Charge__comparable_R6;Exp_Charge__comparable_R7;Exp_Charge__comparable_R8;Exp_Charge__comparable_R9;Eff_Gross_R6;Eff_Gross_R7;Eff_Gross_R8;Eff_Gross_R9;predFamilies_R6;predFamilies_R7;predFamilies_R8;predFamilies_R9;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource_0.0;Selected Resource_1.0;Selected Resource_2.0;Selected Resource_3.0
1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;14.0;15.0;16.0;17.0;1.0;1.0;1.0;1.0;1.0;1.0714285714285714;1.1428571428571428;1.2142857142857142;0.9333333333333333;1.0;1.0666666666666667;1.1333333333333333;0.0;0.0;0.0;0.0;0.24324324324324326;0.7567567567567568;0.0;0.0;0.0;0;0;1;0
4.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;14.0;15.0;28.0;17.0;0.5384615384615384;0.5555555555555556;1.0;0.5862068965517241;1.0;1.0714285714285714;2.0;1.2142857142857142;0.9333333333333333;1.0;1.0666666666666667;1.1333333333333333;0.0;0.0;0.0;0.0;0.5857142857142857;0.24285714285714285;0.17142857142857143;0.0;0.0;1;0;0;0
4.0;1.0;0.0;0.0;0.0;1.0;0.0;0.6666666666666666;0.0;10.0;15.0;20.0;17.0;0.7142857142857143;0.6;0.7692307692307693;0.6296296296296297;1.0;1.5;2.0;1.7;0.8;3.0;3.2;3.4;1.0;0.0;0.0;0.0;0.5357142857142857;0.375;0.08928571428571429;0.0;0.0;1;0;0;0
3.0;1.0;0.0;0.0;0.0;1.0;0.0;0.14285714285714285;0.0;21.0;15.0;17.0;17.0;0.9545454545454546;0.6521739130434783;0.7083333333333334;0.68;1.4;1.0;1.1333333333333333;1.1333333333333333;0.9333333333333333;1.0;1.0666666666666667;1.1333333333333333;0.0;0.0;0.0;0.0;0.6076923076923076;0.33076923076923076;0.06153846153846154;0.0;0.0;0;1;0;0
3.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;14.0;12.0;16.0;17.0;0.6666666666666666;1.0;0.6956521739130435;0.7083333333333334;1.1666666666666667;1.0;1.3333333333333333;1.4166666666666667;2.3333333333333335;0.8333333333333334;2.6666666666666665;2.8333333333333335;0.0;1.0;0.0;0.0;0.5684931506849316;0.2534246575342466;0.04794520547945205;0.02054794520547945;0.1095890410958904;0;1;0;0
3.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;14.0;15.0;16.0;17.0;0.5833333333333334;1.0;0.6153846153846154;0.6296296296296297;1.0;1.0714285714285714;1.1428571428571428;1.2142857142857142;2.3333333333333335;0.8333333333333334;2.6666666666666665;2.8333333333333335;0.0;1.0;0.0;0.0;0.6351351351351351;0.20945945945945946;0.06756756756756757;0.006756756756756757;0.08108108108108109;0;1;0;0
5.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;14.0;22.0;16.0;17.0;0.6666666666666666;1.0;0.6956521739130435;0.7083333333333334;1.0;1.5714285714285714;1.1428571428571428;1.2142857142857142;0.9333333333333333;1.0;1.0666666666666667;1.1333333333333333;0.0;0.0;0.0;0.0;0.7583892617449665;0.15436241610738255;0.04697986577181208;0.006711409395973154;0.03355704697986577;0;0;0;1
3.0;0.0;0.0;0.0;1.0;0.0;0.3333333333333333;0.0;1.0;14.0;10.0;16.0;32.0;0.4117647058823529;0.4;0.4444444444444444;0.8648648648648649;1.4;1.0;1.6;3.2;2.3333333333333335;0.8333333333333334;2.6666666666666665;2.8333333333333335;0.0;1.0;0.0;0.0;0.6611111111111111;0.16111111111111112;0.1111111111111111;0.0;0.06666666666666667;0;1;0;0
2.0;0.0;0.0;0.0;1.0;0.0;0.4444444444444444;0.0;1.0;14.0;19.0;16.0;26.0;0.5185185185185185;0.6785714285714286;0.5517241379310345;0.8666666666666667;1.0;1.3571428571428572;1.1428571428571428;1.8571428571428572;0.9333333333333333;1.0;1.0666666666666667;1.1333333333333333;0.0;0.0;0.0;0.0;0.6116071428571429;0.26785714285714285;0.05803571428571429;0.013392857142857142;0.049107142857142856;0;1;0;0
4.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;25.0;16.0;17.0;0.2857142857142857;1.0;0.6153846153846154;0.6296296296296297;1.0;6.25;4.0;4.25;0.8;3.0;3.2;3.4;1.0;0.0;0.0;0.0;0.7055837563451777;0.22842639593908629;0.050761421319796954;0.0;0.015228426395939087;1;0;0;0
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;14.0;18.0;6.0;17.0;0.8235294117647058;1.0;0.6666666666666666;0.85;2.3333333333333335;3.0;1.0;2.8333333333333335;2.0;2.142857142857143;0.8571428571428571;2.4285714285714284;0.0;0.0;1.0;0.0;0.670995670995671;0.2813852813852814;0.012987012987012988;0.004329004329004329;0.030303030303030304;0;1;0;0
1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;14.0;21.0;6.0;17.0;0.4666666666666667;1.0;0.2727272727272727;0.5151515151515151;2.3333333333333335;3.5;1.0;2.8333333333333335;2.3333333333333335;0.8333333333333334;1.0;2.8333333333333335;0.0;1.0;1.0;0.0;0.6291666666666667;0.24583333333333332;0.06666666666666667;0.0;0.058333333333333334;0;0;1;0
4.0;0.0;1.0;0.0;0.0;0.0;1.0;0.3333333333333333;0.0;4.0;30.0;21.0;17.0;0.16666666666666666;0.8571428571428571;0.5833333333333334;0.4594594594594595;1.0;7.5;5.25;4.25;0.8;3.0;3.2;3.4;1.0;0.0;0.0;0.0;0.6286919831223629;0.23628691983122363;0.08438818565400844;0.0;0.05063291139240506;1;0;0;0
4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;20.0;16.0;17.0;0.4444444444444444;1.0;0.7619047619047619;0.7727272727272727;1.0;5.0;4.0;4.25;0.8;3.0;3.2;3.4;1.0;0.0;0.0;0.0;0.645021645021645;0.2554112554112554;0.021645021645021644;0.0;0.07792207792207792;1;0;0;0
1.0;0.0;0.0;0.0;0.0;0.75;1.0;0.0;0.0;17.0;9.0;6.0;17.0;0.8095238095238095;0.75;0.46153846153846156;0.7083333333333334;2.8333333333333335;1.5;1.0;2.8333333333333335;2.3333333333333335;0.8333333333333334;1.0;2.8333333333333335;0.0;1.0;1.0;0.0;0.658008658008658;0.24242424242424243;0.030303030303030304;0.0;0.06926406926406926;1;0;0;0
1.0;1.0;0.0;0.0;0.0;1.0;0.23529411764705882;0.0;0.0;21.0;9.0;6.0;17.0;0.84;0.34615384615384615;0.2222222222222222;0.4473684210526316;3.5;1.5;1.0;2.8333333333333335;0.8;1.0;1.2;3.4;1.0;1.0;1.0;0.0;0.6204081632653061;0.22857142857142856;0.08571428571428572;0.0;0.0653061224489796;0;1;0;0
1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;9.0;5.0;6.0;17.0;1.0;0.5;0.5454545454545454;0.7727272727272727;1.8;1.0;1.2;3.4;0.8;1.0;1.2;3.4;1.0;1.0;1.0;0.0;0.6740088105726872;0.27312775330396477;0.022026431718061675;0.004405286343612335;0.02643171806167401;0;0;1;0
2.0;0.0;0.0;0.0;0.0;0.75;0.0;1.0;0.0;17.0;15.0;20.0;17.0;0.8095238095238095;0.6818181818181818;0.8695652173913043;0.7083333333333334;1.1333333333333333;1.0;1.3333333333333333;1.1333333333333333;0.9333333333333333;1.0;1.0666666666666667;1.1333333333333333;0.0;0.0;0.0;0.0;0.6875;0.25;0.03125;0.0;0.03125;0;1;0;0
3.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;14.0;23.0;16.0;17.0;0.6363636363636364;1.0;0.6666666666666666;0.68;1.0;1.6428571428571428;1.1428571428571428;1.2142857142857142;0.9333333333333333;1.0;1.0666666666666667;1.1333333333333333;0.0;0.0;0.0;0.0;0.6222222222222222;0.3377777777777778;0.035555555555555556;0.0044444444444444444;0.0;0;0;1;0
1.0;0.0;0.0;1.0;0.0;0.0;0.38461538461538464;1.0;0.0;4.0;20.0;29.0;17.0;0.18181818181818182;0.6060606060606061;0.8529411764705882;0.4857142857142857;1.0;5.0;7.25;4.25;0.8;3.0;3.2;3.4;1.0;0.0;0.0;0.0;0.6234309623430963;0.2803347280334728;0.07531380753138076;0.0;0.02092050209205021;1;0;0;0
2.0;1.0;0.0;1.0;0.0;1.0;0.35714285714285715;0.9285714285714286;0.0;28.0;10.0;29.0;17.0;0.6086956521739131;0.2702702702702703;0.6041666666666666;0.3469387755102041;2.8;1.0;2.9;1.7;2.3333333333333335;0.8333333333333334;2.6666666666666665;2.8333333333333335;0.0;1.0;0.0;0.0;0.5889328063241107;0.2648221343873518;0.12648221343873517;0.0;0.019762845849802372;0;1;0;0
2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;14.0;5.0;19.0;17.0;0.8235294117647058;0.625;1.0;0.85;2.8;1.0;3.8;3.4;2.3333333333333335;0.8333333333333334;2.6666666666666665;2.8333333333333335;0.0;1.0;0.0;0.0;0.6260869565217392;0.3130434782608696;0.013043478260869565;0.0;0.04782608695652174;0;1;0;0
3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;0.0;14.0;19.0;8.0;17.0;0.7;0.9047619047619048;0.6666666666666666;0.7391304347826086;1.75;2.375;1.0;2.125;2.0;2.142857142857143;0.8571428571428571;2.4285714285714284;0.0;0.0;1.0;0.0;0.5892116182572614;0.3360995850622407;0.024896265560165973;0.012448132780082987;0.03734439834024896;0;0;1;0
2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;14.0;5.0;17.0;17.0;0.9333333333333333;0.8333333333333334;1.0;0.9444444444444444;2.8;1.0;3.4;3.4;2.3333333333333335;0.8333333333333334;2.6666666666666665;2.8333333333333335;0.0;1.0;0.0;0.0;0.6623376623376623;0.2597402597402597;0.004329004329004329;0.004329004329004329;0.06926406926406926;0;1;0;0
2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;14.0;8.0;16.0;17.0;0.8235294117647058;1.0;0.8421052631578947;0.85;1.75;1.0;2.0;2.125;2.3333333333333335;0.8333333333333334;2.6666666666666665;2.8333333333333335;0.0;1.0;0.0;0.0;0.6563876651982379;0.23788546255506607;0.013215859030837005;0.013215859030837005;0.07929515418502203;0;1;0;0
2.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;14.0;5.0;16.0;17.0;1.0;1.0;1.0;1.0;2.8;1.0;3.2;3.4;2.3333333333333335;0.8333333333333334;2.6666666666666665;2.8333333333333335;0.0;1.0;0.0;0.0;0.6637931034482759;0.29310344827586204;0.0;0.008620689655172414;0.034482758620689655;0;1;0;0
2.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;14.0;20.0;16.0;17.0;0.4827586206896552;1.0;0.5161290322580645;0.53125;1.0;1.4285714285714286;1.1428571428571428;1.2142857142857142;2.3333333333333335;0.8333333333333334;2.6666666666666665;2.8333333333333335;0.0;1.0;0.0;0.0;0.6234817813765182;0.27530364372469635;0.06072874493927125;0.008097165991902834;0.032388663967611336;0;1;0;0
4.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;14.0;23.0;16.0;17.0;0.6363636363636364;1.0;0.6666666666666666;0.68;1.0;1.6428571428571428;1.1428571428571428;1.2142857142857142;0.9333333333333333;1.0;1.0666666666666667;1.1333333333333333;0.0;0.0;0.0;0.0;0.6739130434782609;0.26956521739130435;0.034782608695652174;0.0;0.021739130434782608;1;0;0;0
2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;20.0;5.0;16.0;17.0;1.0;0.45454545454545453;0.7272727272727273;0.7391304347826086;4.0;1.0;3.2;3.4;2.3333333333333335;0.8333333333333334;2.6666666666666665;2.8333333333333335;0.0;1.0;0.0;0.0;0.7162162162162162;0.22522522522522523;0.02702702702702703;0.0;0.03153153153153153;0;1;0;0
4.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;4.0;15.0;16.0;17.0;1.0;1.0;1.0;1.0;1.0;3.75;4.0;4.25;0.8;3.0;3.2;3.4;1.0;0.0;0.0;0.0;0.7170731707317073;0.25853658536585367;0.0;0.014634146341463415;0.00975609756097561;1;0;0;0
1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;16.0;15.0;16.0;17.0;1.0;0.8823529411764706;0.8888888888888888;0.8947368421052632;1.0666666666666667;1.0;1.0666666666666667;1.1333333333333333;0.9333333333333333;1.0;1.0666666666666667;1.1333333333333333;0.0;0.0;0.0;0.0;0.7452830188679245;0.23113207547169812;0.009433962264150943;0.014150943396226415;0.0;0;1;0;0
3.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;14.0;23.0;6.0;17.0;0.6363636363636364;1.0;0.42857142857142855;0.68;2.3333333333333335;3.8333333333333335;1.0;2.8333333333333335;2.0;2.142857142857143;0.8571428571428571;2.4285714285714284;0.0;0.0;1.0;0.0;0.6212121212121212;0.29545454545454547;0.030303030303030304;0.0;0.05303030303030303;0;0;1;0
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.3333333333333333;0.0;14.0;8.0;17.0;17.0;0.7777777777777778;0.8888888888888888;0.85;0.8095238095238095;1.75;1.0;2.125;2.125;2.3333333333333335;0.8333333333333334;2.6666666666666665;2.8333333333333335;0.0;1.0;0.0;0.0;0.6580882352941176;0.3125;0.014705882352941176;0.0;0.014705882352941176;0;1;0;0
3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;14.0;18.0;6.0;17.0;0.8235294117647058;1.0;0.6666666666666666;0.85;2.3333333333333335;3.0;1.0;2.8333333333333335;2.0;2.142857142857143;0.8571428571428571;2.4285714285714284;0.0;0.0;1.0;0.0;0.7047244094488189;0.2755905511811024;0.011811023622047244;0.007874015748031496;0.0;1;0;0;0
5.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;22.0;15.0;16.0;7.0;1.0;0.6521739130434783;0.6666666666666666;0.4666666666666667;3.142857142857143;2.142857142857143;2.2857142857142856;1.0;1.75;1.875;2.0;0.875;0.0;0.0;0.0;1.0;0.6870748299319728;0.24829931972789115;0.027210884353741496;0.003401360544217687;0.034013605442176874;0;0;0;1
1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.8571428571428571;21.0;5.0;16.0;23.0;0.7777777777777778;0.2777777777777778;0.5517241379310345;0.7666666666666667;4.2;1.0;3.2;4.6;2.3333333333333335;0.8333333333333334;2.6666666666666665;2.8333333333333335;0.0;1.0;0.0;0.0;0.7026143790849673;0.22875816993464052;0.042483660130718956;0.0;0.026143790849673203;0;1;0;0
3.0;0.0;0.0;0.0;0.0;1.0;0.5;0.0;0.75;8.0;17.0;6.0;20.0;0.6153846153846154;0.7083333333333334;0.4;0.7692307692307693;1.3333333333333333;2.8333333333333335;1.0;3.3333333333333335;0.8;3.0;1.2;3.4;1.0;0.0;1.0;0.0;0.7016393442622951;0.24918032786885247;0.029508196721311476;0.0;0.019672131147540985;1;0;0;0
3.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;4.0;15.0;6.0;17.0;1.0;1.0;1.0;1.0;1.0;3.75;1.5;4.25;0.8;3.0;1.2;3.4;1.0;0.0;1.0;0.0;0.6903225806451613;0.25806451612903225;0.0;0.0064516129032258064;0.04516129032258064;1;0;0;0
5.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;14.0;15.0;16.0;7.0;1.0;1.0;1.0;1.0;2.0;2.142857142857143;2.2857142857142856;1.0;1.75;1.875;2.0;0.875;0.0;0.0;0.0;1.0;0.6986301369863014;0.2568493150684932;0.0;0.010273972602739725;0.03424657534246575;0;0;0;1
