Family;Qsize_R6;Qsize_R7;Qsize_R8;Qsize_R9;Cur_Charge_comparable_R6;Cur_Charge_comparable_R7;Cur_Charge_comparable_R8;Cur_Charge_comparable_R9;Exp_Charge__R6;Exp_Charge__R7;Exp_Charge__R8;Exp_Charge__R9;Exp_ChargeRates_R6;Exp_ChargeRates_R7;Exp_ChargeRates_R8;Exp_ChargeRates_R9;Exp_Charge__comparable_R6;Exp_Charge__comparable_R7;Exp_Charge__comparable_R8;Exp_Charge__comparable_R9;Eff_Gross_R6;Eff_Gross_R7;Eff_Gross_R8;Eff_Gross_R9;predFamilies_R6;predFamilies_R7;predFamilies_R8;predFamilies_R9;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource_0.0;Selected Resource_1.0;Selected Resource_2.0;Selected Resource_3.0
3.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;14.0;15.0;16.0;17.0;1.0;1.0;1.0;1.0;1.0;1.0714285714285714;1.1428571428571428;1.2142857142857142;0.9333333333333333;1.0;1.0666666666666667;1.1333333333333333;0.0;0.0;0.0;0.0;0.8617363344051447;0.1382636655948553;0.0;0.0;0.0;0;1;0;0
1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;14.0;27.0;16.0;17.0;0.5384615384615384;1.0;0.5714285714285714;0.5862068965517241;1.0;1.9285714285714286;1.1428571428571428;1.2142857142857142;0.9333333333333333;1.0;1.0666666666666667;1.1333333333333333;0.0;0.0;0.0;0.0;0.8618618618618619;0.1021021021021021;0.036036036036036036;0.0;0.0;1;0;0;0
3.0;1.0;0.0;0.0;0.0;1.0;0.7142857142857143;0.0;0.0;21.0;10.0;16.0;17.0;0.8076923076923077;0.5882352941176471;0.5714285714285714;0.5862068965517241;2.1;1.0;1.6;1.7;2.3333333333333335;0.8333333333333334;2.6666666666666665;2.8333333333333335;0.0;1.0;0.0;0.0;0.8673218673218673;0.10319410319410319;0.029484029484029485;0.0;0.0;0;0;1;0
1.0;1.0;0.0;1.0;0.0;0.4;0.26666666666666666;1.0;0.0;10.0;19.0;31.0;17.0;0.3448275862068966;0.475;0.7560975609756098;0.40476190476190477;1.0;1.9;3.1;1.7;0.8;3.0;3.2;3.4;1.0;0.0;0.0;0.0;0.8457831325301205;0.09397590361445783;0.060240963855421686;0.0;0.0;1;0;0;0
1.0;1.0;0.0;1.0;0.0;0.5454545454545454;0.0;1.0;0.0;10.0;15.0;27.0;17.0;0.47619047619047616;0.46875;0.8181818181818182;0.5;1.0;1.5;2.7;1.7;0.8;3.0;3.2;3.4;1.0;0.0;0.0;0.0;0.8461538461538461;0.11421911421911422;0.039627039627039624;0.0;0.0;0;0;0;1
3.0;0.0;0.0;0.0;1.0;0.08333333333333333;0.0;0.5;1.0;15.0;5.0;12.0;29.0;0.45454545454545453;0.20833333333333334;0.48;0.8055555555555556;3.0;1.0;2.4;5.8;2.3333333333333335;0.8333333333333334;1.0;2.8333333333333335;0.0;1.0;1.0;0.0;0.8240165631469979;0.11594202898550725;0.039337474120082816;0.002070393374741201;0.018633540372670808;0;1;0;0
1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;1.0;4.0;15.0;17.0;14.0;0.3333333333333333;0.6521739130434783;0.7083333333333334;0.9333333333333333;1.0;3.75;4.25;3.5;0.8;3.0;3.2;1.4;1.0;0.0;0.0;1.0;0.8542914171656687;0.10978043912175649;0.015968063872255488;0.0;0.01996007984031936;0;0;0;1
1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;4.0;15.0;16.0;19.0;0.25;0.5555555555555556;0.5714285714285714;1.0;1.0;3.75;4.0;4.75;0.8;3.0;3.2;1.4;1.0;0.0;0.0;1.0;0.8509803921568627;0.09607843137254903;0.023529411764705882;0.00980392156862745;0.0196078431372549;1;0;0;0
2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;14.0;15.0;16.0;21.0;0.7777777777777778;0.7894736842105263;0.8;1.0;1.0;1.0714285714285714;1.1428571428571428;1.5;0.9333333333333333;1.0;1.0666666666666667;1.1333333333333333;0.0;0.0;0.0;0.0;0.8540145985401459;0.12043795620437957;0.0072992700729927005;0.0072992700729927005;0.010948905109489052;0;1;0;0
1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;26.0;16.0;7.0;0.26666666666666666;1.0;0.5925925925925926;0.3888888888888889;1.0;6.5;4.0;1.75;0.8;3.0;3.2;1.4;1.0;0.0;0.0;1.0;0.8868243243243243;0.09121621621621621;0.018581081081081082;0.0;0.0033783783783783786;1;0;0;0
