Family;Qsize_R13;Qsize_R14;Cur_Charge_comparable_R13;Cur_Charge_comparable_R14;Exp_Charge__R13;Exp_Charge__R14;Exp_ChargeRates_R13;Exp_ChargeRates_R14;Exp_Charge__comparable_R13;Exp_Charge__comparable_R14;Eff_Gross_R13;Eff_Gross_R14;predFamilies_R13;predFamilies_R14;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource_0.0;Selected Resource_1.0
4.0;0.0;0.0;1.0;1.0;10.0;10.0;1.0;1.0;1.0;1.0;0.9090909090909091;0.9090909090909091;0.0;0.0;0.5751633986928104;0.32679738562091504;0.09803921568627451;0.0;0.0;0;1
4.0;0.0;1.0;0.0;1.0;10.0;9.0;0.6666666666666666;1.0;1.1111111111111112;1.0;2.0;0.8;0.0;1.0;0.5986394557823129;0.3333333333333333;0.034013605442176874;0.0;0.034013605442176874;1;0
4.0;0.0;0.0;1.0;0.0;11.0;4.0;1.0;0.4444444444444444;2.75;1.0;1.2;0.8;1.0;1.0;0.5531914893617021;0.2695035460992908;0.14184397163120568;0.0;0.03546099290780142;0;1
3.0;0.0;0.0;1.0;1.0;10.0;10.0;1.0;1.0;1.0;1.0;0.9090909090909091;0.9090909090909091;0.0;0.0;0.6194029850746269;0.30597014925373134;0.07462686567164178;0.0;0.0;1;0
2.0;0.0;0.0;1.0;0.0;11.0;10.0;1.0;0.9090909090909091;1.1;1.0;0.9090909090909091;0.9090909090909091;0.0;0.0;0.6593406593406593;0.2692307692307692;0.04395604395604396;0.02197802197802198;0.005494505494505495;0;1
5.0;0.0;1.0;0.0;1.0;10.0;18.0;0.5555555555555556;1.0;1.0;1.8;0.9090909090909091;0.9090909090909091;0.0;0.0;0.7156862745098039;0.2107843137254902;0.029411764705882353;0.004901960784313725;0.0392156862745098;1;0
2.0;1.0;1.0;1.0;0.75;18.0;10.0;0.75;0.5555555555555556;1.8;1.0;2.0;0.8;0.0;1.0;0.7465437788018433;0.17050691244239632;0.018433179723502304;0.0;0.06451612903225806;0;1
5.0;0.0;0.0;0.0;1.0;6.0;11.0;0.8571428571428571;1.0;1.0;1.8333333333333333;0.8571428571428571;1.4285714285714286;1.0;0.0;0.7938144329896907;0.15979381443298968;0.041237113402061855;0.0;0.005154639175257732;1;0
2.0;1.0;0.0;1.0;0.1;20.0;5.0;0.9523809523809523;0.3333333333333333;4.0;1.0;2.0;0.8;0.0;1.0;0.7549019607843137;0.15196078431372548;0.0392156862745098;0.0;0.05392156862745098;0;1
5.0;0.0;0.0;1.0;1.0;6.0;10.0;1.0;1.0;1.0;1.6666666666666667;0.8571428571428571;1.4285714285714286;1.0;0.0;0.7113821138211383;0.16260162601626016;0.10569105691056911;0.02032520325203252;0.0;1;0
2.0;0.0;0.0;1.0;0.0;13.0;4.0;1.0;0.5714285714285714;3.25;1.0;2.0;0.8;0.0;1.0;0.6926229508196722;0.21311475409836064;0.08196721311475409;0.0;0.012295081967213115;0;1
3.0;0.0;0.0;0.6666666666666666;1.0;12.0;13.0;0.8;0.8666666666666667;1.0;1.0833333333333333;0.9090909090909091;0.9090909090909091;0.0;0.0;0.698744769874477;0.20502092050209206;0.07531380753138076;0.0;0.02092050209205021;0;1
3.0;0.0;0.0;1.0;1.0;10.0;4.0;1.0;1.0;2.5;1.0;2.0;0.8;0.0;1.0;0.7458333333333333;0.23333333333333334;0.008333333333333333;0.0125;0.0;0;1
5.0;0.0;1.0;0.0;1.0;6.0;20.0;0.375;1.0;1.0;3.3333333333333335;0.8571428571428571;1.4285714285714286;1.0;0.0;0.716;0.224;0.008;0.012;0.04;1;0
3.0;0.0;0.0;1.0;0.0;12.0;4.0;1.0;0.6666666666666666;3.0;1.0;2.0;0.8;0.0;1.0;0.7234848484848485;0.20454545454545456;0.056818181818181816;0.007575757575757576;0.007575757575757576;0;1
3.0;0.0;0.0;0.0;1.0;10.0;5.0;0.9090909090909091;1.0;2.0;1.0;2.0;0.8;0.0;1.0;0.7613168724279835;0.18518518518518517;0.04938271604938271;0.0;0.00411522633744856;0;1
3.0;0.0;0.0;1.0;1.0;10.0;4.0;1.0;1.0;2.5;1.0;2.0;0.8;0.0;1.0;0.7612456747404844;0.2179930795847751;0.01384083044982699;0.006920415224913495;0.0;0;1
3.0;0.0;0.0;0.0;1.0;10.0;5.0;0.9090909090909091;1.0;2.0;1.0;2.0;0.8;0.0;1.0;0.7710437710437711;0.2222222222222222;0.003367003367003367;0.0;0.003367003367003367;0;1
4.0;0.0;0.0;1.0;1.0;10.0;10.0;1.0;1.0;1.0;1.0;0.9090909090909091;0.9090909090909091;0.0;0.0;0.8;0.16551724137931034;0.034482758620689655;0.0;0.0;1;0
3.0;0.0;0.0;1.0;0.0;14.0;4.0;1.0;0.5;3.5;1.0;2.0;0.8;0.0;1.0;0.75;0.146875;0.090625;0.0;0.0125;0;1
1.0;0.0;0.0;1.0;1.0;10.0;10.0;1.0;1.0;1.0;1.0;0.9090909090909091;0.9090909090909091;0.0;0.0;0.8167202572347267;0.15112540192926044;0.03215434083601286;0.0;0.0;0;1
2.0;0.0;0.0;0.0;1.0;10.0;11.0;0.9090909090909091;1.0;1.0;1.1;0.9090909090909091;0.9090909090909091;0.0;0.0;0.7876923076923077;0.16;0.04;0.009230769230769232;0.003076923076923077;1;0
1.0;1.0;0.0;1.0;0.1;20.0;5.0;0.9523809523809523;0.3333333333333333;4.0;1.0;2.0;0.8;0.0;1.0;0.764179104477612;0.15522388059701492;0.03880597014925373;0.008955223880597015;0.03283582089552239;0;1
1.0;0.0;0.0;1.0;0.16666666666666666;16.0;5.0;0.9411764705882353;0.45454545454545453;3.2;1.0;2.0;0.8;0.0;1.0;0.8083067092651757;0.12779552715654952;0.03514376996805112;0.006389776357827476;0.022364217252396165;0;1
2.0;0.0;0.0;1.0;0.6666666666666666;9.0;12.0;0.8181818181818182;0.8;1.0;1.3333333333333333;0.8571428571428571;1.4285714285714286;1.0;0.0;0.8576388888888888;0.1076388888888889;0.017361111111111112;0.0;0.017361111111111112;1;0
1.0;0.0;0.0;1.0;0.0;13.0;4.0;1.0;0.5714285714285714;3.25;1.0;2.0;0.8;0.0;1.0;0.8532423208191127;0.11262798634812286;0.017064846416382253;0.006825938566552901;0.010238907849829351;0;1
4.0;0.0;0.0;0.0;1.0;10.0;11.0;0.9090909090909091;1.0;1.0;1.1;0.9090909090909091;0.9090909090909091;0.0;0.0;0.8327645051194539;0.15358361774744028;0.0;0.010238907849829351;0.0034129692832764505;0;1
4.0;0.0;1.0;0.0;1.0;10.0;11.0;0.5882352941176471;1.0;1.0;1.1;2.0;0.8;0.0;1.0;0.8;0.17288135593220338;0.003389830508474576;0.0;0.023728813559322035;0;1
2.0;0.0;2.0;0.0;1.0;6.0;20.0;0.375;1.0;1.0;3.3333333333333335;0.8571428571428571;1.4285714285714286;1.0;0.0;0.8110749185667753;0.1563517915309446;0.0;0.0;0.03257328990228013;1;0
4.0;0.0;1.0;0.2;1.0;11.0;9.0;0.6875;0.9;1.2222222222222223;1.0;2.0;0.8;0.0;1.0;0.7912772585669782;0.14018691588785046;0.04984423676012461;0.0;0.018691588785046728;0;1
2.0;0.0;0.0;1.0;1.0;6.0;10.0;1.0;1.0;1.0;1.6666666666666667;0.8571428571428571;1.4285714285714286;1.0;0.0;0.8808777429467085;0.109717868338558;0.009404388714733543;0.0;0.0;1;0
4.0;0.0;0.0;1.0;0.0;15.0;4.0;1.0;0.4444444444444444;3.75;1.0;2.0;0.8;0.0;1.0;0.8773584905660378;0.10062893081761007;0.006289308176100629;0.0;0.015723270440251572;0;1
5.0;0.0;0.0;1.0;1.0;10.0;10.0;1.0;1.0;1.0;1.0;0.9090909090909091;0.9090909090909091;0.0;0.0;0.903010033444816;0.09698996655518395;0.0;0.0;0.0;1;0
4.0;0.0;0.0;1.0;0.0;15.0;4.0;1.0;0.4444444444444444;3.75;1.0;2.0;0.8;0.0;1.0;0.8637873754152824;0.10631229235880399;0.013289036544850499;0.0;0.016611295681063124;0;1
1.0;0.0;0.0;1.0;1.0;10.0;10.0;1.0;1.0;1.0;1.0;0.9090909090909091;0.9090909090909091;0.0;0.0;0.8734177215189873;0.08860759493670886;0.0379746835443038;0.0;0.0;1;0
2.0;1.0;0.0;1.0;0.0;20.0;10.0;1.0;0.5;2.0;1.0;0.9090909090909091;0.9090909090909091;0.0;0.0;0.8466257668711656;0.08588957055214724;0.03680981595092025;0.0;0.03067484662576687;0;1
5.0;0.0;0.0;1.0;1.0;10.0;10.0;1.0;1.0;1.0;1.0;0.9090909090909091;0.9090909090909091;0.0;0.0;0.8477157360406091;0.10913705583756345;0.04314720812182741;0.0;0.0;0;1
4.0;0.0;1.0;0.0;1.0;10.0;19.0;0.5263157894736842;1.0;1.0;1.9;0.9090909090909091;0.9090909090909091;0.0;0.0;0.8383084577114428;0.10199004975124377;0.03731343283582089;0.0;0.022388059701492536;1;0
5.0;0.0;0.0;1.0;0.0;11.0;4.0;1.0;0.8;2.75;1.0;2.0;0.8;0.0;1.0;0.8911917098445595;0.09844559585492228;0.0051813471502590676;0.0025906735751295338;0.0025906735751295338;0;1
1.0;0.0;0.0;0.0;1.0;10.0;12.0;0.8333333333333334;1.0;1.0;1.2;0.9090909090909091;0.9090909090909091;0.0;0.0;0.8854166666666666;0.109375;0.0;0.0;0.005208333333333333;1;0
3.0;0.0;0.0;1.0;0.0;15.0;10.0;1.0;0.6666666666666666;1.5;1.0;0.9090909090909091;0.9090909090909091;0.0;0.0;0.8490566037735849;0.12028301886792453;0.018867924528301886;0.0;0.01179245283018868;0;1
3.0;0.0;1.0;0.0;1.0;10.0;9.0;0.6666666666666666;1.0;1.1111111111111112;1.0;2.0;0.8;0.0;1.0;0.8372641509433962;0.13679245283018868;0.0;0.014150943396226415;0.01179245283018868;0;1
1.0;0.0;1.0;0.0;1.0;6.0;15.0;0.5454545454545454;1.0;1.0;2.5;0.8571428571428571;1.4285714285714286;1.0;0.0;0.8457943925233645;0.10747663551401869;0.035046728971962614;0.0;0.011682242990654205;1;0
3.0;1.0;1.0;1.0;0.5;20.0;9.0;0.8;0.47368421052631576;2.2222222222222223;1.0;2.0;0.8;0.0;1.0;0.8264840182648402;0.1050228310502283;0.03424657534246575;0.0;0.03424657534246575;0;1
3.0;0.0;0.0;0.0;1.0;10.0;5.0;0.9090909090909091;1.0;2.0;1.0;2.0;0.8;0.0;1.0;0.8480392156862745;0.10049019607843138;0.049019607843137254;0.0;0.0024509803921568627;0;1
3.0;0.0;0.0;1.0;1.0;10.0;4.0;1.0;1.0;2.5;1.0;2.0;0.8;0.0;1.0;0.8685968819599109;0.111358574610245;0.013363028953229399;0.0066815144766146995;0.0;0;1
3.0;0.0;0.0;1.0;1.0;10.0;4.0;1.0;1.0;2.5;1.0;2.0;0.8;0.0;1.0;0.9063231850117096;0.08899297423887588;0.00234192037470726;0.00234192037470726;0.0;0;1
3.0;0.0;0.0;0.0;1.0;10.0;6.0;0.8333333333333334;1.0;1.6666666666666667;1.0;2.0;0.8;0.0;1.0;0.8838268792710706;0.10478359908883828;0.0;0.00683371298405467;0.004555808656036446;0;1
1.0;0.0;0.0;0.0;1.0;6.0;12.0;0.75;1.0;1.0;2.0;0.8571428571428571;1.4285714285714286;1.0;0.0;0.859375;0.109375;0.026785714285714284;0.0;0.004464285714285714;1;0
3.0;0.0;0.0;1.0;1.0;10.0;4.0;1.0;1.0;2.5;1.0;2.0;0.8;0.0;1.0;0.9093023255813953;0.06511627906976744;0.02558139534883721;0.0;0.0;0;1
2.0;0.0;0.0;1.0;1.0;10.0;10.0;1.0;1.0;1.0;1.0;0.9090909090909091;0.9090909090909091;0.0;0.0;0.9101941747572816;0.06796116504854369;0.007281553398058253;0.014563106796116505;0.0;0;1
3.0;0.0;1.0;0.0;1.0;10.0;16.0;0.625;1.0;1.0;1.6;0.9090909090909091;0.9090909090909091;0.0;0.0;0.9385749385749386;0.03931203931203931;0.0;0.007371007371007371;0.014742014742014743;1;0
2.0;1.0;1.0;1.0;0.6;20.0;10.0;0.7692307692307693;0.5;2.0;1.0;2.0;0.8;0.0;1.0;0.9160671462829736;0.03836930455635491;0.0;0.007194244604316547;0.03836930455635491;0;1
2.0;0.0;1.0;1.0;1.0;16.0;10.0;0.7272727272727273;0.625;1.6;1.0;2.0;0.8;0.0;1.0;0.9119638826185101;0.022573363431151242;0.03837471783295711;0.0;0.02708803611738149;0;1
2.0;0.0;1.0;0.2;1.0;11.0;9.0;0.6875;0.9;1.2222222222222223;1.0;2.0;0.8;0.0;1.0;0.8834080717488789;0.07847533632286996;0.020179372197309416;0.004484304932735426;0.013452914798206279;0;1
3.0;0.0;1.0;0.0;1.0;6.0;16.0;0.5;1.0;1.0;2.6666666666666665;0.8571428571428571;1.4285714285714286;1.0;0.0;0.8738738738738738;0.0990990990990991;0.013513513513513514;0.0;0.013513513513513514;1;0
5.0;0.0;0.0;1.0;1.0;10.0;10.0;1.0;1.0;1.0;1.0;0.9090909090909091;0.9090909090909091;0.0;0.0;0.8819277108433735;0.10843373493975904;0.00963855421686747;0.0;0.0;0;1
3.0;0.0;1.0;0.0;1.0;6.0;19.0;0.4;1.0;1.0;3.1666666666666665;0.8571428571428571;1.4285714285714286;1.0;0.0;0.8708133971291866;0.10047846889952153;0.007177033492822967;0.0;0.0215311004784689;1;0
1.0;0.0;0.0;0.0;1.0;10.0;11.0;0.9090909090909091;1.0;1.0;1.1;0.9090909090909091;0.9090909090909091;0.0;0.0;0.848780487804878;0.11219512195121951;0.036585365853658534;0.0;0.0024390243902439024;1;0
1.0;0.0;0.0;1.0;0.0;8.0;10.0;1.0;0.8333333333333334;1.0;1.25;0.8571428571428571;1.4285714285714286;1.0;0.0;0.9171270718232044;0.06077348066298342;0.016574585635359115;0.0;0.0055248618784530384;0;1
1.0;0.0;0.0;0.0;1.0;6.0;7.0;0.6666666666666666;1.0;1.0;1.1666666666666667;1.2;0.8;1.0;1.0;0.8664850136239782;0.11444141689373297;0.008174386920980926;0.0027247956403269754;0.008174386920980926;1;0
1.0;0.0;0.0;1.0;0.25;10.0;5.0;0.9090909090909091;0.5555555555555556;2.0;1.0;1.2;0.8;1.0;1.0;0.8440860215053764;0.13440860215053763;0.0;0.008064516129032258;0.013440860215053764;0;1
1.0;0.0;0.0;0.0;1.0;6.0;5.0;0.8571428571428571;1.0;1.2;1.0;1.2;0.8;1.0;1.0;0.8476454293628809;0.13850415512465375;0.0110803324099723;0.0;0.002770083102493075;1;0
1.0;0.0;0.0;1.0;0.0;11.0;4.0;1.0;0.4444444444444444;2.75;1.0;1.2;0.8;1.0;1.0;0.8491620111731844;0.13128491620111732;0.00558659217877095;0.0;0.013966480446927373;0;1
1.0;0.0;0.0;1.0;1.0;6.0;4.0;1.0;1.0;1.5;1.0;1.2;0.8;1.0;1.0;0.8963414634146342;0.0975609756097561;0.003048780487804878;0.003048780487804878;0.0;0;1
4.0;0.0;0.0;0.0;1.0;10.0;12.0;0.8333333333333334;1.0;1.0;1.2;0.9090909090909091;0.9090909090909091;0.0;0.0;0.9034267912772586;0.08099688473520249;0.0;0.009345794392523364;0.006230529595015576;1;0
1.0;0.0;0.0;1.0;0.0;16.0;4.0;1.0;0.4;4.0;1.0;2.0;0.8;0.0;1.0;0.88125;0.090625;0.009375;0.0;0.01875;0;1
4.0;0.0;0.0;1.0;1.0;6.0;10.0;1.0;1.0;1.0;1.6666666666666667;0.8571428571428571;1.4285714285714286;1.0;0.0;0.8260869565217391;0.16770186335403728;0.006211180124223602;0.0;0.0;1;0
1.0;0.0;0.0;1.0;1.0;10.0;4.0;1.0;1.0;2.5;1.0;2.0;0.8;0.0;1.0;0.872852233676976;0.12371134020618557;0.003436426116838488;0.0;0.0;0;1
4.0;0.0;1.0;0.0;1.0;6.0;20.0;0.375;1.0;1.0;3.3333333333333335;0.8571428571428571;1.4285714285714286;1.0;0.0;0.8438538205980066;0.11960132890365449;0.0033222591362126247;0.0;0.03322259136212625;1;0
4.0;0.0;0.0;1.0;1.0;6.0;10.0;1.0;1.0;1.0;1.6666666666666667;0.8571428571428571;1.4285714285714286;1.0;0.0;0.852112676056338;0.11267605633802817;0.035211267605633804;0.0;0.0;1;0
2.0;0.0;0.0;1.0;1.0;10.0;10.0;1.0;1.0;1.0;1.0;0.9090909090909091;0.9090909090909091;0.0;0.0;0.8091603053435115;0.15648854961832062;0.03435114503816794;0.0;0.0;0;1
2.0;0.0;1.0;0.0;1.0;10.0;9.0;0.6666666666666666;1.0;1.1111111111111112;1.0;2.0;0.8;0.0;1.0;0.8112449799196787;0.15261044176706828;0.01606425702811245;0.0;0.020080321285140562;1;0
5.0;0.0;0.0;1.0;0.0;15.0;10.0;1.0;0.6666666666666666;1.5;1.0;0.9090909090909091;0.9090909090909091;0.0;0.0;0.7470817120622568;0.21011673151750973;0.011673151750972763;0.011673151750972763;0.019455252918287938;0;1
5.0;0.0;1.0;0.16666666666666666;1.0;11.0;10.0;0.6470588235294118;0.9090909090909091;1.1;1.0;2.0;0.8;0.0;1.0;0.7301587301587301;0.16666666666666666;0.06349206349206349;0.011904761904761904;0.027777777777777776;0;1
5.0;0.0;1.0;0.0;1.0;10.0;10.0;0.625;1.0;1.0;1.0;2.0;0.8;0.0;1.0;0.7857142857142857;0.13392857142857142;0.04017857142857143;0.013392857142857142;0.026785714285714284;0;1
2.0;0.0;1.0;0.0;1.0;6.0;16.0;0.5;1.0;1.0;2.6666666666666665;0.8571428571428571;1.4285714285714286;1.0;0.0;0.8076923076923077;0.1346153846153846;0.028846153846153848;0.0;0.028846153846153848;1;0
5.0;0.0;0.0;1.0;1.0;10.0;4.0;1.0;1.0;2.5;1.0;2.0;0.8;0.0;1.0;0.7289719626168224;0.20093457943925233;0.04205607476635514;0.028037383177570093;0.0;0;1
2.0;0.0;0.0;1.0;1.0;6.0;10.0;1.0;1.0;1.0;1.6666666666666667;0.8571428571428571;1.4285714285714286;1.0;0.0;0.8043478260869565;0.16847826086956522;0.02717391304347826;0.0;0.0;1;0
3.0;1.0;0.0;1.0;0.0;20.0;10.0;1.0;0.5;2.0;1.0;0.9090909090909091;0.9090909090909091;0.0;0.0;0.7628865979381443;0.15979381443298968;0.02577319587628866;0.0;0.05154639175257732;0;1
3.0;0.0;0.0;1.0;1.0;10.0;4.0;1.0;1.0;2.5;1.0;2.0;0.8;0.0;1.0;0.6464646464646465;0.2727272727272727;0.08080808080808081;0.0;0.0;0;1
2.0;0.0;0.0;0.0;1.0;6.0;14.0;0.6;1.0;1.0;2.3333333333333335;0.8571428571428571;1.4285714285714286;1.0;0.0;0.6336633663366337;0.26732673267326734;0.07920792079207921;0.0;0.019801980198019802;1;0
4.0;0.0;0.0;1.0;1.0;10.0;10.0;1.0;1.0;1.0;1.0;0.9090909090909091;0.9090909090909091;0.0;0.0;0.6547619047619048;0.30357142857142855;0.041666666666666664;0.0;0.0;1;0
1.0;0.0;0.0;1.0;0.0;12.0;10.0;1.0;0.8333333333333334;1.2;1.0;0.9090909090909091;0.9090909090909091;0.0;0.0;0.5911949685534591;0.3018867924528302;0.07547169811320754;0.018867924528301886;0.012578616352201259;0;1
1.0;0.0;1.0;0.0;1.0;10.0;10.0;0.625;1.0;1.0;1.0;2.0;0.8;0.0;1.0;0.5771812080536913;0.24161073825503357;0.12080536912751678;0.020134228187919462;0.040268456375838924;1;0
1.0;0.0;0.0;1.0;0.3333333333333333;12.0;6.0;0.8571428571428571;0.5;2.0;1.0;1.2;0.8;1.0;1.0;0.5611510791366906;0.302158273381295;0.07913669064748201;0.0;0.05755395683453238;0;1
