Family;Qsize_R3;Qsize_R4;Qsize_R5;Cur_Charge_comparable_R3;Cur_Charge_comparable_R4;Cur_Charge_comparable_R5;Exp_Charge__R3;Exp_Charge__R4;Exp_Charge__R5;Exp_ChargeRates_R3;Exp_ChargeRates_R4;Exp_ChargeRates_R5;Exp_Charge__comparable_R3;Exp_Charge__comparable_R4;Exp_Charge__comparable_R5;Eff_Gross_R3;Eff_Gross_R4;Eff_Gross_R5;predFamilies_R3;predFamilies_R4;predFamilies_R5;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource
1.0;0.0;0.0;0.0;1.0;1.0;1.0;15.0;18.0;21.0;1.0;1.0;1.0;1.0;1.2;1.4;0.9375;1.125;1.3125;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
5.0;0.0;1.0;0.0;0.0;1.0;0.0;15.0;36.0;21.0;0.45454545454545453;1.0;0.5384615384615384;1.0;2.4;1.4;0.9375;1.125;1.3125;0.0;0.0;0.0;0.891566265060241;0.10843373493975904;0.0;0.0;0.0;2.0
1.0;0.0;1.0;1.0;0.0;0.8125;1.0;15.0;25.0;37.0;0.3409090909090909;0.6097560975609756;0.74;1.0;1.6666666666666667;2.466666666666667;1.1538461538461537;0.9230769230769231;1.6153846153846154;0.0;1.0;0.0;0.8361581920903954;0.1638418079096045;0.0;0.0;0.0;0.0
2.0;0.0;0.0;0.0;0.8333333333333334;0.5;1.0;20.0;21.0;27.0;0.6896551724137931;0.65625;0.7714285714285715;1.0;1.05;1.35;0.9375;1.125;1.3125;0.0;0.0;0.0;0.9421487603305785;0.05785123966942149;0.0;0.0;0.0;1.0
4.0;0.0;1.0;0.0;0.0;1.0;0.0625;15.0;34.0;22.0;0.46875;0.9714285714285714;0.5789473684210527;1.0;2.2666666666666666;1.4666666666666666;0.9375;1.125;1.3125;0.0;0.0;0.0;0.8953068592057761;0.061371841155234655;0.04332129963898917;0.0;0.0;0.0
4.0;0.0;0.0;0.0;0.9090909090909091;1.0;0.0;20.0;29.0;21.0;0.6451612903225806;0.7435897435897436;0.5;1.0;1.45;1.05;0.9090909090909091;1.6363636363636365;1.9090909090909092;1.0;0.0;0.0;0.8559322033898306;0.059322033898305086;0.0847457627118644;0.0;0.0;2.0
4.0;0.0;0.0;1.0;0.3125;0.375;1.0;15.0;24.0;30.0;0.40540540540540543;0.5333333333333333;0.7317073170731707;1.0;1.6;2.0;0.9090909090909091;1.6363636363636365;1.2727272727272727;1.0;0.0;1.0;0.9023255813953488;0.06279069767441861;0.03488372093023256;0.0;0.0;1.0
4.0;0.0;1.0;1.0;0.20833333333333334;1.0;0.6666666666666666;15.0;36.0;30.0;0.2727272727272727;0.631578947368421;0.5084745762711864;1.0;2.4;2.0;0.9090909090909091;1.0909090909090908;1.2727272727272727;1.0;1.0;1.0;0.8660714285714286;0.10044642857142858;0.033482142857142856;0.0;0.0;2.0
4.0;0.0;1.0;1.0;0.0;0.76;1.0;10.0;31.0;39.0;0.18518518518518517;0.5535714285714286;0.6724137931034483;1.0;3.1;3.9;0.9090909090909091;1.0909090909090908;1.2727272727272727;1.0;1.0;1.0;0.893569844789357;0.0975609756097561;0.0066518847006651885;0.0022172949002217295;0.0;0.0
4.0;0.0;1.0;1.0;0.25;0.7;1.0;15.0;26.0;34.0;0.30612244897959184;0.5098039215686274;0.6415094339622641;1.0;1.7333333333333334;2.2666666666666666;0.9090909090909091;1.0909090909090908;1.2727272727272727;1.0;1.0;1.0;0.8663967611336032;0.07894736842105263;0.04048582995951417;0.0020242914979757085;0.012145748987854251;2.0
3.0;0.0;0.0;2.0;0.0;0.3103448275862069;1.0;15.0;27.0;50.0;0.2830188679245283;0.48214285714285715;0.847457627118644;1.0;1.8;3.3333333333333335;0.9375;1.125;1.3125;0.0;0.0;0.0;0.8841698841698842;0.07335907335907337;0.019305019305019305;0.0;0.023166023166023165;1.0
4.0;0.0;1.0;2.0;0.0;0.9310344827586207;1.0;10.0;45.0;43.0;0.15151515151515152;0.6081081081081081;0.6142857142857143;1.0;4.5;4.3;0.9090909090909091;1.6363636363636365;1.2727272727272727;1.0;0.0;1.0;0.8544776119402985;0.1044776119402985;0.018656716417910446;0.0;0.022388059701492536;0.0
3.0;0.0;1.0;1.0;0.20833333333333334;0.9166666666666666;1.0;20.0;34.0;45.0;0.30303030303030304;0.5396825396825397;0.625;1.0;1.7;2.25;1.1538461538461537;0.9230769230769231;1.6153846153846154;0.0;1.0;0.0;0.8769230769230769;0.08717948717948718;0.02735042735042735;0.005128205128205128;0.003418803418803419;1.0
4.0;0.0;2.0;1.0;0.14705882352941177;1.0;0.7058823529411765;15.0;52.0;38.0;0.2054794520547945;0.6419753086419753;0.4935064935064935;1.0;3.466666666666667;2.533333333333333;0.9090909090909091;1.6363636363636365;1.2727272727272727;1.0;0.0;1.0;0.8592964824120602;0.10552763819095477;0.02680067001675042;0.005025125628140704;0.0033500837520938024;0.0
4.0;0.0;2.0;1.0;0.3448275862068966;1.0;0.6551724137931034;20.0;47.0;33.0;0.29411764705882354;0.618421052631579;0.4583333333333333;1.0;2.35;1.65;0.9090909090909091;1.6363636363636365;1.2727272727272727;1.0;0.0;1.0;0.8553259141494436;0.09220985691573927;0.033386327503974564;0.006359300476947536;0.012718600953895072;0.0
