Family;Qsize_R1;Qsize_R2;Cur_Charge_comparable_R1;Cur_Charge_comparable_R2;Exp_Charge__R1;Exp_Charge__R2;Exp_ChargeRates_R1;Exp_ChargeRates_R2;Exp_Charge__comparable_R1;Exp_Charge__comparable_R2;Eff_Gross_R1;Eff_Gross_R2;predFamilies_R1;predFamilies_R2;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource
4.0;0.0;0.0;1.0;1.0;15.0;15.0;1.0;1.0;1.0;1.0;0.9375;0.9375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4.0;1.0;0.0;1.0;0.0;19.0;15.0;1.0;0.5172413793103449;1.2666666666666666;1.0;0.8333333333333334;2.5;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
3.0;2.0;0.0;1.0;0.0;28.0;15.0;1.0;0.5357142857142857;1.8666666666666667;1.0;0.9375;0.9375;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
2.0;2.0;1.0;0.8571428571428571;1.0;27.0;29.0;0.6585365853658537;0.7073170731707317;1.0;1.0740740740740742;0.9375;0.9375;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
4.0;2.0;2.0;0.39285714285714285;1.0;16.0;43.0;0.36363636363636365;0.7962962962962963;1.0;2.6875;0.8333333333333334;2.5;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
5.0;2.0;2.0;0.4782608695652174;1.0;26.0;38.0;0.5306122448979592;0.7755102040816326;1.0;1.4615384615384615;0.9375;0.9375;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2.0;1.0;1.0;1.0;0.8;30.0;17.0;0.7142857142857143;0.53125;1.7647058823529411;1.0;2.5;0.8333333333333334;0.0;1.0;0.42857142857142855;0.5714285714285714;0.0;0.0;0.0;1.0
1.0;1.0;2.0;0.875;1.0;29.0;31.0;0.6444444444444445;0.6888888888888889;1.0;1.0689655172413792;0.9375;0.9375;0.0;0.0;0.410958904109589;0.589041095890411;0.0;0.0;0.0;1.0
1.0;1.0;3.0;0.41379310344827586;1.0;27.0;34.0;0.48214285714285715;0.7391304347826086;1.0;1.2592592592592593;2.5;0.8333333333333334;0.0;1.0;0.5256410256410257;0.47435897435897434;0.0;0.0;0.0;1.0
1.0;1.0;3.0;0.2413793103448276;1.0;22.0;34.0;0.43137254901960786;0.8292682926829268;1.0;1.5454545454545454;2.5;0.8333333333333334;0.0;1.0;0.5217391304347826;0.3188405797101449;0.15942028985507245;0.0;0.0;1.0
4.0;0.0;4.0;0.15625;1.0;20.0;47.0;0.38461538461538464;0.9038461538461539;1.0;2.35;0.9375;0.9375;0.0;0.0;0.5967741935483871;0.25806451612903225;0.14516129032258066;0.0;0.0;1.0
5.0;0.0;4.0;0.045454545454545456;1.0;7.0;59.0;0.13725490196078433;0.9672131147540983;1.0;8.428571428571429;0.8333333333333334;2.5;1.0;0.0;0.5974025974025974;0.3246753246753247;0.07792207792207792;0.0;0.0;0.0
2.0;0.0;4.0;0.0;1.0;15.0;51.0;0.29411764705882354;1.0;1.0;3.4;0.9375;0.9375;0.0;0.0;0.3103448275862069;0.4051724137931034;0.2672413793103448;0.017241379310344827;0.0;0.0
3.0;1.0;4.0;0.4;1.0;29.0;50.0;0.453125;0.78125;1.0;1.7241379310344827;0.9375;0.9375;0.0;0.0;0.4016393442622951;0.36065573770491804;0.22950819672131148;0.00819672131147541;0.0;1.0
1.0;1.0;5.0;0.2653061224489796;1.0;28.0;64.0;0.36363636363636365;0.8311688311688312;1.0;2.2857142857142856;0.9375;0.9375;0.0;0.0;0.484375;0.3203125;0.1953125;0.0;0.0;0.0
4.0;2.0;5.0;0.5625;1.0;42.0;63.0;0.4666666666666667;0.7;1.0;1.5;0.9375;0.9375;0.0;0.0;0.5208333333333334;0.2638888888888889;0.1527777777777778;0.0;0.0625;1.0
1.0;2.0;6.0;0.4098360655737705;1.0;30.0;76.0;0.32967032967032966;0.7524752475247525;1.0;2.533333333333333;0.8333333333333334;2.5;1.0;0.0;0.6099290780141844;0.22695035460992907;0.11347517730496454;0.0;0.04964539007092199;0.0
1.0;2.0;5.0;0.44642857142857145;1.0;30.0;71.0;0.3488372093023256;0.7395833333333334;1.0;2.3666666666666667;0.8333333333333334;2.5;1.0;0.0;0.6864406779661016;0.1440677966101695;0.1440677966101695;0.00847457627118644;0.01694915254237288;0.0
4.0;3.0;3.0;0.48;1.0;39.0;55.0;0.43820224719101125;0.6962025316455697;1.0;1.4102564102564104;2.5;0.8333333333333334;0.0;1.0;0.578125;0.25;0.125;0.015625;0.03125;1.0
5.0;3.0;4.0;0.42592592592592593;1.0;38.0;69.0;0.41304347826086957;0.75;1.0;1.8157894736842106;0.9375;0.9375;0.0;0.0;0.5539568345323741;0.31654676258992803;0.10071942446043165;0.007194244604316547;0.02158273381294964;1.0
