Family;Qsize_R3;Qsize_R4;Qsize_R5;Cur_Charge_comparable_R3;Cur_Charge_comparable_R4;Cur_Charge_comparable_R5;Exp_Charge__R3;Exp_Charge__R4;Exp_Charge__R5;Exp_ChargeRates_R3;Exp_ChargeRates_R4;Exp_ChargeRates_R5;Exp_Charge__comparable_R3;Exp_Charge__comparable_R4;Exp_Charge__comparable_R5;Eff_Gross_R3;Eff_Gross_R4;Eff_Gross_R5;predFamilies_R3;predFamilies_R4;predFamilies_R5;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource
2.0;0.0;0.0;0.0;1.0;1.0;1.0;15.0;18.0;21.0;1.0;1.0;1.0;1.0;1.2;1.4;0.9375;1.125;1.3125;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
2.0;0.0;1.0;0.0;0.0;1.0;0.0;15.0;28.0;21.0;0.4838709677419355;1.0;0.5675675675675675;1.0;1.8666666666666667;1.4;1.1538461538461537;0.9230769230769231;1.6153846153846154;0.0;1.0;0.0;0.8632478632478633;0.13675213675213677;0.0;0.0;0.0;0.0
2.0;0.0;0.0;0.0;0.9090909090909091;1.0;0.0;20.0;23.0;21.0;0.6451612903225806;0.696969696969697;0.5;1.0;1.15;1.05;0.9090909090909091;1.0909090909090908;1.9090909090909092;1.0;1.0;0.0;0.8813559322033898;0.11864406779661017;0.0;0.0;0.0;2.0
2.0;0.0;0.0;1.0;0.3125;0.375;1.0;15.0;18.0;30.0;0.40540540540540543;0.46153846153846156;0.7317073170731707;1.0;1.2;2.0;0.9090909090909091;1.0909090909090908;1.2727272727272727;1.0;1.0;1.0;0.8865546218487395;0.1134453781512605;0.0;0.0;0.0;1.0
4.0;0.0;1.0;0.0;0.13333333333333333;1.0;0.8666666666666667;17.0;33.0;34.0;0.37777777777777777;0.6875;0.6666666666666666;1.0;1.9411764705882353;2.0;0.9375;1.125;1.3125;0.0;0.0;0.0;0.8823529411764706;0.11764705882352941;0.0;0.0;0.0;1.0
2.0;0.0;2.0;0.0;0.0;1.0;0.3548387096774194;10.0;49.0;25.0;0.19230769230769232;0.8166666666666667;0.44642857142857145;1.0;4.9;2.5;0.9090909090909091;1.6363636363636365;1.2727272727272727;1.0;0.0;1.0;0.8403041825095057;0.1596958174904943;0.0;0.0;0.0;0.0
2.0;0.0;1.0;0.0;0.19230769230769232;1.0;0.23076923076923078;15.0;44.0;20.0;0.3191489361702128;0.8;0.39215686274509803;1.0;2.933333333333333;1.3333333333333333;0.9090909090909091;1.6363636363636365;1.2727272727272727;1.0;0.0;1.0;0.8087248322147651;0.12416107382550336;0.06711409395973154;0.0;0.0;2.0
2.0;0.0;1.0;1.0;0.0;1.0;0.7142857142857143;10.0;39.0;29.0;0.21739130434782608;0.7222222222222222;0.58;1.0;3.9;2.9;0.9090909090909091;1.6363636363636365;1.2727272727272727;1.0;0.0;1.0;0.8424657534246576;0.1232876712328767;0.03424657534246575;0.0;0.0;0.0
3.0;0.0;1.0;0.0;0.3888888888888889;1.0;0.6666666666666666;22.0;36.0;33.0;0.4230769230769231;0.6545454545454545;0.5689655172413793;1.0;1.6363636363636365;1.5;0.9375;1.125;1.3125;0.0;0.0;0.0;0.8591549295774648;0.10422535211267606;0.036619718309859155;0.0;0.0;2.0
2.0;0.0;1.0;1.0;0.16129032258064516;0.5161290322580645;1.0;15.0;34.0;52.0;0.24193548387096775;0.4857142857142857;0.7123287671232876;1.0;2.2666666666666666;3.466666666666667;0.9090909090909091;1.6363636363636365;1.9090909090909092;1.0;0.0;0.0;0.8175182481751825;0.12652068126520682;0.05596107055961071;0.0;0.0;0.0
