Family;Qsize_R3;Qsize_R4;Qsize_R5;Cur_Charge_comparable_R3;Cur_Charge_comparable_R4;Cur_Charge_comparable_R5;Exp_Charge__R3;Exp_Charge__R4;Exp_Charge__R5;Exp_ChargeRates_R3;Exp_ChargeRates_R4;Exp_ChargeRates_R5;Exp_Charge__comparable_R3;Exp_Charge__comparable_R4;Exp_Charge__comparable_R5;Eff_Gross_R3;Eff_Gross_R4;Eff_Gross_R5;predFamilies_R3;predFamilies_R4;predFamilies_R5;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource
4.0;0.0;0.0;0.0;1.0;1.0;1.0;15.0;18.0;21.0;1.0;1.0;1.0;1.0;1.2;1.4;0.9375;1.125;1.3125;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
3.0;1.0;0.0;0.0;1.0;0.0;0.0;28.0;18.0;21.0;1.0;0.5806451612903226;0.6176470588235294;1.5555555555555556;1.0;1.1666666666666667;0.9375;1.125;1.3125;0.0;0.0;0.0;0.9207317073170732;0.07926829268292683;0.0;0.0;0.0;2.0
4.0;0.0;0.0;1.0;0.5555555555555556;0.0;1.0;20.0;18.0;39.0;0.5263157894736842;0.391304347826087;0.7959183673469388;1.1111111111111112;1.0;2.1666666666666665;0.9090909090909091;1.6363636363636365;1.9090909090909092;1.0;0.0;0.0;0.8653846153846154;0.1346153846153846;0.0;0.0;0.0;1.0
3.0;0.0;1.0;1.0;0.5;1.0;1.0;23.0;34.0;30.0;0.41818181818181815;0.5862068965517241;0.5555555555555556;1.0;1.4782608695652173;1.3043478260869565;1.0;1.2;0.9333333333333333;0.0;0.0;1.0;0.84375;0.15625;0.0;0.0;0.0;0.0
3.0;1.0;0.0;0.0;1.0;0.6111111111111112;0.6111111111111112;28.0;29.0;25.0;0.56;0.5;0.46296296296296297;1.12;1.16;1.0;0.9090909090909091;1.6363636363636365;1.2727272727272727;1.0;0.0;1.0;0.8713826366559485;0.12861736334405144;0.0;0.0;0.0;0.0
3.0;2.0;0.0;0.0;1.0;0.2608695652173913;0.2608695652173913;33.0;24.0;20.0;0.7333333333333333;0.4528301886792453;0.40816326530612246;1.65;1.2;1.0;0.9090909090909091;1.6363636363636365;1.2727272727272727;1.0;0.0;1.0;0.8649425287356322;0.10057471264367816;0.034482758620689655;0.0;0.0;2.0
5.0;1.0;0.0;1.0;1.0;0.15;0.85;35.0;21.0;38.0;0.6363636363636364;0.3620689655172414;0.6229508196721312;1.6666666666666667;1.0;1.8095238095238095;0.9375;1.125;1.3125;0.0;0.0;0.0;0.8707124010554089;0.10554089709762533;0.023746701846965697;0.0;0.0;1.0
3.0;1.0;1.0;1.0;0.9473684210526315;1.0;0.7894736842105263;28.0;37.0;29.0;0.45161290322580644;0.5285714285714286;0.4393939393939394;1.0;1.3214285714285714;1.0357142857142858;0.9090909090909091;1.6363636363636365;1.2727272727272727;1.0;0.0;1.0;0.8674157303370786;0.11685393258426967;0.015730337078651686;0.0;0.0;2.0
5.0;1.0;1.0;1.0;0.5769230769230769;0.6153846153846154;1.0;30.0;28.0;47.0;0.4166666666666667;0.4057971014492754;0.6025641025641025;1.0714285714285714;1.0;1.6785714285714286;1.1538461538461537;0.9230769230769231;1.6153846153846154;0.0;1.0;0.0;0.821501014198783;0.11561866125760649;0.06288032454361055;0.0;0.0;1.0
2.0;0.0;1.0;0.0;0.1875;1.0;0.875;18.0;34.0;35.0;0.375;0.6666666666666666;0.6481481481481481;1.0;1.8888888888888888;1.9444444444444444;0.9375;1.125;1.3125;0.0;0.0;0.0;0.9100917431192661;0.060550458715596334;0.01834862385321101;0.0;0.011009174311926606;0.0
