Family;Qsize_R3;Qsize_R4;Qsize_R5;Cur_Charge_comparable_R3;Cur_Charge_comparable_R4;Cur_Charge_comparable_R5;Exp_Charge__R3;Exp_Charge__R4;Exp_Charge__R5;Exp_ChargeRates_R3;Exp_ChargeRates_R4;Exp_ChargeRates_R5;Exp_Charge__comparable_R3;Exp_Charge__comparable_R4;Exp_Charge__comparable_R5;Eff_Gross_R3;Eff_Gross_R4;Eff_Gross_R5;predFamilies_R3;predFamilies_R4;predFamilies_R5;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource
5.0;0.0;0.0;0.0;1.0;1.0;1.0;15.0;18.0;21.0;1.0;1.0;1.0;1.0;1.2;1.4;0.9375;1.125;1.3125;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2.0;0.0;0.0;0.0;1.0;0.0;0.0;25.0;18.0;21.0;1.0;0.6428571428571429;0.6774193548387096;1.3888888888888888;1.0;1.1666666666666667;0.9375;1.125;1.3125;0.0;0.0;0.0;0.7674418604651163;0.23255813953488372;0.0;0.0;0.0;2.0
5.0;0.0;0.0;1.0;0.47619047619047616;0.0;1.0;20.0;18.0;42.0;0.4878048780487805;0.3673469387755102;0.8076923076923077;1.1111111111111112;1.0;2.3333333333333335;0.9090909090909091;1.6363636363636365;1.9090909090909092;1.0;0.0;0.0;0.515625;0.484375;0.0;0.0;0.0;0.0
2.0;1.0;0.0;1.0;0.9375;0.0;1.0;30.0;18.0;30.0;0.6521739130434783;0.3673469387755102;0.6666666666666666;1.6666666666666667;1.0;1.6666666666666667;1.0;1.2;0.9333333333333333;0.0;0.0;1.0;0.5507246376811594;0.4492753623188406;0.0;0.0;0.0;1.0
2.0;0.0;1.0;0.0;0.7692307692307693;1.0;0.8461538461538461;25.0;25.0;25.0;0.5102040816326531;0.5434782608695652;0.5208333333333334;1.0;1.0;1.0;1.1538461538461537;0.9230769230769231;1.0769230769230769;0.0;1.0;1.0;0.5277777777777778;0.4722222222222222;0.0;0.0;0.0;1.0
4.0;0.0;1.0;0.0;0.25;1.0;0.3;20.0;38.0;27.0;0.43478260869565216;0.7755102040816326;0.5192307692307693;1.0;1.9;1.35;0.9375;1.125;1.3125;0.0;0.0;0.0;0.4520547945205479;0.4246575342465753;0.1232876712328767;0.0;0.0;1.0
2.0;0.0;2.0;0.0;0.13157894736842105;1.0;0.15789473684210525;20.0;56.0;20.0;0.3125;0.835820895522388;0.31746031746031744;1.0;2.8;1.0;1.0;1.2;0.9333333333333333;0.0;0.0;1.0;0.3626373626373626;0.5384615384615384;0.0989010989010989;0.0;0.0;0.0
2.0;1.0;2.0;0.0;0.45454545454545453;1.0;0.030303030303030304;25.0;51.0;15.0;0.423728813559322;0.7611940298507462;0.23809523809523808;1.6666666666666667;3.4;1.0;0.9090909090909091;1.6363636363636365;1.2727272727272727;1.0;0.0;1.0;0.4752475247524752;0.48514851485148514;0.039603960396039604;0.0;0.0;2.0
2.0;0.0;1.0;0.0;0.35714285714285715;1.0;0.35714285714285715;20.0;46.0;24.0;0.3448275862068966;0.696969696969697;0.3870967741935484;1.0;2.3;1.2;0.9090909090909091;1.6363636363636365;1.2727272727272727;1.0;0.0;1.0;0.46258503401360546;0.32653061224489793;0.19047619047619047;0.02040816326530612;0.0;0.0
3.0;1.0;1.0;0.0;0.6521739130434783;1.0;0.21739130434782608;30.0;41.0;26.0;0.5172413793103449;0.6721311475409836;0.40625;1.1538461538461537;1.5769230769230769;1.0;0.9375;1.125;1.3125;0.0;0.0;0.0;0.5496688741721855;0.2847682119205298;0.09933774834437085;0.013245033112582781;0.052980132450331126;2.0
2.0;1.0;1.0;1.0;0.5769230769230769;0.8846153846153846;1.0;25.0;41.0;47.0;0.33783783783783783;0.5;0.5529411764705883;1.0;1.64;1.88;0.9090909090909091;1.6363636363636365;1.9090909090909092;1.0;0.0;0.0;0.48255813953488375;0.37209302325581395;0.0872093023255814;0.011627906976744186;0.046511627906976744;0.0
3.0;1.0;1.0;1.0;0.9523809523809523;0.8571428571428571;1.0;35.0;36.0;35.0;0.47297297297297297;0.4675324675324675;0.4794520547945205;1.0;1.0285714285714285;1.0;1.0;1.2;0.9333333333333333;0.0;0.0;1.0;0.5432098765432098;0.36419753086419754;0.030864197530864196;0.0;0.06172839506172839;2.0
3.0;1.0;1.0;2.0;0.5;0.43333333333333335;1.0;30.0;31.0;44.0;0.410958904109589;0.40789473684210525;0.6111111111111112;1.0;1.0333333333333334;1.4666666666666666;1.0;1.2;0.9333333333333333;0.0;0.0;1.0;0.5098039215686274;0.3790849673202614;0.0784313725490196;0.0196078431372549;0.013071895424836602;1.0
5.0;0.0;1.0;1.0;0.38461538461538464;1.0;0.9615384615384616;25.0;44.0;46.0;0.32894736842105265;0.5569620253164557;0.5609756097560976;1.0;1.76;1.84;0.9375;1.125;1.3125;0.0;0.0;0.0;0.5176470588235295;0.3588235294117647;0.03529411764705882;0.011764705882352941;0.07647058823529412;0.0
4.0;1.0;1.0;1.0;0.9375;1.0;0.9375;30.0;34.0;36.0;0.4918032786885246;0.53125;0.5373134328358209;1.0;1.1333333333333333;1.2;0.9375;1.125;1.3125;0.0;0.0;0.0;0.5751633986928104;0.3006535947712418;0.0784313725490196;0.0;0.0457516339869281;1.0
4.0;0.0;1.0;0.0;0.3448275862068966;1.0;0.3448275862068966;25.0;41.0;31.0;0.390625;0.6721311475409836;0.44285714285714284;1.0;1.64;1.24;1.1538461538461537;0.9230769230769231;1.6153846153846154;0.0;1.0;0.0;0.5424836601307189;0.3202614379084967;0.12418300653594772;0.0;0.013071895424836602;2.0
1.0;0.0;1.0;1.0;0.3225806451612903;0.9354838709677419;1.0;25.0;47.0;52.0;0.29411764705882354;0.5340909090909091;0.5714285714285714;1.0;1.88;2.08;0.9375;1.125;1.3125;0.0;0.0;0.0;0.47701149425287354;0.40229885057471265;0.10919540229885058;0.0;0.011494252873563218;0.0
