Family;Qsize_R3;Qsize_R4;Qsize_R5;Cur_Charge_comparable_R3;Cur_Charge_comparable_R4;Cur_Charge_comparable_R5;Exp_Charge__R3;Exp_Charge__R4;Exp_Charge__R5;Exp_ChargeRates_R3;Exp_ChargeRates_R4;Exp_ChargeRates_R5;Exp_Charge__comparable_R3;Exp_Charge__comparable_R4;Exp_Charge__comparable_R5;Eff_Gross_R3;Eff_Gross_R4;Eff_Gross_R5;predFamilies_R3;predFamilies_R4;predFamilies_R5;Cell%__c1;Cell%__c2;Cell%__c3;Cell%__c4;Cell%__c5;Selected Resource
1.0;0.0;0.0;0.0;1.0;1.0;1.0;15.0;18.0;21.0;1.0;1.0;1.0;1.0;1.2;1.4;0.9375;1.125;1.3125;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
3.0;0.0;1.0;0.0;0.0;1.0;0.0;15.0;35.0;21.0;0.46875;1.0;0.5526315789473685;1.0;2.3333333333333335;1.4;0.9375;1.125;1.3125;0.0;0.0;0.0;0.6530612244897959;0.3469387755102041;0.0;0.0;0.0;0.0
3.0;0.0;0.0;0.0;0.8333333333333334;1.0;0.0;20.0;30.0;21.0;0.625;0.75;0.4883720930232558;1.0;1.5;1.05;0.9090909090909091;1.6363636363636365;1.9090909090909092;1.0;0.0;0.0;0.6271186440677966;0.3728813559322034;0.0;0.0;0.0;2.0
4.0;0.0;0.0;0.0;0.08333333333333333;0.25;1.0;16.0;21.0;33.0;0.5161290322580645;0.6176470588235294;0.8918918918918919;1.0;1.3125;2.0625;0.9375;1.125;1.3125;0.0;0.0;0.0;0.6;0.4;0.0;0.0;0.0;1.0
2.0;0.0;1.0;0.0;0.0;1.0;0.4;15.0;33.0;27.0;0.4166666666666667;0.8461538461538461;0.6428571428571429;1.0;2.2;1.8;0.9375;1.125;1.3125;0.0;0.0;0.0;0.43243243243243246;0.28378378378378377;0.28378378378378377;0.0;0.0;0.0
2.0;0.0;0.0;0.0;1.0;1.0;0.1;20.0;28.0;22.0;0.6451612903225806;0.717948717948718;0.5238095238095238;1.0;1.4;1.1;0.9090909090909091;1.6363636363636365;1.9090909090909092;1.0;0.0;0.0;0.4576271186440678;0.3559322033898305;0.1864406779661017;0.0;0.0;0.0
5.0;1.0;0.0;0.0;1.0;0.375;0.0;31.0;24.0;21.0;0.8378378378378378;0.6;0.4883720930232558;1.4761904761904763;1.1428571428571428;1.0;0.9375;1.125;1.3125;0.0;0.0;0.0;0.5945945945945946;0.2972972972972973;0.10810810810810811;0.0;0.0;2.0
5.0;1.0;0.0;1.0;0.6875;0.0625;1.0;26.0;19.0;30.0;0.6046511627906976;0.41304347826086957;0.7142857142857143;1.368421052631579;1.0;1.5789473684210527;1.0;1.2;0.9333333333333333;0.0;0.0;1.0;0.53125;0.4375;0.015625;0.015625;0.0;2.0
5.0;0.0;0.0;1.0;0.24;0.0;1.0;21.0;18.0;39.0;0.45652173913043476;0.3673469387755102;0.8666666666666667;1.1666666666666667;1.0;2.1666666666666665;1.0;1.2;0.9333333333333333;0.0;0.0;1.0;0.4661016949152542;0.2627118644067797;0.17796610169491525;0.0;0.09322033898305085;1.0
1.0;0.0;1.0;1.0;0.20833333333333334;0.7083333333333334;1.0;20.0;35.0;45.0;0.32786885245901637;0.546875;0.6716417910447762;1.0;1.75;2.25;0.9375;1.125;1.3125;0.0;0.0;0.0;0.40298507462686567;0.34328358208955223;0.1417910447761194;0.0;0.11194029850746269;0.0
1.0;1.0;0.0;1.0;0.7894736842105263;0.631578947368421;1.0;25.0;30.0;40.0;0.44642857142857145;0.46875;0.5970149253731343;1.0;1.2;1.6;0.9090909090909091;1.6363636363636365;1.9090909090909092;1.0;0.0;0.0;0.44954128440366975;0.42201834862385323;0.08256880733944955;0.0;0.045871559633027525;2.0
1.0;0.0;0.0;1.0;0.2857142857142857;0.2;1.0;20.0;25.0;49.0;0.3225806451612903;0.35714285714285715;0.7424242424242424;1.0;1.25;2.45;0.9090909090909091;1.6363636363636365;1.2727272727272727;1.0;0.0;1.0;0.5;0.3939393939393939;0.08333333333333333;0.022727272727272728;0.0;0.0
5.0;1.0;0.0;1.0;0.53125;0.125;1.0;32.0;16.0;53.0;0.47058823529411764;0.24615384615384617;0.7162162162162162;2.0;1.0;3.3125;1.1538461538461537;0.9230769230769231;1.6153846153846154;0.0;1.0;0.0;0.47101449275362317;0.38405797101449274;0.13768115942028986;0.007246376811594203;0.0;1.0
5.0;1.0;0.0;1.0;0.4444444444444444;0.4074074074074074;1.0;27.0;23.0;48.0;0.4153846153846154;0.3709677419354839;0.676056338028169;1.173913043478261;1.0;2.0869565217391304;1.1538461538461537;0.9230769230769231;1.6153846153846154;0.0;1.0;0.0;0.5345911949685535;0.31446540880503143;0.08176100628930817;0.0;0.06918238993710692;1.0
5.0;0.0;1.0;1.0;0.3181818181818182;0.8181818181818182;1.0;22.0;30.0;43.0;0.3548387096774194;0.5084745762711864;0.6323529411764706;1.0;1.3636363636363635;1.9545454545454546;1.1538461538461537;0.9230769230769231;1.6153846153846154;0.0;1.0;0.0;0.5208333333333334;0.3263888888888889;0.13194444444444445;0.013888888888888888;0.006944444444444444;1.0
4.0;0.0;2.0;1.0;0.17857142857142858;1.0;0.7142857142857143;20.0;46.0;41.0;0.29411764705882354;0.647887323943662;0.5540540540540541;1.0;2.3;2.05;0.9375;1.125;1.3125;0.0;0.0;0.0;0.5033112582781457;0.3509933774834437;0.12582781456953643;0.019867549668874173;0.0;1.0
2.0;0.0;2.0;0.0;0.0;1.0;0.21212121212121213;15.0;51.0;28.0;0.2727272727272727;0.8793103448275862;0.45901639344262296;1.0;3.4;1.8666666666666667;0.9375;1.125;1.3125;0.0;0.0;0.0;0.5;0.3333333333333333;0.058333333333333334;0.041666666666666664;0.06666666666666667;0.0
1.0;1.0;2.0;0.0;0.41935483870967744;1.0;0.16129032258064516;28.0;49.0;19.0;0.4375;0.7313432835820896;0.30158730158730157;1.4736842105263157;2.5789473684210527;1.0;1.0;1.2;0.9333333333333333;0.0;0.0;1.0;0.48695652173913045;0.4260869565217391;0.043478260869565216;0.008695652173913044;0.034782608695652174;2.0
2.0;0.0;1.0;1.0;0.35714285714285715;1.0;0.5714285714285714;20.0;46.0;37.0;0.3125;0.6388888888888888;0.49333333333333335;1.0;2.3;1.85;0.9090909090909091;1.6363636363636365;1.9090909090909092;1.0;0.0;0.0;0.4744525547445255;0.39416058394160586;0.029197080291970802;0.0;0.10218978102189781;0.0
