Qsize_R6;Qsize_R7;Cur_Charge_comparable_R6;Cur_Charge_comparable_R7;Exp_Charge__R6;Exp_Charge__R7;Exp_ChargeRates_R6;Exp_ChargeRates_R7;Exp_Charge__comparable_R6;Exp_Charge__comparable_R7;Eff_Gross_R6;Eff_Gross_R7;predFamilies_R6;predFamilies_R7;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource_0.0;Selected Resource_1.0
2.0;0.0;1.0;0.0;49.0;33.0;1.0;0.5689655172413793;1.4848484848484849;1.0;0.96;1.32;0.0;0.0;0.9477958236658932;0.0232018561484918;0.0290023201856148;0;1
2.0;1.0;0.7419354838709677;1.0;47.0;45.0;0.6025641025641025;0.6617647058823529;1.0444444444444445;1.0;1.6;0.9333333333333332;0.0;1.0;0.9275510204081632;0.0173469387755102;0.0551020408163265;1;0
3.0;1.0;1.0;0.5625;57.0;41.0;0.6785714285714286;0.4606741573033708;1.3902439024390243;1.0;0.9;1.4;1.0;1.0;0.8969754253308129;0.0321361058601134;0.0708884688090737;1;0
1.0;1.0;1.0;0.5333333333333333;54.0;49.0;0.7714285714285715;0.620253164556962;1.1020408163265305;1.0;0.96;1.32;0.0;0.0;0.9473251028806584;0.0148148148148148;0.0378600823045267;1;0
2.0;3.0;1.0;0.7288135593220338;68.0;76.0;0.6126126126126126;0.562962962962963;1.0;1.1176470588235294;0.9;3.3;1.0;0.0;0.8850664581704457;0.0351837372947615;0.0797498045347928;1;0
3.0;3.0;1.0;0.734375;73.0;80.0;0.6083333333333333;0.5555555555555556;1.0;1.095890410958904;0.9;3.3;1.0;0.0;0.8829536527886881;0.0298507462686567;0.0871956009426551;1;0
3.0;4.0;1.0;0.7678571428571429;65.0;76.0;0.6018518518518519;0.5757575757575758;1.0;1.1692307692307693;0.9;3.3;1.0;0.0;0.8741092636579573;0.0475059382422802;0.0783847980997624;1;0
4.0;0.0;1.0;0.1052631578947368;62.0;37.0;0.9393939393939394;0.4933333333333333;1.6756756756756757;1.0;0.96;1.32;0.0;0.0;0.9276061776061776;0.0318532818532818;0.0405405405405405;1;0
4.0;1.0;1.0;0.2166666666666666;69.0;46.0;0.8414634146341463;0.4339622641509434;1.5;1.0;0.9;3.3;1.0;0.0;0.9100580270793036;0.0193423597678916;0.0705996131528046;1;0
2.0;3.0;0.5098039215686274;1.0;50.0;84.0;0.495049504950495;0.7636363636363637;1.0;1.68;0.96;1.32;0.0;0.0;0.8909348441926346;0.0;0.1090651558073654;1;0
0.0;3.0;0.0677966101694915;1.0;13.0;92.0;0.1805555555555555;0.9583333333333334;1.0;7.076923076923077;0.9;3.3;1.0;0.0;0.8901830282861897;0.0049916805324459;0.1048252911813644;1;0
1.0;4.0;0.15625;1.0;19.0;97.0;0.2289156626506024;0.9065420560747663;1.0;5.105263157894737;0.9;3.3;1.0;0.0;0.8772802653399668;0.0;0.1227197346600331;1;0
0.0;3.0;0.1509433962264151;1.0;17.0;86.0;0.2428571428571428;0.9148936170212766;1.0;5.0588235294117645;0.9;3.3;1.0;0.0;0.8910714285714286;0.0;0.1089285714285714;1;0
0.0;3.0;0.1;1.0;12.0;63.0;0.2857142857142857;0.9545454545454546;1.0;5.25;0.9;3.3;1.0;0.0;0.9163424124513618;0.0194552529182879;0.0642023346303501;1;0
0.0;2.0;0.1428571428571428;1.0;12.0;54.0;0.3636363636363636;0.9473684210526316;1.0;4.5;0.9;3.3;1.0;0.0;0.917004048582996;0.034412955465587;0.048582995951417;1;0
1.0;2.0;0.5263157894736842;1.0;19.0;52.0;0.5;0.8387096774193549;1.0;2.736842105263158;0.9;3.3;1.0;0.0;0.9016064257028112;0.0401606425702811;0.0582329317269076;1;0
1.0;1.0;1.0;1.0;21.0;45.0;0.6363636363636364;0.7894736842105263;1.0;2.142857142857143;0.9;3.3;1.0;0.0;0.8823529411764706;0.0689655172413793;0.0486815415821501;1;0
0.0;2.0;0.2058823529411764;1.0;16.0;67.0;0.32;0.9054054054054054;1.0;4.1875;0.9;3.3;1.0;0.0;0.8807947019867549;0.0286975717439293;0.0905077262693156;1;0
0.0;3.0;0.2121212121212121;1.0;16.0;66.0;0.3265306122448979;0.9041095890410958;1.0;4.125;0.9;3.3;1.0;0.0;0.8619909502262444;0.0475113122171945;0.090497737556561;1;0
0.0;3.0;0.21875;1.0;16.0;65.0;0.3333333333333333;0.9027777777777778;1.0;4.0625;0.9;3.3;1.0;0.0;0.8853658536585366;0.0195121951219512;0.0951219512195122;1;0
0.0;3.0;0.0;1.0;9.0;85.0;0.1475409836065573;1.0;1.0;9.444444444444445;0.9;3.3;1.0;0.0;0.8644501278772379;0.0025575447570332;0.1329923273657289;1;0
0.0;3.0;0.14;1.0;16.0;83.0;0.2424242424242424;0.9222222222222224;1.0;5.1875;0.9;3.3;1.0;0.0;0.8542199488491049;0.0;0.1457800511508951;1;0
1.0;3.0;0.2608695652173913;1.0;21.0;79.0;0.3134328358208955;0.8681318681318682;1.0;3.761904761904762;0.9;3.3;1.0;0.0;0.847769028871391;0.0;0.1522309711286089;1;0
0.0;1.0;0.0625;1.0;25.0;49.0;0.6097560975609756;0.98;1.0;1.96;0.96;1.32;0.0;0.0;0.8357487922705314;0.0821256038647343;0.0821256038647343;1;0
0.0;0.0;1.0;1.0;32.0;41.0;0.8;0.8367346938775511;1.0;1.28125;0.96;1.32;0.0;0.0;0.8350515463917526;0.0;0.1649484536082474;1;0
0.0;1.0;0.2307692307692307;1.0;12.0;46.0;0.48;0.9387755102040816;1.0;3.8333333333333335;0.9;3.3;1.0;0.0;0.4482758620689655;0.0;0.5517241379310345;1;0
