Qsize_R3;Qsize_R4;Qsize_R5;Cur_Charge_comparable_R3;Cur_Charge_comparable_R4;Cur_Charge_comparable_R5;Exp_Charge__R3;Exp_Charge__R4;Exp_Charge__R5;Exp_ChargeRates_R3;Exp_ChargeRates_R4;Exp_ChargeRates_R5;Exp_Charge__comparable_R3;Exp_Charge__comparable_R4;Exp_Charge__comparable_R5;Eff_Gross_R3;Eff_Gross_R4;Eff_Gross_R5;predFamilies_R3;predFamilies_R4;predFamilies_R5;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource_0.0;Selected Resource_1.0;Selected Resource_2.0
0.0;0.0;0.0;0.2;0.0;1.0;23.0;26.0;19.0;0.8214285714285714;0.8125;0.95;1.2105263157894737;1.368421052631579;1.0;1.4666666666666666;1.7333333333333334;0.9333333333333332;0.0;0.0;0.0;0.96771714066103;0.0046118370484242;0.0276710222905457;1;0;0
0.0;1.0;0.0;0.0;1.0;0.0;22.0;35.0;14.0;0.7096774193548387;1.0;0.6086956521739131;1.5714285714285714;2.5;1.0;1.4666666666666666;1.7333333333333334;0.9333333333333332;0.0;0.0;0.0;0.9717064544650752;0.0079575596816976;0.0203359858532272;1;0;1
0.0;0.0;1.0;0.0;1.0;0.8333333333333334;22.0;32.0;7.0;0.6666666666666666;0.8648648648648649;0.5384615384615384;3.142857142857143;4.571428571428571;1.0;7.333333333333333;8.666666666666666;0.6666666666666666;0.0;0.0;1.0;0.9854147675478578;0.0100273473108477;0.0045578851412944;1;0;1
0.0;0.0;0.0;0.0;1.0;0.0;22.0;30.0;2.0;0.8461538461538461;1.0;0.3333333333333333;11.0;15.0;1.0;7.333333333333333;8.666666666666666;0.6666666666666666;0.0;0.0;1.0;0.9558823529411764;0.0036764705882352;0.0404411764705882;0;0;1
1.0;0.0;0.0;1.0;0.0;0.0;25.0;26.0;14.0;1.0;0.896551724137931;0.8235294117647058;1.7857142857142858;1.8571428571428568;1.0;1.4666666666666666;1.7333333333333334;0.9333333333333332;0.0;0.0;0.0;0.9844155844155844;0.0038961038961038;0.0116883116883116;1;0;1
1.0;0.0;0.0;1.0;0.0;0.0;16.0;26.0;14.0;1.0;0.7428571428571429;0.6086956521739131;1.1428571428571428;1.8571428571428568;1.0;0.875;3.25;1.75;1.0;0.0;0.0;0.9644736842105264;0.0118421052631578;0.0236842105263157;0;1;0
0.0;1.0;0.0;0.0;1.0;0.2;7.0;14.0;16.0;0.3684210526315789;0.875;0.6153846153846154;1.0;2.0;2.2857142857142856;1.4;0.8;2.8;1.0;1.0;0.0;0.9607046070460704;0.016260162601626;0.0230352303523035;0;1;0
0.0;0.0;0.0;1.0;1.0;1.0;22.0;4.0;14.0;1.0;1.0;1.0;5.5;1.0;3.5;4.4;0.8;2.8;0.0;1.0;0.0;0.9707692307692308;0.0;0.0292307692307692;0;1;0
0.0;0.0;0.0;0.0;0.0;1.0;22.0;4.0;16.0;0.9166666666666666;0.6666666666666666;1.0;5.5;1.0;4.0;4.4;0.8;2.8;0.0;1.0;0.0;0.9745627980922098;0.0031796502384737;0.0222575516693163;0;1;0
0.0;0.0;0.0;1.0;1.0;1.0;22.0;4.0;14.0;1.0;1.0;1.0;5.5;1.0;3.5;4.4;0.8;2.8;0.0;1.0;0.0;0.9754098360655736;0.0;0.0245901639344262;0;1;0
0.0;0.0;0.0;1.0;1.0;1.0;22.0;4.0;14.0;1.0;1.0;1.0;5.5;1.0;3.5;4.4;0.8;2.8;0.0;1.0;0.0;0.9718804920913884;0.0;0.0281195079086115;0;1;0
1.0;0.0;0.0;1.0;0.0;0.0;33.0;4.0;14.0;1.0;0.2666666666666666;0.56;8.25;1.0;3.5;4.4;0.8;2.8;0.0;1.0;0.0;0.9679144385026738;0.0196078431372549;0.0124777183600713;0;1;0
0.0;0.0;0.0;1.0;0.0;0.0;24.0;4.0;14.0;1.0;0.6666666666666666;0.875;6.0;1.0;3.5;4.4;0.8;2.8;0.0;1.0;0.0;0.9887005649717514;0.0037664783427495;0.007532956685499;1;1;0
1.0;0.0;0.0;1.0;0.0;0.0;39.0;4.0;14.0;1.0;0.1904761904761904;0.4516129032258064;9.75;1.0;3.5;4.4;0.8;2.8;0.0;1.0;0.0;0.9329710144927535;0.0307971014492753;0.036231884057971;0;1;0
1.0;0.0;0.0;1.0;0.0;0.0;37.0;4.0;14.0;1.0;0.2105263157894736;0.4827586206896552;9.25;1.0;3.5;4.4;0.8;2.8;0.0;1.0;0.0;0.9502868068833652;0.02868068833652;0.0210325047801147;0;1;0
1.0;0.0;0.0;1.0;0.0;0.0;28.0;4.0;14.0;1.0;0.4;0.7;7.0;1.0;3.5;4.4;0.8;2.8;0.0;1.0;0.0;0.9795501022494888;0.0122699386503067;0.0081799591002045;0;1;0
0.0;0.0;0.0;1.0;1.0;1.0;22.0;4.0;14.0;1.0;1.0;1.0;5.5;1.0;3.5;4.4;0.8;2.8;0.0;1.0;0.0;0.942115768463074;0.0;0.0578842315369261;0;1;0
0.0;0.0;0.0;1.0;1.0;1.0;22.0;4.0;14.0;1.0;1.0;1.0;5.5;1.0;3.5;4.4;0.8;2.8;0.0;1.0;0.0;0.9578059071729956;0.0;0.0421940928270042;0;1;0
0.0;0.0;0.0;1.0;1.0;1.0;22.0;4.0;14.0;1.0;1.0;1.0;5.5;1.0;3.5;4.4;0.8;2.8;0.0;1.0;0.0;1.0;0.0;0.0;1;1;0
