Qsize_R3;Qsize_R4;Qsize_R5;Cur_Charge_comparable_R3;Cur_Charge_comparable_R4;Cur_Charge_comparable_R5;Exp_Charge__R3;Exp_Charge__R4;Exp_Charge__R5;Exp_ChargeRates_R3;Exp_ChargeRates_R4;Exp_ChargeRates_R5;Exp_Charge__comparable_R3;Exp_Charge__comparable_R4;Exp_Charge__comparable_R5;Eff_Gross_R3;Eff_Gross_R4;Eff_Gross_R5;predFamilies_R3;predFamilies_R4;predFamilies_R5;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource_0.0;Selected Resource_1.0;Selected Resource_2.0
0.0;0.0;0.0;1.0;1.0;1.0;22.0;26.0;14.0;1.0;1.0;1.0;1.5714285714285714;1.8571428571428568;1.0;1.4666666666666666;1.7333333333333334;0.9333333333333332;0.0;0.0;0.0;1.0;0.0;0.0;0;0;1
0.0;0.0;1.0;0.0;0.0;1.0;22.0;26.0;28.0;0.6111111111111112;0.65;1.0;1.0;1.181818181818182;1.2727272727272727;1.4666666666666666;1.7333333333333334;0.9333333333333332;0.0;0.0;0.0;0.9560761346998536;0.0102489019033674;0.0336749633967789;1;0;0
1.0;1.0;0.0;1.0;0.8095238095238095;0.0;43.0;43.0;14.0;0.7166666666666667;0.671875;0.2692307692307692;3.071428571428572;3.071428571428572;1.0;1.4666666666666666;1.7333333333333334;0.9333333333333332;0.0;0.0;0.0;0.9437869822485208;0.0281065088757396;0.0281065088757396;0;0;1
1.0;1.0;1.0;0.875;1.0;0.625;29.0;34.0;7.0;0.6904761904761905;0.7391304347826086;0.3181818181818182;4.142857142857143;4.857142857142857;1.0;7.333333333333333;8.666666666666666;0.6666666666666666;0.0;0.0;1.0;0.9515885022692888;0.0151285930408472;0.0332829046898638;0;1;1
0.0;0.0;0.0;1.0;1.0;1.0;22.0;26.0;2.0;1.0;1.0;1.0;11.0;13.0;1.0;7.333333333333333;8.666666666666666;0.6666666666666666;0.0;0.0;1.0;0.958047292143402;0.0;0.041952707856598;1;0;1
1.0;0.0;0.0;1.0;0.0;0.0;20.0;26.0;2.0;1.0;0.6666666666666666;0.1333333333333333;10.0;13.0;1.0;2.333333333333333;8.666666666666666;0.6666666666666666;1.0;0.0;1.0;0.9552469135802468;0.0100308641975308;0.0347222222222222;1;1;1
0.0;0.0;0.0;1.0;0.0;0.0;11.0;26.0;2.0;1.0;0.8666666666666667;0.3333333333333333;5.5;13.0;1.0;2.333333333333333;8.666666666666666;0.6666666666666666;1.0;0.0;1.0;0.953125;0.003125;0.04375;0;1;1
0.0;1.0;0.0;0.0;1.0;0.0;7.0;21.0;2.0;0.2916666666666667;1.0;0.1052631578947368;3.5;10.5;1.0;2.333333333333333;1.3333333333333333;0.6666666666666666;1.0;1.0;1.0;0.9493269992082344;0.0134600158353127;0.0372129849564528;1;1;0
0.0;2.0;0.0;0.0;1.0;0.0;7.0;24.0;2.0;0.2592592592592592;1.0;0.0909090909090909;3.5;12.0;1.0;2.333333333333333;1.3333333333333333;0.6666666666666666;1.0;1.0;1.0;0.9484944532488114;0.0158478605388272;0.0356576862123613;0;0;1
0.0;0.0;1.0;0.0;0.25;1.0;7.0;8.0;30.0;0.2592592592592592;0.3333333333333333;0.8823529411764706;1.0;1.1428571428571428;4.285714285714286;1.4;0.8;2.8;1.0;1.0;0.0;0.9617622610141312;0.0166251039068994;0.0216126350789692;1;1;0
