Family;Qsize_R6;Qsize_R7;Cur_Charge_comparable_R6;Cur_Charge_comparable_R7;Exp_Charge__R6;Exp_Charge__R7;Exp_ChargeRates_R6;Exp_ChargeRates_R7;Exp_Charge__comparable_R6;Exp_Charge__comparable_R7;Eff_Gross_R6;Eff_Gross_R7;predFamilies_R6;predFamilies_R7;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource_0.0;Selected Resource_1.0
1.0;0.0;0.0;1.0;1.0;29.0;23.0;1.0;1.0;1.2608695652173914;1.0;1.2083333333333333;0.9583333333333334;0.0;0.0;0.9430379746835444;0.0569620253164556;0.0;1;0
4.0;1.0;0.0;1.0;0.0;43.0;28.0;1.0;0.6666666666666666;1.5357142857142858;1.0;1.0;0.9655172413793104;0.0;0.0;0.9393939393939394;0.0473484848484848;0.0132575757575757;0;1
4.0;0.0;1.0;0.3636363636363636;1.0;37.0;30.0;0.6271186440677966;0.7894736842105263;1.2333333333333334;1.0;3.2222222222222223;0.8888888888888888;0.0;1.0;0.9501582278481012;0.0261075949367088;0.0237341772151898;0;1
4.0;0.0;2.0;0.2142857142857142;1.0;35.0;36.0;0.5555555555555556;0.8571428571428571;1.0;1.0285714285714285;3.2222222222222223;0.8888888888888888;0.0;1.0;0.950856291883842;0.0238272524199553;0.0253164556962025;0;1
4.0;0.0;3.0;0.0;1.0;29.0;36.0;0.5087719298245614;1.0;1.0;1.2413793103448276;3.2222222222222223;0.8888888888888888;0.0;1.0;0.962187711006077;0.0189061444969615;0.0189061444969615;0;1
5.0;0.0;2.0;0.0;1.0;24.0;57.0;0.5;1.0;1.0;2.375;0.96;1.32;0.0;0.0;0.9638709677419356;0.0206451612903225;0.0154838709677419;1;0
5.0;1.0;2.0;1.0;1.0;31.0;55.0;0.5849056603773585;0.7142857142857143;1.0;1.7741935483870968;0.9;3.3;1.0;0.0;0.950189155107188;0.0220680958385876;0.0277427490542244;1;0
3.0;2.0;2.0;1.0;0.6666666666666666;63.0;52.0;0.7777777777777778;0.6582278481012658;1.2115384615384617;1.0;1.0285714285714285;0.9714285714285714;0.0;0.0;0.9554990464081372;0.0158931977113795;0.0286077558804831;0;1
5.0;2.0;3.0;0.5625;1.0;36.0;81.0;0.4285714285714285;0.75;1.0;2.25;0.9;3.3;1.0;0.0;0.9376169681846538;0.0155957579538365;0.0467872738615096;1;0
2.0;1.0;1.0;0.5;1.0;44.0;72.0;0.5789473684210527;0.8181818181818182;1.0;1.6363636363636365;0.9655172413793104;1.3793103448275863;0.0;0.0;0.9650395778364116;0.0032981530343007;0.0316622691292876;1;0
2.0;2.0;1.0;1.0;0.7878787878787878;41.0;66.0;0.6119402985074627;0.6666666666666666;1.0;1.6097560975609757;0.8888888888888888;4.444444444444445;1.0;0.0;0.9500984898227184;0.0111621799080761;0.0387393302692055;1;0
3.0;2.0;0.0;1.0;0.2857142857142857;64.0;18.0;0.8888888888888888;0.391304347826087;3.555555555555556;1.0;3.272727272727273;0.9090909090909092;0.0;1.0;0.9598639455782312;0.0156462585034013;0.0244897959183673;0;1
3.0;2.0;1.0;1.0;0.5454545454545454;58.0;22.0;0.8285714285714286;0.5;2.636363636363636;1.0;3.272727272727273;0.9090909090909092;0.0;1.0;0.9662534435261708;0.0103305785123966;0.0234159779614325;0;1
5.0;0.0;0.0;1.0;1.0;32.0;41.0;0.8;0.8367346938775511;1.0;1.28125;0.96;1.32;0.0;0.0;0.9854121079504012;0.0029175784099197;0.011670313639679;1;0
5.0;1.0;0.0;1.0;0.1714285714285714;44.0;39.0;0.88;0.527027027027027;1.1282051282051282;1.0;0.9;3.3;1.0;0.0;0.9697624190064796;0.0007199424046076;0.0295176385889128;1;0
