Qsize_R3;Qsize_R4;Qsize_R5;Cur_Charge_comparable_R3;Cur_Charge_comparable_R4;Cur_Charge_comparable_R5;Exp_Charge__R3;Exp_Charge__R4;Exp_Charge__R5;Exp_ChargeRates_R3;Exp_ChargeRates_R4;Exp_ChargeRates_R5;Exp_Charge__comparable_R3;Exp_Charge__comparable_R4;Exp_Charge__comparable_R5;Eff_Gross_R3;Eff_Gross_R4;Eff_Gross_R5;predFamilies_R3;predFamilies_R4;predFamilies_R5;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource_0.0;Selected Resource_1.0;Selected Resource_2.0
1.0;0.0;0.0;1.0;0.0;0.0;25.0;20.0;20.0;1.0;0.8695652173913043;0.8695652173913043;1.25;1.0;1.0;1.0476190476190477;0.9523809523809524;0.9523809523809524;0.0;0.0;0.0;0.9935205183585312;0.0064794816414686;0.0;0;1;1
0.0;1.0;0.0;0.0;1.0;0.0;22.0;16.0;20.0;0.6875;1.0;0.6666666666666666;1.375;1.0;1.25;3.142857142857143;0.8571428571428571;2.857142857142857;0.0;1.0;0.0;0.9455128205128204;0.016025641025641;0.0384615384615384;0;1;0
0.0;1.0;0.0;0.0;1.0;0.0;22.0;18.0;20.0;0.6470588235294118;1.0;0.625;1.2222222222222223;1.0;1.1111111111111112;3.142857142857143;0.8571428571428571;2.857142857142857;0.0;1.0;0.0;0.9534206695778747;0.0174672489082969;0.0291120815138282;0;1;1
0.0;0.0;1.0;0.0;0.4285714285714285;1.0;22.0;12.0;16.0;0.5238095238095238;0.4615384615384615;0.7272727272727273;1.8333333333333333;1.0;1.3333333333333333;7.333333333333333;2.0;0.6666666666666666;0.0;1.0;1.0;0.9630434782608696;0.0217391304347826;0.0152173913043478;0;0;1
0.0;0.0;0.0;0.0;0.0;1.0;22.0;6.0;24.0;0.8461538461538461;0.6;1.0;3.6666666666666665;1.0;4.0;3.142857142857143;0.8571428571428571;2.857142857142857;0.0;1.0;0.0;0.9763513513513512;0.0027027027027027;0.0209459459459459;1;1;0
1.0;0.0;0.0;1.0;0.0;0.0;37.0;20.0;20.0;1.0;0.5714285714285714;0.5714285714285714;1.85;1.0;1.0;1.0476190476190477;0.9523809523809524;0.9523809523809524;0.0;0.0;0.0;0.9320843091334896;0.0117096018735363;0.0562060889929742;0;1;0
1.0;1.0;0.0;0.5;1.0;0.0;27.0;16.0;20.0;0.7297297297297297;0.7619047619047619;0.5714285714285714;1.6875;1.0;1.25;3.142857142857143;0.8571428571428571;2.857142857142857;0.0;1.0;0.0;0.9460112812248188;0.0120870265914585;0.0419016921837228;1;1;1
1.0;0.0;0.0;1.0;0.1052631578947368;0.0;23.0;8.0;20.0;0.92;0.2962962962962963;0.4878048780487805;2.875;1.0;2.5;0.8;1.2;4.0;1.0;1.0;0.0;0.9380032206119162;0.0169082125603864;0.0450885668276972;1;1;0
1.0;0.0;0.0;1.0;0.0;0.0;37.0;20.0;20.0;1.0;0.5714285714285714;0.5714285714285714;1.85;1.0;1.0;1.0476190476190477;0.9523809523809524;0.9523809523809524;0.0;0.0;0.0;0.9460726846424384;0.0175849941383352;0.0363423212192262;0;1;1
0.0;0.0;0.0;0.0;0.0;1.0;22.0;6.0;23.0;0.88;0.6666666666666666;1.0;3.6666666666666665;1.0;3.8333333333333335;3.142857142857143;0.8571428571428571;2.857142857142857;0.0;1.0;0.0;0.9466840052015604;0.0039011703511053;0.0494148244473342;1;0;1
0.0;0.0;1.0;0.1333333333333333;0.0;1.0;24.0;6.0;17.0;0.6153846153846154;0.2608695652173913;0.8947368421052632;4.0;1.0;2.833333333333333;7.333333333333333;2.0;0.6666666666666666;0.0;1.0;1.0;0.9335142469470828;0.0230664857530529;0.0434192672998643;1;1;0
0.0;0.0;1.0;0.0;0.0;1.0;22.0;6.0;9.0;0.7586206896551724;0.4615384615384615;1.0;3.6666666666666665;1.0;1.5;7.333333333333333;2.0;0.6666666666666666;0.0;1.0;1.0;0.9424964936886396;0.0098176718092566;0.0476858345021037;0;1;1
1.0;0.0;0.0;1.0;0.0;0.0;32.0;6.0;2.0;1.0;0.375;0.1666666666666666;16.0;3.0;1.0;7.333333333333333;2.0;0.6666666666666666;0.0;1.0;1.0;0.9377652050919376;0.0141442715700141;0.048090523338048;0;0;1
0.0;0.0;0.0;1.0;0.0;0.0;24.0;6.0;2.0;1.0;0.75;0.5;12.0;3.0;1.0;7.333333333333333;2.0;0.6666666666666666;0.0;1.0;1.0;0.9583333333333334;0.0029761904761904;0.0386904761904761;0;1;0
