Qsize_R6;Qsize_R7;Cur_Charge_comparable_R6;Cur_Charge_comparable_R7;Exp_Charge__R6;Exp_Charge__R7;Exp_ChargeRates_R6;Exp_ChargeRates_R7;Exp_Charge__comparable_R6;Exp_Charge__comparable_R7;Eff_Gross_R6;Eff_Gross_R7;predFamilies_R6;predFamilies_R7;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource_0.0;Selected Resource_1.0
0.0;0.0;1.0;1.0;28.0;40.0;1.0;1.0;1.0;1.4285714285714286;0.9655172413793104;1.3793103448275863;0.0;0.0;0.9723756906077348;0.0276243093922651;0.0;1;0
1.0;0.0;1.0;0.0;30.0;40.0;1.0;0.6451612903225806;1.0;1.3333333333333333;0.8888888888888888;4.444444444444445;1.0;0.0;0.9582089552238806;0.008955223880597;0.0328358208955223;1;0
0.0;5.0;0.140625;1.0;37.0;104.0;0.3663366336633663;0.9203539823008848;1.0;2.810810810810811;0.9655172413793104;1.3793103448275863;0.0;0.0;0.9433258762117822;0.0022371364653243;0.0544369873228933;1;0
1.0;5.0;0.4838709677419355;1.0;38.0;102.0;0.38;0.7727272727272727;1.0;2.6842105263157894;0.8888888888888888;4.444444444444445;1.0;0.0;0.931314623338257;0.000738552437223;0.0679468242245199;1;0
2.0;4.0;0.6;1.0;44.0;100.0;0.4230769230769231;0.7352941176470589;1.0;2.272727272727273;0.8888888888888888;4.444444444444445;1.0;0.0;0.9182621502209132;0.0110456553755522;0.0706921944035346;1;0
2.0;1.0;1.0;0.75;48.0;55.0;0.7619047619047619;0.7333333333333333;1.0;1.1458333333333333;0.9655172413793104;1.3793103448275863;0.0;0.0;0.883920894239037;0.0859845227858985;0.0300945829750644;1;0
2.0;1.0;1.0;0.2432432432432432;45.0;49.0;0.8333333333333334;0.5697674418604651;1.0;1.0888888888888888;0.8888888888888888;4.444444444444445;1.0;0.0;0.8857890148212729;0.074106364428945;0.040104620749782;1;0
3.0;1.0;1.0;0.2;53.0;49.0;0.8548387096774194;0.5212765957446809;1.0816326530612246;1.0;0.8888888888888888;4.444444444444445;1.0;0.0;0.8796536796536797;0.0735930735930736;0.0467532467532467;1;0
3.0;1.0;1.0;0.5116279069767442;51.0;62.0;0.6986301369863014;0.5904761904761905;1.0;1.2156862745098038;0.8888888888888888;4.444444444444445;1.0;0.0;0.8577661431064573;0.0855148342059336;0.056719022687609;1;0
4.0;1.0;1.0;0.3333333333333333;47.0;53.0;0.7833333333333333;0.5760869565217391;1.0;1.127659574468085;0.8888888888888888;4.444444444444445;1.0;0.0;0.8975563909774437;0.0535714285714285;0.0488721804511278;1;0
3.0;0.0;1.0;0.08;78.0;44.0;0.951219512195122;0.4680851063829787;1.7727272727272727;1.0;0.9655172413793104;1.3793103448275863;0.0;0.0;0.9364224137931034;0.0053879310344827;0.0581896551724137;1;0
1.0;1.0;1.0;0.2954545454545454;52.0;53.0;0.8;0.5463917525773195;1.0;1.0192307692307692;0.8888888888888888;4.444444444444445;1.0;0.0;0.8835855646100116;0.0500582072176949;0.0663562281722933;1;0
0.0;2.0;0.0;1.0;28.0;60.0;0.5833333333333334;1.0;1.0;2.142857142857143;0.9655172413793104;1.3793103448275863;0.0;0.0;0.9335443037974684;0.0031645569620253;0.0632911392405063;1;0
1.0;2.0;1.0;0.6923076923076923;34.0;58.0;0.6538461538461539;0.6904761904761905;1.0;1.7058823529411764;0.8888888888888888;4.444444444444445;1.0;0.0;0.8424068767908309;0.0315186246418338;0.1260744985673352;1;0
2.0;1.0;1.0;0.5789473684210527;27.0;51.0;0.7105263157894737;0.7285714285714285;1.0;1.8888888888888888;0.8888888888888888;4.444444444444445;1.0;0.0;0.8969072164948454;0.0;0.1030927835051546;1;0
0.0;0.0;1.0;1.0;8.0;40.0;1.0;1.0;1.0;5.0;0.8888888888888888;4.444444444444445;1.0;0.0;0.897196261682243;0.102803738317757;0.0;1;0
0.0;1.0;0.0;1.0;8.0;63.0;0.2580645161290322;1.0;1.0;7.875;0.8888888888888888;4.444444444444445;1.0;0.0;0.855;0.03;0.115;1;0
