Qsize_R3;Qsize_R4;Qsize_R5;Cur_Charge_comparable_R3;Cur_Charge_comparable_R4;Cur_Charge_comparable_R5;Exp_Charge__R3;Exp_Charge__R4;Exp_Charge__R5;Exp_ChargeRates_R3;Exp_ChargeRates_R4;Exp_ChargeRates_R5;Exp_Charge__comparable_R3;Exp_Charge__comparable_R4;Exp_Charge__comparable_R5;Eff_Gross_R3;Eff_Gross_R4;Eff_Gross_R5;predFamilies_R3;predFamilies_R4;predFamilies_R5;Cell%__c1;Cell%__c2;Cell%__c3;Selected Resource_0.0;Selected Resource_1.0;Selected Resource_2.0
0.0;0.0;0.0;1.0;1.0;1.0;22.0;20.0;20.0;1.0;1.0;1.0;1.1;1.0;1.0;1.0476190476190477;0.9523809523809524;0.9523809523809524;0.0;0.0;0.0;1.0;0.0;0.0;0;1;0
0.0;1.0;0.0;0.0;1.0;0.0;22.0;17.0;20.0;0.6666666666666666;1.0;0.6451612903225806;1.2941176470588236;1.0;1.1764705882352942;3.142857142857143;0.8571428571428571;2.857142857142857;0.0;1.0;0.0;0.9654088050314464;0.0345911949685534;0.0;0;1;0
1.0;1.0;0.0;0.3;1.0;0.0;25.0;30.0;20.0;0.7142857142857143;0.9090909090909092;0.6060606060606061;1.25;1.5;1.0;1.0476190476190477;0.9523809523809524;0.9523809523809524;0.0;0.0;0.0;0.9418521177315148;0.009332376166547;0.0488155061019382;0;1;1
0.0;0.0;1.0;0.0;0.0;1.0;22.0;20.0;12.0;0.6875;0.6666666666666666;1.0;1.8333333333333333;1.6666666666666667;1.0;7.333333333333333;6.666666666666667;0.6666666666666666;0.0;0.0;1.0;0.9451353328456474;0.0073152889539136;0.0475493782004389;0;1;1
0.0;0.0;0.0;0.0;0.0;1.0;22.0;20.0;4.0;0.9166666666666666;0.9090909090909092;1.0;5.5;5.0;1.0;7.333333333333333;6.666666666666667;0.6666666666666666;0.0;0.0;1.0;0.9440298507462688;0.0014925373134328;0.0544776119402985;0;0;1
0.0;0.0;2.0;0.0;0.0;1.0;22.0;20.0;49.0;0.4313725490196078;0.4081632653061224;1.0;1.1;1.0;2.45;1.0476190476190477;0.9523809523809524;0.9523809523809524;0.0;0.0;0.0;0.8852848101265823;0.0229430379746835;0.0917721518987341;0;0;1
0.0;0.0;3.0;0.0;0.0;1.0;22.0;20.0;91.0;0.2365591397849462;0.2197802197802197;1.0;1.1;1.0;4.55;1.0476190476190477;0.9523809523809524;0.9523809523809524;0.0;0.0;0.0;0.885;0.0591666666666666;0.0558333333333333;0;1;0
0.0;1.0;4.0;0.0;0.1219512195121951;1.0;22.0;16.0;102.0;0.1929824561403508;0.1632653061224489;0.9107142857142856;1.375;1.0;6.375;3.142857142857143;0.8571428571428571;2.857142857142857;0.0;1.0;0.0;0.8763666947014298;0.0773759461732548;0.0462573591253153;0;1;0
1.0;0.0;4.0;0.1527777777777778;0.0833333333333333;1.0;33.0;12.0;92.0;0.2972972972972973;0.1263157894736842;0.8440366972477065;2.75;1.0;7.666666666666667;3.142857142857143;0.8571428571428571;2.857142857142857;0.0;1.0;0.0;0.8923611111111112;0.0772569444444444;0.0303819444444444;1;0;0
1.0;0.0;3.0;0.234375;0.0;1.0;19.0;6.0;84.0;0.2289156626506024;0.0705882352941176;0.8484848484848485;3.1666666666666665;1.0;14.0;0.8;1.2;4.0;1.0;1.0;0.0;0.8827160493827161;0.0696649029982363;0.0476190476190476;0;1;0
0.0;0.0;1.0;0.0;0.0;1.0;22.0;20.0;24.0;0.8461538461538461;0.8333333333333334;1.0;1.1;1.0;1.2;1.0476190476190477;0.9523809523809524;0.9523809523809524;0.0;0.0;0.0;0.9117647058823528;0.0040567951318458;0.0841784989858012;0;1;0
0.0;0.0;0.0;1.0;1.0;1.0;22.0;6.0;20.0;1.0;1.0;1.0;3.6666666666666665;1.0;3.333333333333333;3.142857142857143;0.8571428571428571;2.857142857142857;0.0;1.0;0.0;0.8882743362831859;0.0;0.1117256637168141;1;0;0
0.0;0.0;0.0;1.0;1.0;1.0;22.0;20.0;20.0;1.0;1.0;1.0;1.1;1.0;1.0;1.0476190476190477;0.9523809523809524;0.9523809523809524;0.0;0.0;0.0;0.8387096774193549;0.0;0.1612903225806451;0;0;1
0.0;0.0;1.0;0.0;0.0;1.0;22.0;20.0;12.0;0.6875;0.6666666666666666;1.0;1.8333333333333333;1.6666666666666667;1.0;7.333333333333333;6.666666666666667;0.6666666666666666;0.0;0.0;1.0;0.863013698630137;0.0273972602739726;0.1095890410958904;0;0;1
0.0;0.0;0.0;1.0;1.0;1.0;22.0;20.0;2.0;1.0;1.0;1.0;11.0;10.0;1.0;7.333333333333333;6.666666666666667;0.6666666666666666;0.0;0.0;1.0;0.8862876254180602;0.0;0.1137123745819397;1;0;1
0.0;0.0;0.0;0.0;1.0;0.0;22.0;25.0;2.0;0.8148148148148148;1.0;0.2857142857142857;11.0;12.5;1.0;7.333333333333333;6.666666666666667;0.6666666666666666;0.0;0.0;1.0;0.9707317073170731;0.024390243902439;0.0048780487804878;0;0;1
1.0;0.0;0.0;1.0;0.0;0.0;31.0;20.0;2.0;1.0;0.6896551724137931;0.1818181818181818;15.5;10.0;1.0;7.333333333333333;6.666666666666667;0.6666666666666666;0.0;0.0;1.0;0.8373205741626795;0.0430622009569378;0.1196172248803827;0;0;1
